NRScode,Sample,Station,Longitude,Latitude,SampleDateLocal,Year,Month,Day,Time_24hr,SampleDateUTC,Biomass_mgm3,ZoopAbundance_m3,CopeAbundance_m3,AvgTotalLengthCopepod_mm,HerbivoreCarnivoreCopepodRatio,NoCopepodSpecies_Sample,ShannonCopepodDiversity,CopepodEvenness,PhytoBiomassCarbon_pg_L,AbundancePhyto_cells_L,DiatomDinoflagellateRatio,AvgCellVol_um3,NoPhytoSpecies_Sample,ShannonPhytoDiversity,PhytoEvenness,NoDiatomSpecies_Sample,ShannonDiatomDiversity,DiatomEvenness,NoDinoSpecies_Sample,ShannonDinoDiversity,DinoflagellateEvenness,CTD_SST_C,CTDChla_mgm3,CTDSalinity_psu,MLD_temp,MLD_sal,DCM,Silicate_umolL,Phosphate_umolL,Ammonium_umolL,Nitrate_umolL,Nitrite_umolL,Oxygen_umolL,TCO2_umolkg,TAlkalinity_umolkg,Salinity_PSU,Chla_mgm3
YON20150119,622,Yongala,147.61842,-19.30847,2015-01-19T11:25:00Z,2015,1,19,11:25:00,2015-01-19T01:25:00Z,18.76968,4667.9403,3242.5319,0.561221930332631,0.994505484239738,27,1.35515876773689,0.411172889567133,7436394.58765358,270989.57,0.754969750450755,509.509232308882,9,1.81562332980447,0.826325787783431,5,1.47289941402447,0.915163861025786,3,0.796286413865447,0.724811129530342,28.9712333333333,0.0799466666666667,35.5023133333333,12.921,11.927,25.841,1.625,0.055,0.08,0.075,,,,2316.975,35.48175,0.1615
YON20201120,1211,Yongala,147.61842,-19.30847,2020-11-20T11:30:00Z,2020,11,20,11:30:00,2020-11-20T01:30:00Z,8.00976,0,,,,,,,62662290.5969311,343933.33,0.705239147825096,3309.70681512465,20,1.90175977866845,0.634823009872071,17,1.83975491625723,0.649352764103289,1,0,,27.0125466666667,0.925993333333333,35.4218933333333,24.847,13.915,25.841,0.9,0.0825,0.065,0.3,0.015,,,,,0.232
YON20160624,709,Yongala,147.61842,-19.30847,2016-06-24T10:00:00Z,2016,6,24,10:00:00,2016-06-24T00:00:00Z,12.20029,5263.6728,3862.747,0.661213707704007,0.975609793274474,21,1.42109084641782,0.466769707067904,4287391.25263299,236884.45,0.0914136310942283,186.595916265489,9,1.88822857747299,0.859369860026854,7,1.685639514288,0.866247352225557,,,,24.85188,0.246246666666667,21.90694,25.841,5.964,25.841,2,0.0325,0.0425,0,,,,2312.5975,35.49275,0.161
YON20150224,633,Yongala,147.61842,-19.30847,2015-02-24T10:40:00Z,2015,2,24,10:40:00,2015-02-24T00:40:00Z,32.96936,7535.0769,6066.145,1.06959952733416,0.982638916367755,27,1.66680731415143,0.505731133523051,11576297.5316843,202360.35,0.652054421886199,1341.15759614431,16,2.28722296932793,0.824941308814183,15,2.25965308423681,0.834420677769231,1,0,,29.0139066666667,0.13266,35.55452,21.866,18.884,27.829,2.05,0.045,0.195,0,,,,2316.9825,35.566,1.048
YON20141120,620,Yongala,147.61842,-19.30847,2014-11-21T08:48:00Z,2014,11,21,08:48:00,2014-11-20T22:48:00Z,7.00462,3135.0816,2441.4194,0.635889745367264,0.928251234622688,25,1.75297663374321,0.544592811005682,10482936.7093037,108050,0.166666666666667,3541.45366523562,18,2.44804230069796,0.846964510364518,13,2.11765012010116,0.825610889330362,3,1.05492016798614,0.960229717860761,26.7224733333333,0.0904533333333333,35.5838533333333,15.903,8.945,26.835,1.475,0.0625,0.0375,0,,,,2324.405,35.565,0.2285
YON20180602,850,Yongala,147.61842,-19.30847,2018-06-03T09:10:00Z,2018,6,3,09:10:00,2018-06-02T23:10:00Z,18.16252,437.0884,339.4864,0.908616737632433,0.866071986512391,24,1.24899880773711,0.393007442419678,35275558.6665273,379994.97,0.955176075432993,1992.85058520335,18,1.10183877386476,0.381210053985152,16,1.07160960492591,0.386501465698899,1,0,,23.61638,0.1299,35.52984,14.909,26.835,25.841,0.7,0.03,0.0475,0,0,,,2301.6525,35.52725,0.206
YON20140317,474,Yongala,147.61842,-19.30847,2014-03-17T14:07:00Z,2014,3,17,14:07:00,2014-03-17T04:07:00Z,25.80152,13220.3879,11316.217,0.625867953727983,0.980879544173232,32,1.39444789690311,0.402352613128031,2024128.11434787,104932.24,0.254305543655214,862.175743250263,7,1.72248186896433,0.885180577222721,5,1.46813993901621,0.912206632932989,2,0.598305447483265,0.863172302020958,27.1888933333333,0.267706666666667,35.56824,17.89,25.841,26.835,0.975,0.0325,0.2475,0.125,,,,2312.935,35.5685,
YON20161108,743,Yongala,147.61842,-19.30847,2016-11-08T10:50:00Z,2016,11,8,10:50:00,2016-11-08T00:50:00Z,22.71404,4774.0289,4053.1643,0.898305348613675,0.916666729070286,24,1.07704982702023,0.33890232340788,8453319.31603096,86085.87,0.256668941456931,3095.92243390906,16,2.42051921252014,0.873017766069815,14,2.27433170885937,0.861797007339336,1,0,,27.555,0.370533333333333,35.7452466666667,22.86,7.951,24.847,2.775,0.08,0.01,0,,,,2335.19,35.80425,0.252
YON20190528,913,Yongala,147.61842,-19.30847,2019-05-28T10:25:00Z,2019,5,28,10:25:00,2019-05-28T00:25:00Z,23.97623,4102.1291,3592.8993,0.625702821829104,0.952380956961127,28,1.43997290000847,0.432138212289005,79013371.9701287,177205.37,0.989189197867058,13480.1665428805,27,2.73511462931178,0.829869541640168,23,2.64672210162133,0.844116403779435,,,,24.7253,2.33889333333333,35.0737866666667,15.902,5.964,23.853,0.9,0.055,0.03,0,0.01,,,2279.645,35.081,0.331
YON20100817,89,Yongala,147.61842,-19.30847,2010-08-17T10:15:00Z,2010,8,17,10:15:00,2010-08-17T00:15:00Z,7.41266,2489.0238,1281.2354,0.631989687169203,0.939078728969194,29,1.30057786799991,0.386238077574886,7672817.05331743,206790,0.141210374639769,469.441333236617,6,1.20238409325755,0.671063339643226,6,1.20238409325755,0.671063339643226,,,,23.0164066666667,0.416686666666667,35.2653,16.896,15.903,16.896,1,0.1225,0.035,0,,,,2307,35.31075,
YON20110527,45,Yongala,147.61842,-19.30847,2011-05-27T10:50:00Z,2011,5,27,10:50:00,2011-05-27T00:50:00Z,14.4581,5005.2496,4127.9709,0.761971175153939,0.93103447498768,25,1.32922111641438,0.41294575769129,24347034.1077456,273350,0.689548325586938,2351.28533484544,17,2.19972893384854,0.776407798044344,15,2.15590539384049,0.796109833179242,2,0.450561208866305,0.650022421648354,23.6073133333333,0.253966666666667,34.2438333333333,11.927,21.866,23.853,2.825,0.15,0.01,0.1,,,,2248.155,34.3055,
YON20131114,470,Yongala,147.61842,-19.30847,2013-11-14T10:32:00Z,2013,11,14,10:32:00,2013-11-14T00:32:00Z,14.66211,4930.4425,3658.7284,0.559582479659736,0.989726042401213,26,1.1874114320732,0.364449431812806,16148575.312424,339617.65,0.466864521019641,1277.45052989821,12,1.78021364188061,0.716410671617179,8,1.60615645022866,0.772397981878905,4,1.18165749718535,0.852385705609282,26.7915333333333,0.242633333333333,35.55136,19.878,26.835,18.884,1.625,0.0475,0.075,0,,,,2323.4225,35.5615,
YON20160823,718,Yongala,147.61842,-19.30847,2016-08-23T10:19:00Z,2016,8,23,10:19:00,2016-08-23T00:19:00Z,13.34279,3685.931,2869.8578,0.918898318955323,0.984127008826005,16,1.01474265973908,0.365991050746012,5151077.27903568,245385.62,0.0252180485642828,456.332047669485,5,1.56487279417389,0.972310135162148,3,1.02813192151344,0.935846005108759,1,0,,23.1584133333333,0.0448733333333333,35.6272866666667,25.841,5.963,26.835,1.575,0.09,0.19,0.05,-0.005,,,2323.045,35.6425,0.0545
YON20140527,523,Yongala,147.61842,-19.30847,2014-05-27T12:12:00Z,2014,5,27,12:12:00,2014-05-27T02:12:00Z,17.02873,4325.1884,2992.2687,0.573235917616525,0.962343151838827,28,1.44223593144076,0.432817351707182,22613382.8809057,170850.18,0.344698330578908,5606.56862444398,8,1.67910873466714,0.807480614872542,6,1.52478271998501,0.850997439205348,2,0.693147180559945,1,24.9797933333333,0.372406666666667,35.2835466666667,19.878,5.964,21.866,0.15,0.0475,0.205,0.125,,,,2300.49,35.29625,0.347
YON20150618,631,Yongala,147.61842,-19.30847,2015-06-18T10:55:00Z,2015,6,18,10:55:00,2015-06-18T00:55:00Z,17.24635,1887.8502,1164.2649,0.563990460595499,0.966101636832047,23,1.34026257274188,0.427448587190174,12149416.3758052,230458.33,0.961389961389961,1714.46832569382,24,2.67564261482772,0.841912301571928,18,2.49778325796775,0.864173700543571,1,0,,24.1246533333333,0.294926666666667,35.76426,23.853,5.964,26.835,1.475,0.065,0.09,0,,,,2322.65,35.79025,0.495
YON20170528,782,Yongala,147.61842,-19.30847,2017-05-29T08:11:00Z,2017,5,29,08:11:00,2017-05-28T22:11:00Z,17.97864,3515.1,2892.7078,0.657308627831566,0.960698696427148,28,1.91753954804391,0.575456741081923,9798245.72871004,306693.81,0.779944408677741,500.598758947147,7,0.658727065855852,0.338518747217412,7,0.658727065855852,0.338518747217412,,,,24.8461733333333,0.270866666666667,35.29282,14.909,8.945,25.841,1.175,0.0325,0.1075,0,0.0425,,,2295.985,35.29225,
YON20200802,1086,Yongala,147.61842,-19.30847,2020-08-03T09:15:00Z,2020,8,3,09:15:00,2020-08-02T23:15:00Z,2.99226,2285.0056,1942.2548,0.787630866301575,0.965753359985346,29,1.21220508140538,0.35999363958772,,129765.63,0.314930920407302,615.008433478647,9,1.44985580881955,0.659857815070167,8,1.40660249889944,0.676432816554747,,,,22.6074153846154,0.0739769230769231,35.3969230769231,18.884,8.945,28.822,0.925,0.09,,0.025,0.015,,,2316.1175,,0.198
YON20180927,857,Yongala,147.61842,-19.30847,2018-09-27T10:52:00Z,2018,9,27,10:52:00,2018-09-27T00:52:00Z,11.86434,4625.5033,3897.022,0.574750467380848,0.967971636254477,33,1.36195625802775,0.389519036949124,12409348.9755051,33386.58,0.384850215805853,13967.1975629055,16,2.2509362386753,0.811853637223527,12,2.11360154566344,0.850575833842193,2,0.598305864865266,0.863172904175902,24.17032,1.24227333333333,35.40928,23.853,22.86,25.841,0.65,0.0675,0.0975,0,0.015,,,2317,35.42225,0.139
YON20200904,1146,Yongala,147.61842,-19.30847,2020-09-04T11:11:00Z,2020,9,4,11:11:00,2020-09-04T01:11:00Z,12.90756,1449.8893,1032.6042,0.653891382975973,0.961326186957059,24,1.68520079723099,0.530261879499533,,269278.91,0.979066488197523,5253.79300417798,21,2.30691911164389,0.75772774181586,18,2.29363968633807,0.793544871891345,3,0.867412238675033,0.789552645298216,23.2822714285714,-0.0299214285714286,35.4505642857143,22.86,9.939,,0.575,0.1125,,0,0.01,,,,,0.102
DAR20140403,490,Darwin,130.76805,-12.4,2014-04-04T08:03:00Z,2014,4,4,08:03:00,2014-04-03T22:33:00Z,69.4428,16502.8174,12508.0877,0.561792850497706,0.985358716296702,30,1.68618597387245,0.495762457940156,,,,,,,,,,,,,,,,,,,,4.3,0.49,0.313333333333333,0.233333333333333,,,,2170.96333333333,32.4043333333333,2.312
DAR20190529,896,Darwin,130.76805,-12.4,2019-05-30T08:39:00Z,2019,5,30,08:39:00,2019-05-29T23:09:00Z,93.93976,15029.3513,11164.661,0.696967208265468,0.976525834249012,20,1.10622238548288,0.369266104066939,27591046.2788757,23316.59,0.981538468603549,39540.5218151225,16,2.42079260705855,0.87311637230601,14,2.3173931008824,0.878113967012702,,,,27.8288642857143,0.31215,34.6782571428571,10.937,7.954,5.966,6.7,0.2,0.143333333333333,0.133333333333333,0.103333333333333,,,2282.10666666667,34.6796666666667,0.4885
DAR20170203_0330,760,Darwin,130.76805,-12.4,2017-02-03T13:00:00Z,2017,2,3,13:00:00,2017-02-03T03:30:00Z,27.05283,0,,,,,,,,,,,,,,,,,,,,30.4863,1.23530714285714,32.8904785714286,17.896,5.966,17.896,4,0.206666666666667,0.26,0.5,,,,2201.35333333333,32.85,1.035
DAR20180731_0030,852,Darwin,130.76805,-12.4,2018-07-31T10:00:00Z,2018,7,31,10:00:00,2018-07-31T00:30:00Z,196.47782,0,,,,,,,,,,,,,,,,,,,,26.6746461538462,0.180961538461538,34.1786769230769,18.89,18.89,15.908,6.36666666666667,0.41,0.0933333333333333,0.3,0.3,,,2289.98333333333,34.183,0.629
DAR20130617_1500,429,Darwin,130.76805,-12.4,2013-06-18T00:30:00Z,2013,6,18,00:30:00,2013-06-17T15:00:00Z,23.69333,5431.7846,4243.5817,0.701508598440976,0.960264824389418,34,1.47907643686023,0.419434265593483,26662255.4780628,28178.17,0.930241239101352,36418.7100207612,17,1.57169050948351,0.554737790142333,15,1.53893996847815,0.568283397350529,1,0,,27.09078,0.371466666666667,34.1044733333333,5.964,21.866,7.952,5.96666666666667,0.24,0.00333333333333333,0,,,,2263.80333333333,34.1263333333333,0.471
DAR20110627,46,Darwin,130.76805,-12.4,2011-06-27T13:48:00Z,2011,6,27,13:48:00,2011-06-27T04:18:00Z,5.56585,3031.1287,2156.9337,0.832447566238242,0.950738909627372,30,1.40240200296603,0.41232596806266,12885487.1155351,262640,0.836549940310386,1000.6283324703,10,1.96511415748987,0.853438234907807,9,1.88058339707686,0.855890388481254,1,0,,,,,,,,6.03333333333333,0.343333333333333,0.15,0.166666666666667,,,,2201.26333333333,32.9086666666667,0.229
DAR20190723_0630,979,Darwin,130.76805,-12.4,2019-07-23T16:00:00Z,2019,7,23,16:00:00,2019-07-23T06:30:00Z,33.24138,6289.5938,4900.3261,0.504270828038879,0.98581561000559,17,1.69947976919727,0.599841791922448,17884294.6057083,34030,0.977585654819084,15775.4708954048,13,1.62554820046771,0.633754501132322,12,1.49873601580412,0.603135741912875,,,,25.1168785714286,0.649135714285714,35.2312785714286,15.908,7.954,15.908,5.93333333333333,0.243333333333333,0.0766666666666667,0.233333333333333,0.106666666666667,,,2318.42333333333,35.2296666666667,0.809
DAR20120114_2335,160,Darwin,130.76805,-12.4,2012-01-15T09:05:00Z,2012,1,15,09:05:00,2012-01-14T23:35:00Z,26.32359,0,,,,,,,45907984.438563,23978,0.985363999239688,74939.8855967971,20,2.28410376298735,0.76245256732425,19,2.26721014256799,0.769997326692717,1,0,,31.4040533333333,0.539213333333333,33.6267333333333,5.966,5.966,22.867,5.26666666666667,0.296666666666667,0.623333333333333,0.233333333333333,,,,2238.92333333333,33.6156666666667,0.62
DAR20160724_0730,726,Darwin,130.76805,-12.4,2016-07-24T17:00:00Z,2016,7,24,17:00:00,2016-07-24T07:30:00Z,31.06065,8192.4696,6031.3865,0.615415274233445,0.99425287642128,20,1.38371340063269,0.461894880543219,10389781.3441756,5660,0.986522911051213,92942.0494737154,13,1.75173846803005,0.682952457885446,12,1.69884890326841,0.683667092046838,,,,26.3067428571429,0.530257142857143,35.1231142857143,13.919,5.966,15.908,4.63333333333333,0.213333333333333,0.196666666666667,0.166666666666667,0.0566666666666667,,,,35.119,0.655
DAR20120115_0540,161,Darwin,130.76805,-12.4,2012-01-15T15:10:00Z,2012,1,15,15:10:00,2012-01-15T05:40:00Z,219.85591,0,,,,,,,35980836.5284148,33117,0.996222725858774,50568.3800413685,9,1.22441695114337,0.557256169338765,9,1.22441695114337,0.557256169338765,,,,31.5487733333333,0.625586666666667,33.6123266666667,14.914,5.965,19.885,5.6,0.303333333333333,0.36,0.2,,,,2249.32666666667,33.6346666666667,0.702
DAR20140117_2130,465,Darwin,130.76805,-12.4,2014-01-18T07:00:00Z,2014,1,18,07:00:00,2014-01-17T21:30:00Z,36.83664,0,,,,,,,,,,,,,,,,,,,,,,,,,,6.23333333333333,0.486666666666667,0.163333333333333,1.5,,,,2264.36333333333,34.0163333333333,1.844
DAR20201123,1137,Darwin,130.76805,-12.4,2020-11-24T07:23:00Z,2020,11,24,07:23:00,2020-11-23T21:53:00Z,28.39158,0,,,,,,,25504853.0218,42157.46,0.959419850586495,17109.5363285541,15,1.4991008026597,0.553572013565165,13,1.47841429745786,0.576391223147193,2,0.331848395112585,0.478756033955888,31.8835428571429,0.396764285714286,35.9457214285714,5.965,11.931,10.937,4.9,0.156666666666667,0.0766666666666667,0.1,0.0633333333333333,,,,35.9413333333333,0.5915
DAR20120729_1930,205,Darwin,130.76805,-12.4,2012-07-30T05:00:00Z,2012,7,30,05:00:00,2012-07-29T19:30:00Z,49.6622,0,,,,,,,,,,,,,,,,,,,,24.2025,1.23258888888889,34.0055666666667,19.884,20.878,9.942,8.16666666666667,0.186666666666667,0.133333333333333,0.0333333333333333,,,,2276.54333333333,34.0053333333333,0.504
DAR20151117,662,Darwin,130.76805,-12.4,2015-11-18T08:16:00Z,2015,11,18,08:16:00,2015-11-17T22:46:00Z,12.2731,3261.7325,2363.0919,0.523870928139975,0.987261215731994,22,1.41966590873526,0.459283859784211,11812300.6451139,12292.61,0.973819679123331,39404.7332803551,21,2.67785757955756,0.879565723141776,18,2.56502817202523,0.887438844161782,3,1.03975334218999,0.946424278077683,31.0788133333333,0.588606666666667,35.4900933333333,11.931,8.948,11.931,6.53333333333333,0.173333333333333,0.446666666666667,0.1,,,,2330.88333333333,,0.7875
ESP20090623,64,Esperance,121.85,-33.93333,2009-06-23T09:20:00Z,2009,6,23,09:20:00,2009-06-23T01:20:00Z,10.45178,4322.167,3292.7053,0.784160486117624,0.980099467210938,22,1.04765858701593,0.338933742523557,7637024.9630219,100220,0.386852427972406,2092.82499401317,6,1.4374963907775,0.802282011321985,5,1.30724860559778,0.812239226812241,1,0,,17.5536153846154,0.479069230769231,35.6250307692308,47,15,15,0.183333333333333,0.108333333333333,,0.1,,,,2339.515,35.6373333333333,0.553
ESP20120309,384,Esperance,121.85,-33.93333,2012-03-09T09:34:00Z,2012,3,9,09:34:00,2012-03-09T01:34:00Z,23.78763,13925.235,8385.0034,0.692610973409409,0.97576734194523,38,1.61726895433665,0.444599490794823,,,,,,,,,,,,,,20.8382,0.279923076923077,35.6506076923077,26,44,51,,,,,,,,,,
ESP20100322,106,Esperance,121.85,-33.93333,2010-03-22T09:40:00Z,2010,3,22,09:40:00,2010-03-22T01:40:00Z,12.27495,4872.2607,3709.205,0.62952024586302,0.987951785062973,10,0.303069393008051,0.131621365017165,27895267.8700298,227069,0.356568672485071,2527.11491859303,7,1.57381154072067,0.808779141978735,5,1.25050297655114,0.776981185102002,2,0.304231806811403,0.4389137189675,19.25844,0.397,35.61954,20,47,48,0.483333333333333,0.356666666666667,,0.183333333333333,,,,2341.22,35.6146666666667,0.424
KAI20130827,454,Kangaroo Island,136.44733,-35.83217,2013-08-28T08:55:00Z,2013,8,28,08:55:00,2013-08-27T23:25:00Z,1.71865,527.4173,394.0474,0.666667008604196,0.957983116397056,32,1.64865076094308,0.47570005539408,6396804.56483013,277341.25,0.0470985592866263,264.677771569901,10,2.13423712666102,0.926887407181931,4,1.25548232517875,0.905639062229566,4,1.26363595323202,0.911520661608414,15.8775785714286,1.18438571428571,35.8518142857143,89,11,25,0.525,0.1175,0.48875,0.1125,,,,2356.66666666667,36.014,0.146
KAI20111115,202,Kangaroo Island,136.44733,-35.83217,2011-11-15T11:30:00Z,2011,11,15,11:30:00,2011-11-15T01:00:00Z,2.34104,298.819,189.5469,0.678823229778867,0.964286495775985,32,1.72530617039449,0.497818131208651,45371268.7709264,360630,0.877526211821912,3258.568114605,26,2.14968873470866,0.659798968392167,17,1.95706071914169,0.690756565596233,9,2.05413511441829,0.934877178967566,17.05165,0.160392857142857,35.7731214285714,29,25,74,0.3,0.0925,0.02875,0.075,,,,2359.61333333333,35.913125,
KAI20160915,728,Kangaroo Island,136.44733,-35.83217,2016-09-15T11:18:00Z,2016,9,15,11:18:00,2016-09-15T01:48:00Z,17.11931,2747.7186,1283.6833,0.630795946403547,0.941634193721952,32,2.14712107204658,0.61952818456596,3508320.34603563,127050.5,0.0673200745564344,357.207155948533,9,1.6005562483317,0.728444540827101,2,0.450578911681273,0.650047961411719,6,1.72133103989287,0.96069314517672,14.8244785714286,0.774807142857143,35.9776428571429,88,17,39,1.425,0.13375,0.16,0.3125,,,,2364.49333333333,36.01775,0.2285
KAI20101120,108,Kangaroo Island,136.44733,-35.83217,2010-11-21T05:00:00Z,2010,11,21,05:00:00,2010-11-20T18:30:00Z,1.13515,174.0953,163.2144,0.597695292937873,0.995110450782283,18,1.14225394109614,0.395192742240037,31971692.6460265,518096,0.790132084701936,1092.78262435919,7,0.43349541311022,0.222772574222233,6,0.424898784865281,0.237140527042026,1,0,,,,,,,,0.2,0.224285714285714,0.712857142857143,0.857142857142857,,,,2360.282,35.9421666666667,
KAI20171129,809,Kangaroo Island,136.44733,-35.83217,2017-11-29T14:50:00Z,2017,11,29,14:50:00,2017-11-29T04:20:00Z,7.44041,3847.5135,3444.3734,0.570462954536886,0.996621638404586,24,1.43991595045568,0.453081044979667,15376514.9919563,84803.13,0.877768065989538,3280.8022779808,13,2.12152491363354,0.827121559909924,10,2.01329361223581,0.874362306245079,2,0.387133284612918,0.558515269874113,17.0341153846154,5.7113,35.7946307692308,13,29,37,0.7375,0.22,0.165,1.4375,0.06375,,,2353.76666666667,35.73925,0.203
KAI20091115,175,Kangaroo Island,136.44733,-35.83217,2009-11-16T08:30:00Z,2009,11,16,08:30:00,2009-11-15T22:00:00Z,3.18268,1218.2623,1067.9685,0.665374429735081,0.982934967806542,23,0.983220561018278,0.313577539394988,107236747.712068,889185,0.928738609035558,2998.63311200706,11,1.16916899117347,0.487581340368145,10,1.16842398411669,0.507440088825289,1,0,,17.2724615384615,0.0771384615384616,35.7764538461539,15,19,,0.77,0.272,0.532,0.9,,,,2341.03857142857,35.5845,
KAI20100419,52,Kangaroo Island,136.44733,-35.83217,2010-04-20T07:00:00Z,2010,4,20,07:00:00,2010-04-19T21:30:00Z,0.96541,222.7881,215.7154,0.636762296525886,0.990908880576871,8,0.977781382518519,0.470213450544341,19201962.9762514,438690,0.621630765760686,740.563656887552,10,1.71722716951242,0.745782283893583,10,1.71722716951242,0.745782283893583,,,,17.7788428571429,0.108064285714286,35.7898071428571,32,34,37,,,,,,,,2358.38428571429,35.7097,
KAI20190514,911,Kangaroo Island,136.44733,-35.83217,2019-05-14T15:35:00Z,2019,5,14,15:35:00,2019-05-14T06:05:00Z,6.5245,2722.9644,2475.4223,0.591762118835917,0.980468790775626,23,1.8412107909354,0.587215495911795,,221753.94,0.86363457091648,1068.37667242365,15,1.5859981097932,0.585660527691723,9,1.17390206268534,0.534265852837175,2,0.636514168294813,0.918295834054489,18.2522615384615,0.235461538461539,35.9773,91,38,28,0.4,0.085,0.15625,0.325,0.125,,,2371.84833333333,36.0505,0.386
MAI20140122,480,Maria Island,148.23333,-42.59667,2014-01-23T10:50:00Z,2014,1,23,10:50:00,2014-01-22T23:50:00Z,20.30318,1405.0976,333.2001,0.852854107786883,0.994219648927434,28,2.17882412180574,0.653868667169886,,,,,,,,,,,,,,16.1854,0.1202,35.2783,33,44,34,,,,,,,,,,
MAI20170323,754,Maria Island,148.23333,-42.59667,2017-03-24T09:30:00Z,2017,3,24,09:30:00,2017-03-23T22:30:00Z,8.88323,1263.6449,711.9791,1.00780004991064,0.93333325253911,28,2.40551647030971,0.721899410124508,5154030.14989663,136612.09,0.289542048675257,427.687809273151,11,1.92160961169427,0.801373451748678,8,1.69108708267977,0.813240982631164,1,0,,17.9275666666667,0.0830733333333333,35.5479266666667,55.553,54.562,68.447,1.3,0.285555555555556,0.545555555555556,2.53333333333333,,,,2331.265,35.4914444444445,0.309
MAI20170412,755,Maria Island,148.23333,-42.59667,2017-04-12T10:15:00Z,2017,4,12,10:15:00,2017-04-12T00:15:00Z,10.2506,457.3641,322.198,1.11794570825704,0.926605418903529,29,1.91834091804443,0.569697767853125,,406333.35,0.371394636027759,672.240061551949,17,1.60908932348886,0.567937930570797,14,1.53353470167522,0.581091848390724,3,1.09861228866811,1,16.4423666666667,0.205586666666667,35.41164,85.308,84.316,19.842,,,,,,,,2331.26,35.4121111111111,0.52
MAI20190925,972,Maria Island,148.23333,-42.59667,2019-09-25T10:03:00Z,2019,9,25,10:03:00,2019-09-25T00:03:00Z,9.08597,1735.1536,556.3809,0.718728917545516,,12,1.34073550139107,0.539551657405501,109466667.647212,883470.08,0.960365049414819,2546.55302603919,11,1.78127544487299,0.742849558560671,9,1.77960110769715,0.809931367987261,2,0.693147180559945,1,11.7749666666667,1.242,35.0838266666667,71.419,10.913,10.913,0.366666666666667,0.402222222222222,0.46,3.15555555555556,0.206666666666667,,,2317.53166666667,35.1164444444445,2.4575
MAI20161117,735,Maria Island,148.23333,-42.59667,2016-11-18T09:10:00Z,2016,11,18,09:10:00,2016-11-17T22:10:00Z,5.67696,2027.4883,315.9108,0.742088644959273,,11,1.50539478306867,0.627798386420713,1688642196.00272,183660.56,0.1630818616631,312979.067753011,8,1.66071305265396,0.798634161801146,6,1.3229759268879,0.738366923467622,1,0,,,,,,,,0.755555555555556,0.351111111111111,1.09666666666667,1.87777777777778,0.206666666666667,,,2316.22666666667,35.0868888888889,0.5155
MAI20160209,675,Maria Island,148.23333,-42.59667,2016-02-10T10:45:00Z,2016,2,10,10:45:00,2016-02-09T23:45:00Z,4.24358,406.6766,348.9169,0.995489967668519,0.988593220896634,19,1.59546083270496,0.541855628183753,4211151.53290552,103038.26,0.747287208533693,445.727184676062,6,1.03784214599389,0.579230730361943,2,0.257296758869154,0.371200758057332,2,0.693147180559945,1,19.9453333333333,0.111066666666667,35.3294866666667,19.842,51.586,28.77,6.67777777777778,0.0633333333333333,0.116666666666667,0.477777777777778,,,,2318.22166666667,35.3094444444444,0.6
MAI20140703,494,Maria Island,148.23333,-42.59667,2014-07-03T11:30:00Z,2014,7,3,11:30:00,2014-07-03T01:30:00Z,0.70254,190.5674,154.4186,0.991640148693918,0.963638416489594,37,2.54743568391445,0.70548147189782,6030782.01060813,425590.49,0.10902900467589,119.423107457461,8,1.76215774195798,0.847418745195624,4,1.242453324894,0.896240625180289,2,0.598269588585257,0.863120568566631,14.0039642857143,0.141914285714286,35.3307285714286,65,24,26,0.5,0.277777777777778,0.224444444444444,2.34444444444444,,,,2326.27666666667,35.3245555555556,0.307
MAI20171123,803,Maria Island,148.23333,-42.59667,2017-11-24T09:50:00Z,2017,11,24,09:50:00,2017-11-23T22:50:00Z,14.23957,247.0706,234.8115,1.57821351807727,0.991228241527532,27,2.36236398029309,0.716772120811026,7485896.17492564,241491.67,0.591346153846154,277.316679430593,8,1.26001680917003,0.605940000675445,4,1.06334850861437,0.767043810057316,3,1.09861228866811,1,15.1638133333333,0.515473333333333,35.1586466666667,14.881,42.656,18.849,2.05555555555556,0.494444444444445,0.0511111111111111,5.83333333333333,0.111111111111111,,,2314.69666666667,35.141,1.1935
MAI20110223,158,Maria Island,148.23333,-42.59667,2011-02-23T11:15:00Z,2011,2,23,11:15:00,2011-02-23T00:15:00Z,8.83637,254.9093,160.6076,1.02129699488819,,23,1.85516671798757,0.591666445615758,8026260.1578377,239205,0.349805290721096,405.356139336552,8,1.62535964979588,0.781632768807179,6,1.48643354643589,0.829594357928128,1,0,,17.0836615384615,0.2215,35.2856769230769,42,23,26,0.655555555555556,0.206666666666667,0.0411111111111111,1.08888888888889,,,,2316.575,35.2351111111111,0.466
MAI20120524,75,Maria Island,148.23333,-42.59667,2012-05-24T11:30:00Z,2012,5,24,11:30:00,2012-05-24T01:30:00Z,31.38482,122.5086,104.5744,1.32792931103566,0.982455815417953,41,2.48547331336651,0.669294487550446,,,,,,,,,,,,,,14.6770461538462,0.320307692307692,35.3985769230769,83,11,81,1.78888888888889,0.123333333333333,0.173333333333333,2.08888888888889,,,,2328.11666666667,35.4203333333333,0.455
