NRScode,Station,Latitude,Longitude,SampleDateLocal,Year,Month,Day,Time_24hr,Abylopsis eschscholtzii,Abylopsis tetragona,Aglaura hemistoma,Aidanosagitta neglecta,Aidanosagitta regularis,Bassia bassensis,Bougainvillia vervoorti,Brooksia rostrata,Calanus Australis,Chelophyes appendiculata,Chelophyes contorta,Climacocylis scalaria,Codonella amphorella,Codonella galea,Codonellopsis morchella,Codonellopsis obesa,Codonellopsis orthoceras,Codonellopsis ostenfeldi,Cyttarocylis ampulla,Dadayiella ganymedes,Diacavolinia longirostris,Diphyes chamissonis,Doliolum denticulatum,Doliolum nationalis,Euconchoecia aculeata,Eudoxoides mitra,Eudoxoides spiralis,Evadne nordmanni,Evadne spinifera,Flaccisagitta enflata,Fritillaria borealis,Fritillaria formica,Fritillaria haplostoma,Fritillaria pellucida,Gazelletta hexanema,Hydromyles globulosus,Ihlea magalhanica,Krohnitta subtilis,Lensia conoidea,Lensia multicristata,Lensia subtilis,Lensia subtiloides,Leprotintinnus nordqvisti,Lipmanella dictyoceras,Liriope tetraphylla,Mesosagitta minima,Nanomia bijuga,Nyctiphanes australis,Oikopleura (Coecaria) longicauda,Pegea confoederata,Pelagobia longicirrata,Penilia avirostris,Pleopis polyphemoides,Podon intermedius,Primno macropa,Pseudevadne tergestina,Pterosagitta draco,Rhabdonella amor,Rhabdonella apophysata,Rhabdonella spiralis,Rhabdosoma whitei,Salpa fusiformis,Salpingella acuminata,Serratosagitta pacifica,Serratosagitta serratodentata,Serratosagitta tasmanica,Solmundella bitentaculata,Tectillaria fertilis,Thalia democratica,Themisto gaudichaudii,Thysanoessa gregaria,Tintinnopsis lobiancoi,Tintinnopsis mortensenii,Tintinnopsis radix,Xystonella treforti,Xystonellopsis heros,Xystonellopsis pulchra,Zonosagitta pulchra,Zoothamnium pelagicum
NRSKAI20180307,Kangaroo Island,-35.83217,136.44733,2018-03-07 12:20:00,2018,3,7,12:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664.8278,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20180302,North Stradbroke,-27.345,153.562,2018-03-02 10:25:00,2018,3,2,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20180301,Maria Island,-42.59667,148.23333,2018-03-02 09:30:00,2018,3,2,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.866,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5755,0,132.0225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20180221,Port Hacking,-34.11923,151.22667,2018-02-22 09:18:00,2018,2,22,09:18:00,0,0,0,0,14.1453,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,127.3075,7.0726,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,21.2179,0,0,0,0
NRSROT20180221,Rottnest Island,-32,115.41667,2018-02-21 10:05:00,2018,2,21,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,94.3018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20180220,Yongala,-19.30847,147.61842,2018-02-20 10:30:00,2018,2,20,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20180209_0630,Darwin,-12.4,130.76805,2018-02-09 16:00:00,2018,2,9,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20180209_0330,Darwin,-12.4,130.76805,2018-02-09 13:00:00,2018,2,9,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20180209_0030,Darwin,-12.4,130.76805,2018-02-09 10:00:00,2018,2,9,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20180208_2130,Darwin,-12.4,130.76805,2018-02-09 07:00:00,2018,2,9,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20180130,Yongala,-19.30847,147.61842,2018-01-30 10:05:00,2018,1,30,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20180125,Rottnest Island,-32,115.41667,2018-01-25 10:00:00,2018,1,25,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819.7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20180123,Port Hacking,-34.11923,151.22667,2018-01-24 09:41:00,2018,1,24,09:41:00,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,431.4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20180123,North Stradbroke,-27.345,153.562,2018-01-23 10:20:00,2018,1,23,10:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0
NRSMAI20180116,Maria Island,-42.59667,148.23333,2018-01-17 10:30:00,2018,1,17,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,66.0113,4.7151,0,0,0,0,0,0,0,0,0
NRSNSI20171219,North Stradbroke,-27.345,153.562,2017-12-19 10:45:00,2017,12,19,10:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20171217,Maria Island,-42.59667,148.23333,2017-12-18 09:40:00,2017,12,18,09:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7858,0,0,0,0,0,0,0,0
NRSYON20171215,Yongala,-19.30847,147.61842,2017-12-15 10:44:00,2017,12,15,10:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.7782,0,0,0,0,0,0,0,0,0,0,0,0,378.8912,0,0,0,0,0,0,0,0,0,0
NRSROT20171214,Rottnest Island,-32,115.41667,2017-12-14 09:37:00,2017,12,14,09:37:00,0,0,31.4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,110.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20171211,Port Hacking,-34.11923,151.22667,2017-12-12 08:54:00,2017,12,12,08:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8679,0,0,0,0,36.0849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.5093,0,0,0,7.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20171130,Yongala,-19.30847,147.61842,2017-11-30 10:34:00,2017,11,30,10:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20171129,Kangaroo Island,-35.83217,136.44733,2017-11-29 14:50:00,2017,11,29,14:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2179,7.0726,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2179,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0
NRSMAI20171123,Maria Island,-42.59667,148.23333,2017-11-24 09:50:00,2017,11,24,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0
NRSROT20171123,Rottnest Island,-32,115.41667,2017-11-23 10:05:00,2017,11,23,10:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.3895,0,0,0,15.3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20171116,North Stradbroke,-27.345,153.562,2017-11-16 10:30:00,2017,11,16,10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.289,0,0,0,0,0,0,0,0,0,38.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20171103,Rottnest Island,-32,115.41667,2017-11-03 09:25:00,2017,11,3,09:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2766.1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20171025,Yongala,-19.30847,147.61842,2017-10-26 09:56:00,2017,10,26,09:56:00,0,0,27.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20171024,Port Hacking,-34.11923,151.22667,2017-10-25 09:01:00,2017,10,25,09:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3045,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,242.2378,0,5.3045,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20171023,North Stradbroke,-27.345,153.562,2017-10-23 10:25:00,2017,10,23,10:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20171015,Maria Island,-42.59667,148.23333,2017-10-16 09:50:00,2017,10,16,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5717,0,0,0,0,0,0,0,0
NRSDAR20171009,Darwin,-12.4,130.76805,2017-10-10 07:57:00,2017,10,10,07:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20170927,North Stradbroke,-27.345,153.562,2017-09-27 10:40:00,2017,9,27,10:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4374,102.8747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.8747,0,0,0,12.8593,0,0,0,25.7187,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0
NRSMAI20170921,Maria Island,-42.59667,148.23333,2017-09-22 09:15:00,2017,9,22,09:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20170921,Port Hacking,-34.11923,151.22667,2017-09-22 08:48:00,2017,9,22,08:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7682,0,0,0,0,1.7682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9861,0,0,44.204,0,7.0727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20170914,Rottnest Island,-32,115.41667,2017-09-14 09:45:00,2017,9,14,09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSKAI20170908,Kangaroo Island,-35.83217,136.44733,2017-09-08 15:00:00,2017,9,8,15:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,3.5363,0,0,0,0,3.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6089,0,31.8269,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20170906,Yongala,-19.30847,147.61842,2017-09-06 10:00:00,2017,9,6,10:00:00,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,14.1453,0,0,254.6149,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20170829,North Stradbroke,-27.345,153.562,2017-08-29 11:50:00,2017,8,29,11:50:00,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,38.578,0,0,0,0,0,0,0,0,12.8593,38.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.734,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,25.7187,0,0,0,0
NRSPHB20170821,Port Hacking,-34.11923,151.22667,2017-08-22 09:50:00,2017,8,22,09:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.8885,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20170816,Yongala,-19.30847,147.61842,2017-08-16 10:24:00,2017,8,16,10:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6581,0,0,0,0,0,0,0,79.2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20170802,Rottnest Island,-32,115.41667,2017-08-02 09:33:00,2017,8,2,09:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20170801,Maria Island,-42.59667,148.23333,2017-08-01 10:01:00,2017,8,1,10:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20170724,Yongala,-19.30847,147.61842,2017-07-24 10:45:00,2017,7,24,10:45:00,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20170717,North Stradbroke,-27.345,153.562,2017-07-17 11:05:00,2017,7,17,11:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,25.7187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4297,0,0,0,0
NRSPHB20170716,Port Hacking,-34.11923,151.22667,2017-07-17 09:42:00,2017,7,17,09:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,18.8604,4.7151,0,0,0,0,0,23.5755,0,0,4.7151,9.4302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20170715_0630,Darwin,-12.4,130.76805,2017-07-15 16:00:00,2017,7,15,16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20170715_0330,Darwin,-12.4,130.76805,2017-07-15 13:00:00,2017,7,15,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20170715_0030,Darwin,-12.4,130.76805,2017-07-15 10:00:00,2017,7,15,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSDAR20170714_2130,Darwin,-12.4,130.76805,2017-07-15 07:00:00,2017,7,15,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20170705,Yongala,-19.30847,147.61842,2017-07-05 10:21:00,2017,7,5,10:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,56.5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSNSI20170627,North Stradbroke,-27.345,153.562,2017-06-27 10:20:00,2017,6,27,10:20:00,0,0,6.4297,0,0,0,0,0,0,0,0,6.4297,0,0,0,0,6.4297,0,0,0,0,0,0,0,6.4297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20170626,Maria Island,-42.59667,148.23333,2017-06-27 09:25:00,2017,6,27,09:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20170626,Rottnest Island,-32,115.41667,2017-06-26 09:46:00,2017,6,26,09:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20170614,Port Hacking,-34.11923,151.22667,2017-06-15 08:52:00,2017,6,15,08:52:00,0,0,7.0726,0,0,0,0,0,0,0,0,28.2905,0,0,0,0,0,0,21.2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.7264,0,0,198.0338,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSMAI20170601,Maria Island,-42.59667,148.23333,2017-06-02 09:00:00,2017,6,2,09:00:00,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSYON20170528,Yongala,-19.30847,147.61842,2017-05-29 08:11:00,2017,5,29,08:11:00,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSROT20170523,Rottnest Island,-32,115.41667,2017-05-23 09:53:00,2017,5,23,09:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,15.717,0,0,0,15.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.717,0,0,0
NRSKAI20170518,Kangaroo Island,-35.83217,136.44733,2017-05-18 11:15:00,2017,5,18,11:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSPHB20170517,Port Hacking,-34.11923,151.22667,2017-05-18 09:45:00,2017,5,18,09:45:00,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1453,0,0,0,0,0,14.1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
