TripCode,Route,Latitude,Longitude,SampleDateUTC,Year,Month,Day,Time_24hr,Amphipod,Appendicularian,Ascidian,Brachiopod,Bryozoan,Cephalopod,Chaetognath,Ciliophora,Cirripedia,Cladoceran,Cnidarian,Copepod,Ctenophore,Decapod,Echinoderm,Egg,Euphausiid,Fish,Foraminifera,Isopod,Mollusc,Mysida,Nematode,Noctilucaceae,Ostracod,Platyhelminthes,Polychaete,Radiozoa,Sipunculid,Thaliacean,Thecostraca,Urochordata
HOAN20151209,HOAN,-47.2299,141.6111,2015-12-10T22:55:00Z,2015,12,10,22:55:00,0,0,0,0,0,0,0.6667,0,0,0,0,14.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20151209,HOAN,-46.7539,142.2919,2015-12-10T18:36:00Z,2015,12,10,18:36:00,0.6667,0,0,0,0,0,0,0,0,0,0,24.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRNC20151206,BRNC,-31.52267,152.84101,2015-12-07T12:45:07Z,2015,12,7,12:45:07,0,15.3333,0,0,0,0,0,0,0,2,0,45.3334,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20151116,ABFR,-35.35686,118.62599,2015-11-17T21:57:09Z,2015,11,17,21:57:09,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6667,0,0
ABFR20151116,ABFR,-35.40898,120.25538,2015-11-17T17:26:25Z,2015,11,17,17:26:25,0,0,0,0,0,0,0.6667,0,0,0,0.6667,36.0002,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
ABFR20151116,ABFR,-35.42683,121.07076,2015-11-17T15:11:03Z,2015,11,17,15:11:03,0,0,0,0,0,0,0,0,0,0,0,13.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20151116,ABFR,-35.44607,122.70232,2015-11-17T10:40:18Z,2015,11,17,10:40:18,0,0,0,0,0,0,0,0,0,0,0,1.3334,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6667,0,0
ABFR20151116,ABFR,-35.44746,123.51828,2015-11-17T08:24:56Z,2015,11,17,08:24:56,0,0,0,0,0,0,2,0,0,0,0,4.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6667,0,0
ADAB20151115,ADAB,-35.41195,127.20692,2015-11-16T21:54:19Z,2015,11,16,21:54:19,0,0,0,0,0,0,0.6667,0,0,0,0,13.3334,0,0,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAB20151115,ADAB,-35.44111,128.02189,2015-11-16T19:31:47Z,2015,11,16,19:31:47,0,0,0,0,0,0,1.3333,0,0,0,0.6667,9.3333,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAB20151115,ADAB,-35.48482,134.14355,2015-11-16T01:42:43Z,2015,11,16,01:42:43,0,10.6667,0,0,0,0,0,0,0,0.6667,0.6667,8.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAB20151115,ADAB,-35.47674,134.55158,2015-11-16T00:31:27Z,2015,11,16,00:31:27,0,39.3333,0,0,0,0,0,0,0,0,0,9.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAD20151113,MEAD,-36.34557,138.73721,2015-11-14T07:25:14Z,2015,11,14,07:25:14,0,1.3333,0,0,0,0,0,0,0,4.6667,0,47.3334,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAD20151113,MEAD,-37.4028,139.75195,2015-11-14T02:13:22Z,2015,11,14,02:13:22,0,0,0,0,0,0,0,0,0,0.6667,0.6667,85.3332,0,1.3334,0,0,6,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAD20151113,MEAD,-38.30536,140.95506,2015-11-13T21:01:29Z,2015,11,13,21:01:29,2,0,0,0,0,0,0,0,0,0,0,171.3335,0,0.6667,0,0,5.3333,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0
SYME20151110,SYME,-38.57768,148.45884,2015-11-11T02:21:15Z,2015,11,11,02:21:15,1.3333,0,0,0,0,0,0,0,0,121.3333,0,61.3328,0,0,0,0,131.9999,0,0,0,4,0,0,0,0,0,1.3333,0,0,56,0,0
SYME20151110,SYME,-38.18031,149.14002,2015-11-10T23:54:58Z,2015,11,10,23:54:58,1.1111,0,0,0,0,0,0,0,0,200,0,29.9997,0,2.2222,0,0,57.7778,0,0,0,0,0,0,0,1.1111,0,0,0,0,52.2222,0,0
SYME20151110,SYME,-37.98016,149.47782,2015-11-10T22:41:49Z,2015,11,10,22:41:49,1.3334,0,0,0,0,0,0.6667,0,0.6667,47.3333,0,30.0002,0,0,0,0,2.6667,0,0,0,0,0,0,0,0.6667,0,0,0,0,14,0,0
SYME20151110,SYME,-35.29865,150.88069,2015-11-10T11:43:33Z,2015,11,10,11:43:33,0.6667,0,0,0,0,0,2,0,0.6667,33.3333,0,106.0004,0,1.3333,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,6.6667,0,0
SYME20151110,SYME,-34.97705,150.98964,2015-11-10T10:30:25Z,2015,11,10,10:30:25,0,0,0,0,0,0,4,0,0,53.3333,0,133.3331,0,2.6666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3333,0,0
HOAN20151029,HOAN,-44.7689,143.8939,2015-10-29T16:17:00Z,2015,10,29,16:17:00,0,0.6667,0,0,0,0,2,0,0,0,0,116.6669,0,0,0,0,2.6668,0,0,0,0.6667,0,0,0,0,0,0.6667,0,0,0,0,0
NCME20150928,NCME,-37.18007,150.13495,2015-09-29T01:01:49Z,2015,9,29,01:01:49,0,0,0,0,0.6667,0,0,0.6667,0,0.6667,0,18.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0
NCME20150928,NCME,-36.8494,150.19152,2015-09-28T23:40:55Z,2015,9,28,23:40:55,0,0,0,0,0,0,0,0,0,0,0,18.6668,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLTO20150816,GLTO,-20.34202,149.36442,2015-08-16T23:30:33Z,2015,8,16,23:30:33,0.6667,1.3333,0,0,0.6667,0,8,0,0,0,0,62.0003,0,12.6667,0.6667,0,0,0.6667,0,0,0,1.3333,0,0,3.3333,0,0,0,0,2,0,0
ABFR20150812,ABFR,-33.93515,114.71153,2015-08-12T21:14:46Z,2015,8,12,21:14:46,0.6667,7.3333,0,0,0,0,13.3333,0,0,0,0,34.6672,0,1.3334,0,0.6667,4.6667,0,1.3333,0,1.3334,0,0,0,0,0,0,0,0,2.6667,0,0
ABFR20150812,ABFR,-34.9142,115.55476,2015-08-12T15:30:46Z,2015,8,12,15:30:46,0,2,0,0,0,0,14.6667,0,0,12.6667,0,30.667,0,3.3333,0,0,2.6667,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ABFR20150812,ABFR,-35.38192,116.61067,2015-08-12T11:12:45Z,2015,8,12,11:12:45,0,0,0,0,0,0,13.3333,0,0,0,0,18.667,0,0,0,0,0,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ABFR20150812,ABFR,-35.3631,118.23907,2015-08-12T05:28:45Z,2015,8,12,05:28:45,0,0,0,0,0,0,3.3333,0,0,1.3333,0,8.6668,0,0.6667,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20150812,ABFR,-35.26875,119.04554,2015-08-12T02:36:45Z,2015,8,12,02:36:45,0,0,0,0,0,0,3.3333,0,0,0,0,6.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20150812,ABFR,-35.21957,119.44805,2015-08-12T01:10:45Z,2015,8,12,01:10:45,0.6667,0.6667,0,0,0,0,1.3333,0,0,0,0,6.6668,0,0.6667,0,0.6667,1.3333,0.6667,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
MEAD20150806,MEAD,-37.59748,139.6678,2015-08-06T23:20:58Z,2015,8,6,23:20:58,0,0,0,0,0,0,0,0,0,0,0,12.6667,0,0.6667,0,0,1.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAD20150806,MEAD,-38.63658,141.27439,2015-08-06T18:13:56Z,2015,8,6,18:13:56,0.6667,0,0,0,0,0,0,0,0,0,0,18.0001,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAD20150806,MEAD,-38.74076,144.02541,2015-08-06T11:04:05Z,2015,8,6,11:04:05,0,0,0,0,0,0,0.6667,0,0,0,0,16.0001,0,0.6667,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20150721,SYME,-39.00363,145.89455,2015-07-22T17:17:47Z,2015,7,22,17:17:47,0,0,0,0,0,0,8.6667,0,0,0,0,20.0001,0,2.6666,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYME20150721,SYME,-39.00387,147.07974,2015-07-22T12:08:31Z,2015,7,22,12:08:31,0,24.6667,0,0,0,0,6,0,0,1.3334,0,16.6668,0,1.3334,0,0.6667,2.0001,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0
SYME20150721,SYME,-38.10548,149.33567,2015-07-22T01:49:58Z,2015,7,22,01:49:58,0,48.6667,0,0,0,0,12.6667,0,0,1.3333,0,60.667,0,0.6667,0,0.6667,1.3333,1.3333,0,0,0.6667,0,0,0,0,0,0.6667,0,0,1.3333,0,0
SYME20150721,SYME,-36.74244,150.41595,2015-07-21T17:14:31Z,2015,7,21,17:14:31,0,18,0,0,0,0,14,0,0,0,0,105.3337,0,6.6667,0,0,0,0,0,0,0.6667,0,0,0.6667,0,0,0,0,0,2,0,0
SYME20150721,SYME,-34.58655,151.49399,2015-07-21T05:12:53Z,2015,7,21,05:12:53,0,18.6667,0,0,0,0,2,0,0,0.6667,0,46.0003,0,1.3333,0,0,0,0,0,0,0,0,0,14.6667,0,0,0,0,0,8,0,0
BRSY20150719,BRSY,-33.25349,152.42108,2015-07-20T21:31:26Z,2015,7,20,21:31:26,0,224,0,0,0,0,26.6666,5.3333,5.3333,0,10.6666,442.6659,0,5.3333,0,0,10.6666,0,0,0,10.6666,0,0,32,0,0,0,0,0,26.6667,0,0
BRSY20150719,BRSY,-32.3643,152.95726,2015-07-20T16:31:40Z,2015,7,20,16:31:40,0,18,0,0,0,0,8.6667,0,0,1.3333,0,116.0001,0,0,0,0,0.6667,0,0,0,2,0,0,0,0,0,0,0,0,26.6667,0,0
BRSY20150719,BRSY,-31.72554,153.18737,2015-07-20T13:11:49Z,2015,7,20,13:11:49,0,20,0,0,0,0,4.6667,0,0,0,0,40.0002,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0
BRSY20150719,BRSY,-31.08638,153.41433,2015-07-20T09:51:58Z,2015,7,20,09:51:58,0,18,0,0,0,0,2,0,0,0,0,30.6669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BRSY20150719,BRSY,-30.76665,153.52667,2015-07-20T08:12:02Z,2015,7,20,08:12:02,0,27.3333,0,0,0,0,4,0,0,0,0,22.6669,0,5.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3333,0,0
SYHO20150623,SYHO,-42.29745,148.53721,2015-06-24T06:54:18Z,2015,6,24,06:54:18,0,26,0,0,0,0,2,1.3333,0,0.6667,0,42.0003,0,0,0.6667,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0
SYHO20150623,SYHO,-39.09144,149.67465,2015-06-23T08:44:36Z,2015,6,23,08:44:36,0,132.6667,0,0,2,0,27.3333,1.3333,0,36.6667,0,178.0007,0,1.3334,0,0.6667,3.3334,0,6.6667,0,14,0,0,0,0,0,0,0,0,6.6667,0,0
HOSY20150511,HOSY,-34.19142,151.2847,2015-05-12T23:11:03Z,2015,5,12,23:11:03,0,0.6667,0,0,0,0,11.3333,0,0,2.6667,0.6667,93.3339,0,4,0.6667,0,0,0,9.3333,0,3.3333,0,0,0,2,0,0,0,0,1.3333,0,0
HOSY20150511,HOSY,-36.42373,150.64388,2015-05-12T06:48:46Z,2015,5,12,06:48:46,0,70,0,0,0,0,23.3333,0,0,0,0,143.3332,0,13.3333,0,0,0,0,3.3333,0,3.3333,0,0,0,0,0,0,0,0,0,0,0
HOSY20150511,HOSY,-37.99584,149.98925,2015-05-11T19:07:09Z,2015,5,11,19:07:09,0,0.6667,0,0,0,0,7.3333,0,0,0,0,31.3337,0,2.6667,0,0,1.3334,0,2,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
GLTO20150414,GLTO,-19.60986,148.21957,2015-04-15T22:18:48Z,2015,4,15,22:18:48,0,0,0,0,0,0,2.6667,0,0,0,0,322.6664,0,9.3333,0,1.3333,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
GLTO20150414,GLTO,-20.60953,149.59989,2015-04-15T13:10:41Z,2015,4,15,13:10:41,0,0,0,0,0,0,1.3333,0,0,0,0,136.6668,0,1.3333,0,0,0,0,0,0,2.6667,0,0,0,0,0,0,0,0,0,0,0
GLTO20150414,GLTO,-21.63054,150.52182,2015-04-15T05:52:12Z,2015,4,15,05:52:12,0,16,0,0,0,0,12.6667,4.6666,2,0,0,92.6669,0,6.6667,0.6667,0,0,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
BRSY20150401,BRSY,-33.476,151.71502,2015-04-03T01:32:09Z,2015,4,3,01:32:09,0,177.3333,0,0,0,0,5.3333,0,0,1.3333,0,110.6664,0,0,0,0,0,0,1.3333,0,3.9999,0,0,0,0,0,0,0,0,1.3333,0,0
BRSY20150401,BRSY,-31.81071,152.92664,2015-04-02T16:21:55Z,2015,4,2,16:21:55,8,45.3333,0,0,0,0,34.6667,0,0,16,0,240.0006,0,0,0,0,0,0,0,0,10.6667,0,0,0,0,0,0,0,0,2.6667,0,0
BRSY20150401,BRSY,-30.84439,153.2352,2015-04-02T11:46:48Z,2015,4,2,11:46:48,0.6667,20,0,0,0,0,5.3333,0,0,0.6667,0,132.6668,0,1.3333,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0.6667,0,0
BRSY20150401,BRSY,-29.53666,153.55321,2015-04-02T05:39:59Z,2015,4,2,05:39:59,0,48.6667,0,0,0,0,16,0,0.6667,4.6666,0,42.0005,0,0,0.6667,0.6667,0,0,2,0,2,0,0.6667,0,0,0,0,0,0,2,0,0
BRSY20150401,BRSY,-28.88252,153.70912,2015-04-02T02:36:34Z,2015,4,2,02:36:34,0,22,0,0,0,0,8,0,0,0,0,4.6667,0,0,0.6667,0,0,0,3.3333,0,0,0,0,0,0,0,0,0,0,0,0,0
SOHO20150328,SOHO,-46.53221,143.60497,2015-03-28T15:54:36Z,2015,3,28,15:54:36,2,0,0,0,0,0,0.6667,0,0,0,0,45.3335,0,0,0,0,0.6667,0,4,0,0,0,0,0,1.3333,0,0.6667,0,0,45.3334,0,0
SYME20150301,SYME,-36.26861,150.28884,2015-03-01T22:03:04Z,2015,3,1,22:03:04,0,29.3333,0,0,0,0,5.3333,0,2.6667,40,0,546.6671,0,2.6667,0,0,2.6667,0,0,0,5.3333,0,0,0,0,0,0,0,0,5.3333,0,0
MEAD20150206,MEAD,-37.15637,139.34984,2015-02-06T23:21:17Z,2015,2,6,23:21:17,0,0,0,0,0,0,0,0,0,0,0,12.6668,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAD20150206,MEAD,-37.71245,139.81294,2015-02-06T21:10:07Z,2015,2,6,21:10:07,0,6,0,0,0,0,1.3333,0,0,92,0,32.6668,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRGL20150130,BRGL,-24.03581,152.62576,2015-01-31T08:46:50Z,2015,1,31,08:46:50,0.6667,2,0,0,0,0,7.3333,0,0,2.6667,0,20.667,0,0,0,0,0,0.6667,0,0,0.6667,0,0,0,0,0,0,0,0,1.3333,0,0
BRGL20150130,BRGL,-24.54208,153.48601,2015-01-31T03:30:01Z,2015,1,31,03:30:01,0,4,0,0,0,0,4.6667,0,0,0,0,20.0003,0,4.6666,0,0,0,0,1.3333,0,0.6667,1.3333,0,0,0,0,0,0,0,0,0,0
BRGL20150130,BRGL,-24.87528,153.45546,2015-01-31T01:44:25Z,2015,1,31,01:44:25,1.3333,2,0,0,0,0,2,0,0,0,0,10.6669,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20150128,HOAN,-47.0544,137.522,2015-01-30T01:57:00Z,2015,1,30,01:57:00,0,0,0,0,0,0,0,0,0,0,0,9.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20150128,HOAN,-46.0067,140.5501,2015-01-29T15:49:00Z,2015,1,29,15:49:00,0.6667,0,0,0,0,0,0,0,0,0,0,18.0003,0,0,0,0,2.6667,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,33.3333,0,0
HOAN20150128,HOAN,-45.8546,140.9777,2015-01-29T14:21:00Z,2015,1,29,14:21:00,0.6667,0,0,0,0,0,0,0,0,0,0,37.3334,0,0.6667,0,0,0,0,1.3333,0,0.6667,0,0,0,0,0,0,0,0,19.3333,0,0
HOAN20141205,HOAN,-48.0014,140.8729,2014-12-06T20:46:00Z,2014,12,6,20:46:00,0.6667,0,0,0,0,0,0,0,0,0,0,17.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20141205,HOAN,-45.8869,143.9915,2014-12-06T06:38:00Z,2014,12,6,06:38:00,0,4.6667,0,0,0,0,0.6667,0,0,0,0,41.3334,0,0,0,0,0,0,0,0,0.6667,0,0,0,0.6667,0,0,0,0,0,0,0
ABFR20141203,ABFR,-35.36532,123.57759,2014-12-04T03:08:11Z,2014,12,4,03:08:11,0,0,0,0,0,0,0.6667,0,0,0.6667,0,15.3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,ABFR,-35.3906,125.20785,2014-12-03T19:31:55Z,2014,12,3,19:31:55,0,0,0,0,0,0,0.6667,2.6667,0,3.3333,0,4.6666,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,ABFR,-35.39397,126.83868,2014-12-03T11:55:40Z,2014,12,3,11:55:40,0,0,0,0,0,0,2,0,0,0,0,6.6669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAB20141202,ADAB,-35.40321,130.72551,2014-12-03T10:42:15Z,2014,12,3,10:42:15,0,2,0,0,0,0,0.6667,0,0,0,0,8.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,ABFR,-35.39139,127.24638,2014-12-03T10:01:36Z,2014,12,3,10:01:36,0,0,0,0,0,0,12.6667,0,0,0,0,4.6666,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAB20141202,ADAB,-35.41499,131.13304,2014-12-03T09:30:39Z,2014,12,3,09:30:39,0,6.6667,0,0,0,0,8,0,0,1.3334,0,7.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAB20141202,ADAB,-35.44209,132.35626,2014-12-03T05:55:52Z,2014,12,3,05:55:52,0,0,0,0,0,0,0,0,0,0,0,4.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20141203,ABFR,-35.37542,128.46921,2014-12-03T04:19:24Z,2014,12,3,04:19:24,0,0.6667,0,0,0,0,19.3333,0,0,0.6667,0,13.3335,0,0.6667,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
ADAB20141202,ADAB,-35.45684,133.58011,2014-12-03T02:21:05Z,2014,12,3,02:21:05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAB20141202,ADAB,-35.45398,135.62026,2014-12-02T20:23:07Z,2014,12,2,20:23:07,0,23.3333,0,0,0,0,4,0,0,0,0,4.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
MEAD20141130,MEAD,-36.33149,138.67465,2014-12-01T11:31:15Z,2014,12,1,11:31:15,0,12.6667,0,0,0,0,0,0,0,5.3333,0,17.3334,0,0.6667,0,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEAD20141130,MEAD,-37.71918,139.83087,2014-12-01T05:55:07Z,2014,12,1,05:55:07,0,0,0,0,0,0,0,0,0,0,0,50.0001,0,2.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6667,0,0
MEAD20141130,MEAD,-38.59497,141.58486,2014-12-01T00:18:59Z,2014,12,1,00:18:59,0,6.6667,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3333,0,0
SYME20141126,SYME,-38.53255,148.58062,2014-11-27T23:14:07Z,2014,11,27,23:14:07,0,12.6667,0,0,0,0,4.6667,0.6667,0,0,0,13.3336,0,1.3334,0.6667,0,0,0,0,0.6667,0.6667,0,0,0,0,0,0.6667,0,0,0.6667,0,0
SYME20141126,SYME,-34.86668,151.02374,2014-11-26T23:30:41Z,2014,11,26,23:30:41,0,2.6667,0,0,0,0,0,0,0,0,0,11.3333,0,0,0,0,0,0,0,0,0.6667,0,0,0,0,0,0,0,0,0,0,0
SYBR20141102,SYBR,-32.44654,152.70695,2014-11-02T21:46:01Z,2014,11,2,21:46:01,0,17.3333,0,0,0,0,0,0,0,2,0,2.6668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6667,0,0
HOAN20141022,HOAN,-47.446,136.6573,2014-10-24T15:01:00Z,2014,10,24,15:01:00,0,0,0,0,0,0,1.9589,0,0,0,0,502.7752,0,0,0,0,1.3059,0,0,0,0,0,0,0,3.2648,0,0,0,0,0,0,0
HOAN20141022,HOAN,-47.3774,136.7858,2014-10-24T14:14:00Z,2014,10,24,14:14:00,0,1.3059,0,0,0,0,0,0,0,0,0,159.974,0,0,0,0,1.3059,0,9.7944,0,0,0,0,0,0.653,0,0,0,0,0,0,0
HOAN20141022,HOAN,-47.1189,137.2697,2014-10-24T11:17:00Z,2014,10,24,11:17:00,0.653,0,0,0,0,0,1.9589,0,0,0,0,17.6298,0,0,0,0,1.3059,0,22.8534,0,0,0,0,0,1.3059,0,0.653,0,0,0,0,0
HOAN20141022,HOAN,-46.8618,137.7508,2014-10-24T08:21:00Z,2014,10,24,08:21:00,0,0.653,0,0,0,0,2.6118,0,0,0,0,41.1362,0,0,0,0,0.653,0,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20141022,HOAN,-46.7596,137.9422,2014-10-24T07:11:00Z,2014,10,24,07:11:00,0,0.653,0,0,0,0.653,1.9589,0,0,0,0,60.0718,0,0,0,0,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20141022,HOAN,-46.3986,138.6094,2014-10-24T03:32:00Z,2014,10,24,03:32:00,0,0,0,0,0,0,1.3059,0,0,0,0,8.4884,0,0,0,0,3.2648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20141022,HOAN,-46.2945,138.796,2014-10-24T02:36:00Z,2014,10,24,02:36:00,0,0,0,0,0,0,0,0,0,0,0,9.7944,0,0,0,0,1.9589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20141022,HOAN,-45.9827,139.6408,2014-10-23T22:55:00Z,2014,10,23,22:55:00,0.653,0,0,0,0,0,1.3059,0,0,0,0,7.8355,0,0,0,0,0.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20141022,HOAN,-45.6793,140.6261,2014-10-23T18:46:00Z,2014,10,23,18:46:00,0.653,0.653,0,0,0,0,1.3059,0,0,0,0,54.1953,0,0,0,0,3.2648,0,0,0,0,0,0,0,0.653,0,0,0,0,0,0,0
HOAN20141022,HOAN,-45.5837,140.9556,2014-10-23T17:21:00Z,2014,10,23,17:21:00,0,0,0,0,0,0,0,0,0,0,0,62.6839,0,0,0,0,2.6119,0,0,0,0,0,0,0,0,0,0,0,0,33.9536,0,0
HOAN20141022,HOAN,-45.344,141.7119,2014-10-23T14:03:00Z,2014,10,23,14:03:00,0,0,0,0,0,0,1.9589,0,0.653,0,0,99.2493,0,0,0,0,1.959,0,0,0,0.653,0,0,0,0,0,0.653,0,0,30.6889,0,0
HOAN20141022,HOAN,-44.8144,143.4465,2014-10-23T06:25:00Z,2014,10,23,06:25:00,0,0.653,0,0,0,0,1.3059,0,0,0,0,50.9305,0,0.653,0,0,1.3059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20141022,HOAN,-44.7094,143.7653,2014-10-23T05:01:00Z,2014,10,23,05:01:00,0,0.653,0,0,0,0,0.653,0,0,0,0,10.4473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HOAN20141022,HOAN,-44.3059,145.0471,2014-10-22T22:42:00Z,2014,10,22,22:42:00,0,0,0,0,0,0,0.653,0,0,0,0,23.5064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,ABFR,-35.25546,118.61951,2014-09-24T03:57:26Z,2014,9,24,03:57:26,0,51.3334,0,0,0,0,4.6667,0.6667,0,0.6667,0.6667,22.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0,2.6667,0,0
ABFR20140923,ABFR,-35.27369,119.8405,2014-09-24T00:14:51Z,2014,9,24,00:14:51,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,0,0
ABFR20140923,ABFR,-35.27866,120.24758,2014-09-23T23:00:39Z,2014,9,23,23:00:39,0,4.6667,0,0,0,0,4,0,0,0,0,12.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,ABFR,-35.28886,122.28336,2014-09-23T16:49:40Z,2014,9,23,16:49:40,0,8,0,0,0,0,0.6667,0,0,0,0,38.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,ABFR,-35.29089,122.69051,2014-09-23T15:35:28Z,2014,9,23,15:35:28,0,2,0,0,0,0,0.6667,0,0,0,0,33.3334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,ABFR,-35.29786,123.09763,2014-09-23T14:21:16Z,2014,9,23,14:21:16,0,8,0,0,0,0,1.3333,0,0,0,0,41.3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,ABFR,-35.31177,124.3193,2014-09-23T10:38:40Z,2014,9,23,10:38:40,0,4.6667,0,0,0,0,0,0,0,0,0,15.3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABFR20140923,ABFR,-35.32293,125.13384,2014-09-23T08:10:16Z,2014,9,23,08:10:16,0,15.3333,0,0,0,0,0,0,0,0,0,46.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
