LATITUDE,LONGITUDE,SAMPLE_TIME_UTC,TAXON,ABUNDANCE_M3
-17.8,146.3,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,13.85
-19.5,148,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,6.35
-17.3,146.3,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,18.4
-20.8,150.6,1988-01-01T00:00:00Z,Corycaeus speciosus,0.3
-18.7,147.8,1988-01-01T00:00:00Z,Corycaeus speciosus,24.1
-21.3,151.2,1988-01-01T00:00:00Z,Subeucalanus subcrassus,0.5
-16.6,145.8,1988-01-01T00:00:00Z,Euterpina acutifrons,6.2
-21.9,151.9,1988-01-01T00:00:00Z,Euterpina acutifrons,1
-21.3,152,1988-01-01T00:00:00Z,Euterpina acutifrons,0.4
-19,147.4,1988-01-01T00:00:00Z,Euterpina acutifrons,0.7
-19.1,147.1,1988-01-01T00:00:00Z,Euterpina acutifrons,0.7
-18.9,147.7,1988-01-01T00:00:00Z,Farranula concinna,1.4
-15.4,145.3,1988-01-01T00:00:00Z,Farranula concinna,2
-18.5,147.1,1988-01-01T00:00:00Z,Farranula concinna,1
-21.1,151.9,1988-01-01T00:00:00Z,Farranula gibbula,4.55
-18.7,147.4,1988-01-01T00:00:00Z,Macrosetella gracilis,4.4
-17.8,146.3,1988-01-01T00:00:00Z,Macrosetella gracilis,14.125
-16.6,145.8,1988-01-01T00:00:00Z,Macrosetella gracilis,11.35
-19.7,148.4,1988-01-01T00:00:00Z,Microsetella rosea,130.4
-20.7,151.7,1988-01-01T00:00:00Z,Dioithona rigida,3.1
-16.5,146,1988-01-01T00:00:00Z,Dioithona rigida,0.2
-18.8,147.5,1988-01-01T00:00:00Z,Dioithona rigida,2.267
-19.1,147.7,1988-01-01T00:00:00Z,Dioithona rigida,1.3
-21.9,151.8,1988-01-01T00:00:00Z,Oncaea media complex,0.8
-19,147.7,1988-01-01T00:00:00Z,Saphirella tropica,0.3
-17.7,146.5,1988-01-01T00:00:00Z,Saphirella tropica,1.9
-19.8,149.3,1988-01-01T00:00:00Z,Undinula vulgaris,2.1
-14.7,145.4,1988-01-01T00:00:00Z,Undinula vulgaris,6.6
-18,146.6,1988-01-01T00:00:00Z,Undinula vulgaris,3.867
-18.2,147.2,1988-01-01T00:00:00Z,Acartia (Odontacartia) australis,25.267
-18.2,146.9,1988-01-01T00:00:00Z,Acartia (Odontacartia) australis,0.5
-18.1,146.4,1988-01-01T00:00:00Z,Acartia (Odontacartia) australis,0.1
-15.2,145.7,1988-01-01T00:00:00Z,Acartia (Odontacartia) australis,0.5
-21.1,151.1,1988-01-01T00:00:00Z,Acrocalanus gibber,0.9
-22,152.4,1988-01-01T00:00:00Z,Acrocalanus gibber,2.15
-21.4,152,1988-01-01T00:00:00Z,Acrocalanus gibber,1.5
-19.3,148,1988-01-01T00:00:00Z,Acrocalanus gracilis,72.3
-19,147.3,1988-01-01T00:00:00Z,Acrocalanus gracilis,1.5
-21.9,151.8,1988-01-01T00:00:00Z,Acrocalanus gracilis,6.6
-21,151.8,1988-01-01T00:00:00Z,Acrocalanus gracilis,6
-21.5,151.5,1988-01-01T00:00:00Z,Calanopia elliptica,6.75
-21.3,151.5,1988-01-01T00:00:00Z,Calanopia elliptica,2.7
-21.3,151.4,1988-01-01T00:00:00Z,Calanopia elliptica,2.7
-20.7,150.6,1988-01-01T00:00:00Z,Calanopia elliptica,4.25
-21,151.9,1988-01-01T00:00:00Z,Centropages furcatus,0.75
-19.3,147.3,1988-01-01T00:00:00Z,Centropages furcatus,2.6
-19.2,147.4,1988-01-01T00:00:00Z,Centropages furcatus,1
-19.7,148.4,1988-01-01T00:00:00Z,Centropages orsinii,8
-21.8,152.2,1988-01-01T00:00:00Z,Centropages orsinii,1.4
-20.9,150.8,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,0.55
-19.6,149.8,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,0.4
-14.6,145.1,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,0.1
-15.2,145.7,1988-01-01T00:00:00Z,Subeucalanus mucronatus,0.2
-20.6,150.5,1988-01-01T00:00:00Z,Subeucalanus subcrassus,3.067
-19.1,147.2,1988-01-01T00:00:00Z,Euterpina acutifrons,6.1
-15.4,145.5,1988-01-01T00:00:00Z,Labidocera acuta,1.6
-19.3,147.9,1988-01-01T00:00:00Z,Macrosetella gracilis,2.4
-16.7,145.9,1988-01-01T00:00:00Z,Macrosetella gracilis,6.2
-21.7,152.1,1988-01-01T00:00:00Z,Microsetella rosea,9
-21.8,152,1988-01-01T00:00:00Z,Microsetella rosea,21.45
-18.3,147.3,1988-01-01T00:00:00Z,Microsetella rosea,14.85
-19.2,147.8,1988-01-01T00:00:00Z,Oithona plumifera,1.15
-19.1,147.2,1988-01-01T00:00:00Z,Oithona plumifera,2
-21.1,151.1,1988-01-01T00:00:00Z,Oithona plumifera,0.6
-21,151.8,1988-01-01T00:00:00Z,Oithona plumifera,8.3
-21.3,151.4,1988-01-01T00:00:00Z,Dioithona rigida,0.9
-14.6,145.6,1988-01-01T00:00:00Z,Dioithona rigida,1
-21.1,151.5,1988-01-01T00:00:00Z,Triconia conifera complex,0.4
-21.2,151.5,1988-01-01T00:00:00Z,Temora stylifera,0.7
-15.4,145.6,1988-01-01T00:00:00Z,Undinula vulgaris,0.5
-18.2,146.6,1988-01-01T00:00:00Z,Acartia (Odontacartia) australis,0.5
-20.9,151,1988-01-01T00:00:00Z,Acartia (Odontacartia) australis,53.3
-17,146,1988-01-01T00:00:00Z,Acartia (Odontacartia) pacifica,5.2
-15.4,145.4,1988-01-01T00:00:00Z,Acartia (Odontacartia) pacifica,2.2
-16.4,145.7,1988-01-01T00:00:00Z,Canthocalanus pauper,20.6
-16.2,145.6,1988-01-01T00:00:00Z,Canthocalanus pauper,15.5
-18.7,147.7,1988-01-01T00:00:00Z,Centropages orsinii,10.4
-19.7,149.9,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,4.1
-19.8,148.5,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,8.5
-20,148.8,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,7.1
-19.8,149.3,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,2.1
-18.6,147.4,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,3.8
-19.1,147,1988-01-01T00:00:00Z,Corycaeus speciosus,0.7
-21.9,152.3,1988-01-01T00:00:00Z,Corycaeus speciosus,0.3
-17.7,146.2,1988-01-01T00:00:00Z,Euterpina acutifrons,46.55
-18.5,147.1,1988-01-01T00:00:00Z,Euterpina acutifrons,4.6
-14.7,145.4,1988-01-01T00:00:00Z,Euterpina acutifrons,2.2
-18,146.6,1988-01-01T00:00:00Z,Euterpina acutifrons,3.15
-21.9,152.3,1988-01-01T00:00:00Z,Farranula concinna,0.5
-21.7,151.8,1988-01-01T00:00:00Z,Farranula gibbula,1.45
-21.9,151.3,1988-01-01T00:00:00Z,Labidocera laevidentata,0.5
-17.6,146.4,1988-01-01T00:00:00Z,Macrosetella gracilis,7.225
-20.9,150.8,1988-01-01T00:00:00Z,Macrosetella gracilis,2.2
-21,151.2,1988-01-01T00:00:00Z,Macrosetella gracilis,4.6
-19.8,150,1988-01-01T00:00:00Z,Microsetella rosea,12.5
-15.4,145.6,1988-01-01T00:00:00Z,Oithona plumifera,1.4
-18.9,146.7,1988-01-01T00:00:00Z,Oithona plumifera,0.9
-17.8,146.3,1988-01-01T00:00:00Z,Dioithona rigida,15.075
-21,151.8,1988-01-01T00:00:00Z,Dioithona rigida,2.8
-19,146.8,1988-01-01T00:00:00Z,Dioithona rigida,1.8
-18.1,146.4,1988-01-01T00:00:00Z,Dioithona rigida,0.2
-21.7,152.2,1988-01-01T00:00:00Z,Dioithona rigida,0.7
-19,147.7,1988-01-01T00:00:00Z,Dioithona rigida,0.933
-18.1,146.3,1988-01-01T00:00:00Z,Oncaea media complex,2.7
-18,146.4,1988-01-01T00:00:00Z,Oncaea media complex,2.8
-21.1,150.9,1988-01-01T00:00:00Z,Oncaea media complex,0.6
-17.9,146.3,1988-01-01T00:00:00Z,Undinula vulgaris,16.2
-19.2,147.8,1988-01-01T00:00:00Z,Undinula vulgaris,6.833
-19.6,149.8,1988-01-01T00:00:00Z,Acartia (Odontacartia) australis,1.9
-14.8,145.7,1988-01-01T00:00:00Z,Acartia (Odontacartia) australis,3.25
-16.6,145.8,1988-01-01T00:00:00Z,Acartia (Odontacartia) australis,4.1
-18.2,147.2,1988-01-01T00:00:00Z,Acrocalanus gibber,1.9
-17.3,146.5,1988-01-01T00:00:00Z,Acrocalanus gracilis,1.9
-18.3,147.1,1988-01-01T00:00:00Z,Acrocalanus gracilis,10.5
-19,146.8,1988-01-01T00:00:00Z,Acrocalanus gracilis,1.55
-21.5,151.4,1988-01-01T00:00:00Z,Acrocalanus gracilis,1.8
-21.4,151.4,1988-01-01T00:00:00Z,Acrocalanus gracilis,2.7
-18.5,146.8,1988-01-01T00:00:00Z,Calanopia elliptica,11.6
-19.1,147,1988-01-01T00:00:00Z,Calanopia elliptica,10.5
-19.7,149.9,1988-01-01T00:00:00Z,Centropages orsinii,1.1
-19,147.7,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,5
-21.4,152,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,7
-18.1,147.3,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,6.1
-21.1,151.1,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,2.6
-21.3,151.4,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,3.5
-19.4,148,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,1.9
-18.1,146.5,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,6.2
-21,151.8,1988-01-01T00:00:00Z,Subeucalanus subcrassus,0.5
-19.7,149.9,1988-01-01T00:00:00Z,Euterpina acutifrons,1.4
-21.1,151,1988-01-01T00:00:00Z,Euterpina acutifrons,1.8
-19.6,149.4,1988-01-01T00:00:00Z,Euterpina acutifrons,1.1
-19.6,149.3,1988-01-01T00:00:00Z,Farranula concinna,1.1
-18.8,147.5,1988-01-01T00:00:00Z,Farranula gibbula,1.967
-16.8,145.9,1988-01-01T00:00:00Z,Macrosetella gracilis,6.2
-16.9,146,1988-01-01T00:00:00Z,Macrosetella gracilis,14.4
-21.6,152.1,1988-01-01T00:00:00Z,Macrosetella gracilis,1.3
-16.7,145.8,1988-01-01T00:00:00Z,Microsetella rosea,28.9
-21.7,151.4,1988-01-01T00:00:00Z,Microsetella rosea,5.4
-21.7,151.9,1988-01-01T00:00:00Z,Microsetella rosea,8.8
-18.6,147.1,1988-01-01T00:00:00Z,Dioithona rigida,1.4
-21.7,151.3,1988-01-01T00:00:00Z,Dioithona rigida,2.7
-21.8,152.1,1988-01-01T00:00:00Z,Dioithona rigida,3.1
-19.7,149.8,1988-01-01T00:00:00Z,Dioithona rigida,1.8
-18.4,147,1988-01-01T00:00:00Z,Oncaea media complex,0.5
-18.9,146.7,1988-01-01T00:00:00Z,Oncaea media complex,6.4
-21.2,151.5,1988-01-01T00:00:00Z,Oncaea media complex,1.3
-21.9,151.9,1988-01-01T00:00:00Z,Oncaea venusta complex,0.6
-17.6,146.5,1988-01-01T00:00:00Z,Saphirella tropica,0.8
-17.6,146.4,1988-01-01T00:00:00Z,Temora turbinata,2.3
-21.9,151.4,1988-01-01T00:00:00Z,Undinula vulgaris,1.9
-19.9,148.5,1988-01-01T00:00:00Z,Undinula vulgaris,18
-19.2,147.1,1988-01-01T00:00:00Z,Acartia (Odontacartia) pacifica,5.6
-17.3,146.4,1988-01-01T00:00:00Z,Acrocalanus gibber,2.8
-18.9,147.5,1988-01-01T00:00:00Z,Acrocalanus gibber,3.9
-17.2,146.3,1988-01-01T00:00:00Z,Acrocalanus gracilis,6.4
-14.6,145.3,1988-01-01T00:00:00Z,Acrocalanus gracilis,0.1
-21.3,151.3,1988-01-01T00:00:00Z,Acrocalanus gracilis,2.8
-18.3,147.3,1988-01-01T00:00:00Z,Acrocalanus gracilis,6.45
-14.7,145.4,1988-01-01T00:00:00Z,Calanopia elliptica,0.7
-20.6,150.5,1988-01-01T00:00:00Z,Calanopia elliptica,4.8
-21,151.9,1988-01-01T00:00:00Z,Centropages elongatus,1.1
-17.3,146.4,1988-01-01T00:00:00Z,Centropages orsinii,68.167
-18.8,147.6,1988-01-01T00:00:00Z,Centropages orsinii,6.225
-17,146.4,1988-01-01T00:00:00Z,Centropages orsinii,10.4
-19,147.8,1988-01-01T00:00:00Z,Clytemnestra scutellata,3.6
-18.2,146.9,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,0.7
-21.7,151.9,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,8.4
-21.1,150.9,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,2.5
-16.5,145.7,1988-01-01T00:00:00Z,Ditrichocorycaeus lubbocki,8.3
-21,150.9,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,0.3
-21.9,151.5,1988-01-01T00:00:00Z,Onychocorycaeus pacificus,2.9
-18.9,146.7,1988-01-01T00:00:00Z,Corycaeus speciosus,0.9
-18.7,147.7,1988-01-01T00:00:00Z,Corycaeus speciosus,1
-19.6,149.6,1988-01-01T00:00:00Z,Corycaeus speciosus,1
-21.9,151.4,1988-01-01T00:00:00Z,Euterpina acutifrons,0.9
-18.7,147.8,1988-01-01T00:00:00Z,Farranula concinna,30.9
-18.2,147.2,1988-01-01T00:00:00Z,Labidocera acuta,0.8
-19.7,148.3,1988-01-01T00:00:00Z,Macrosetella gracilis,11.8
-21.9,151.5,1988-01-01T00:00:00Z,Macrosetella gracilis,3.9
-14.1,144.4,1988-01-01T00:00:00Z,Microsetella rosea,2.6
-19.8,148.5,1988-01-01T00:00:00Z,Microsetella rosea,51.7
-18.9,147.6,1988-01-01T00:00:00Z,Microsetella rosea,2.5
-21.6,151.6,1988-01-01T00:00:00Z,Oithona plumifera,1.6
-21.1,151.5,1988-01-01T00:00:00Z,Oithona plumifera,2.9
-19.7,148.4,1988-01-01T00:00:00Z,Dioithona rigida,6
-21.8,151.9,1988-01-01T00:00:00Z,Dioithona rigida,5.45
-14.6,145.3,1988-01-01T00:00:00Z,Dioithona rigida,0.1
-17.3,146.5,1988-01-01T00:00:00Z,Oncaea media complex,1
-18.7,147.4,1988-01-01T00:00:00Z,Oncaea media complex,0.5
-17.9,146.8,1988-01-01T00:00:00Z,Oncaea venusta complex,0.3
-20.9,151.8,1988-01-01T00:00:00Z,Undinula vulgaris,1.9
-19,146.8,1988-01-01T00:00:00Z,Undinula vulgaris,14.3
-18.4,147.2,1988-01-01T00:00:00Z,Undinula vulgaris,0.8
-19.7,149.6,1988-01-01T00:00:00Z,Undinula vulgaris,0.7
-14.2,144.6,1988-01-01T00:00:00Z,Undinula vulgaris,3.9
-19.4,148,1988-01-01T00:00:00Z,Undinula vulgaris,0.5
-18.7,147.7,1988-01-01T00:00:00Z,Undinula vulgaris,0.5
-43.25417,148.1731,1972-10-01T00:00:00Z,Calanoides carinatus,48.611
-42.27944,148.4686,1971-08-01T00:00:00Z,Calanus australis,35.065
-42.26028,148.6308,1971-12-01T00:00:00Z,Calocalanus tenuis,0.926
-42.85611,148.035,1972-08-01T00:00:00Z,Candacia bipinnata,1.948
-43.25222,148.4906,1972-11-01T00:00:00Z,Pareucalanus attenuatus,3.704
-42.48,148.4647,1971-08-01T00:00:00Z,Eucalanus elongatus,0.649
-42.26306,148.4839,1971-12-01T00:00:00Z,Eucalanus elongatus,8.442
-43.25361,148.4883,1972-10-01T00:00:00Z,Euchirella rostrata,178.241
-42.27111,148.4767,1971-11-01T00:00:00Z,Euchirella rostromagna,1.299
-42.66,148.2692,1971-11-01T00:00:00Z,Mecynocera clausi,98.052
-42.55,148.2739,1972-04-01T00:00:00Z,Pterosagitta draco,1.299
-43.25278,148.0094,1971-12-01T00:00:00Z,Pseudosagitta lyra,0.649
-43.25417,148.1731,1972-10-01T00:00:00Z,Thysanoessa gregaria,0.463
-42.55639,148.1192,1971-11-01T00:00:00Z,Calocalanus tenuis,25.325
-42.56472,148.1028,1972-04-01T00:00:00Z,Calocalanus tenuis,1.852
-42.27139,148.4725,1972-08-01T00:00:00Z,Centropages australiensis,3.896
-43.25278,148.0094,1971-12-01T00:00:00Z,Centropages australiensis,46.753
-43.25472,148.0242,1972-11-01T00:00:00Z,Clausocalanus ingens,154.545
-42.68111,148.3989,1971-12-01T00:00:00Z,Eucalanus elongatus,46.759
-43.26333,148.1878,1972-11-01T00:00:00Z,Euchirella rostrata,0.463
-42.675,148.4175,1973-05-01T00:00:00Z,Neocalanus robustior,7.87
-42.27944,148.3617,1972-06-01T00:00:00Z,Nyctiphanes australis,6.494
-43.24417,148.5133,1972-06-01T00:00:00Z,Pyrosoma atlanticum,0.926
-42.68111,148.3989,1971-12-01T00:00:00Z,Mesosagitta minima,4.167
-42.26306,148.7872,1971-12-01T00:00:00Z,Calanoides carinatus,14.352
-42.68306,148.1086,1972-10-01T00:00:00Z,Calanus australis,718.182
-42.27389,148.6244,1972-10-01T00:00:00Z,Nannocalanus minor,20.833
-42.67361,148.245,1971-12-01T00:00:00Z,Calocalanus tenuis,10.39
-42.2875,148.3417,1972-10-01T00:00:00Z,Centropages bradyi,16.883
-42.27944,148.4686,1971-08-01T00:00:00Z,Ctenocalanus vanus,1.948
-42.66,148.2692,1971-11-01T00:00:00Z,Ctenocalanus vanus,25.974
-43.25361,148.4883,1972-10-01T00:00:00Z,Eucalanus elongatus,1.852
-42.67361,148.245,1971-12-01T00:00:00Z,Euchirella rostrata,0.649
-42.28306,148.66,1973-05-01T00:00:00Z,Calocalanus plumulosus,5.556
-43.25417,148.1731,1972-10-01T00:00:00Z,Mecynocera clausi,71.759
-42.27417,148.3194,1971-11-01T00:00:00Z,Pleuromamma abdominalis,5.195
-43.25222,148.4947,1971-12-01T00:00:00Z,Rhincalanus nasutus,50
-42.68083,148.4181,1972-10-01T00:00:00Z,Rhincalanus nasutus,1.389
-42.26028,148.6308,1971-12-01T00:00:00Z,Mesosagitta minima,0.463
-42.47139,148.6219,1972-04-01T00:00:00Z,Salpa fusiformis,13.636
-42.68028,148.2558,1972-10-01T00:00:00Z,Thysanoessa gregaria,1.299
-43.22444,148.5522,1971-11-01T00:00:00Z,Calanus australis,2.315
-42.51972,148.2811,1971-08-01T00:00:00Z,Centropages australiensis,168.831
-42.29111,148.3183,1972-11-01T00:00:00Z,Centropages australiensis,1663.636
-42.27139,148.4725,1972-08-01T00:00:00Z,Mecynocera clausi,7.143
-42.29111,148.3183,1972-11-01T00:00:00Z,Neocalanus tonsus,23.377
-42.56472,148.1028,1972-04-01T00:00:00Z,Neocalanus tonsus,0.463
-42.28639,148.6194,1972-11-01T00:00:00Z,Paracalanus indicus,3.241
-42.675,148.24,1973-05-01T00:00:00Z,Paracalanus indicus,202.597
-42.56472,148.1028,1972-04-01T00:00:00Z,Pleuromamma abdominalis,0.463
-42.66,148.2692,1971-11-01T00:00:00Z,Pleuromamma abdominalis,1.948
-43.24444,148.0197,1972-08-01T00:00:00Z,Pleuromamma gracilis,81.169
-43.24639,148.1958,1972-08-01T00:00:00Z,Pleuromamma gracilis,0.463
-42.26028,148.6308,1971-12-01T00:00:00Z,Pterosagitta draco,0.926
-42.56194,148.4844,1972-06-01T00:00:00Z,Pyrosoma atlanticum,14.815
-42.675,148.24,1973-05-01T00:00:00Z,Serratosagitta tasmanica,79.221
-42.65472,148.4486,1971-11-01T00:00:00Z,Thysanoessa gregaria,1.389
-42.29111,148.3183,1972-11-01T00:00:00Z,Acartia (Acartiura) tranteri,272.727
-42.2875,148.4825,1973-05-01T00:00:00Z,Acartia (Acartiura) tranteri,136.364
-42.26694,148.7644,1972-10-01T00:00:00Z,Calanoides carinatus,2708.333
-42.56,148.2975,1972-06-01T00:00:00Z,Nannocalanus minor,3.896
-42.28306,148.66,1973-05-01T00:00:00Z,Centropages australiensis,0.463
-43.25361,148.4883,1972-10-01T00:00:00Z,Centropages bradyi,5.093
-42.28583,148.4697,1972-11-01T00:00:00Z,Clausocalanus ingens,20.13
-43.25278,148.0094,1971-12-01T00:00:00Z,Ctenocalanus vanus,90.26
-42.29111,148.3183,1972-11-01T00:00:00Z,Eucalanus elongatus,9.74
-43.25917,148.0197,1972-03-01T00:00:00Z,Eucalanus elongatus,4.545
-42.27667,148.785,1972-11-01T00:00:00Z,Neocalanus robustior,5.093
-42.27139,148.4778,1972-06-01T00:00:00Z,Oncaea media complex,1.299
-42.27417,148.3194,1971-11-01T00:00:00Z,Oncaea venusta complex,6.494
-42.675,148.4175,1973-05-01T00:00:00Z,Pleuromamma abdominalis,111.111
-43.24972,148.1764,1971-12-01T00:00:00Z,Calanoides carinatus,2453.704
-42.66,148.2692,1971-11-01T00:00:00Z,Calanus australis,31.818
-43.66444,148.5756,1973-05-01T00:00:00Z,Nannocalanus minor,12.5
-43.24972,148.1764,1971-12-01T00:00:00Z,Calocalanus contractus,0.463
-42.68028,148.2558,1972-10-01T00:00:00Z,Clausocalanus ingens,48.052
-43.25222,148.4906,1972-11-01T00:00:00Z,Clausocalanus ingens,21.759
-43.26361,148.3233,1972-10-01T00:00:00Z,Euchirella rostrata,187.5
-42.56194,148.4844,1972-06-01T00:00:00Z,Heterorhabdus papilliger,12.5
-43.23111,148.2064,1971-11-01T00:00:00Z,Mecynocera clausi,13.426
-42.68694,148.1056,1972-11-01T00:00:00Z,Neocalanus tonsus,225454.546
-42.55639,148.1192,1971-11-01T00:00:00Z,Nyctiphanes australis,9.091
-42.29111,148.3183,1972-11-01T00:00:00Z,Pleuromamma gracilis,5.195
-43.25417,148.1731,1972-10-01T00:00:00Z,Mesosagitta minima,0.926
-42.68028,148.2558,1972-10-01T00:00:00Z,Acartia (Acartiura) tranteri,10.39
-43.24639,148.1744,1972-06-01T00:00:00Z,Calanus australis,0.926
-42.28306,148.66,1973-05-01T00:00:00Z,Nannocalanus minor,18.056
-42.67278,148.4428,1972-11-01T00:00:00Z,Calocalanus styliremis,0.463
-43.24944,148.3314,1972-06-01T00:00:00Z,Clausocalanus ingens,10.185
-43.25222,148.4947,1971-12-01T00:00:00Z,Soestia zonaria,3.241
-42.2875,148.3417,1972-10-01T00:00:00Z,Labidocera tasmanica,31.818
-42.28306,148.66,1973-05-01T00:00:00Z,Oncaea venusta complex,6.944
-42.29278,148.3386,1973-05-01T00:00:00Z,Mesosagitta minima,309.091
-43.24444,148.0197,1972-08-01T00:00:00Z,Undeuchaeta plumosa,11.688
-42.66,148.2692,1971-11-01T00:00:00Z,Calanoides carinatus,402.597
-42.29278,148.3386,1973-05-01T00:00:00Z,Nannocalanus minor,14.286
-43.24444,148.3528,1972-08-01T00:00:00Z,Calocalanus tenuis,1.852
-42.2675,148.3478,1972-08-01T00:00:00Z,Calocalanus tenuis,1.299
-42.2875,148.3417,1972-10-01T00:00:00Z,Candacia bipinnata,1.948
-42.65472,148.4486,1971-11-01T00:00:00Z,Clausocalanus ingens,0.926
-43.24972,148.1764,1971-12-01T00:00:00Z,Clausocalanus ingens,69.444
-43.25917,148.0197,1972-03-01T00:00:00Z,Clausocalanus ingens,645.455
-43.26361,148.3233,1972-10-01T00:00:00Z,Clausocalanus laticeps,3.241
-42.27389,148.6244,1972-10-01T00:00:00Z,Subeucalanus crassus,24.537
-42.67778,148.0928,1971-12-01T00:00:00Z,Subeucalanus longiceps,0.649
-42.67111,148.5761,1972-10-01T00:00:00Z,Calocalanus plumulosus,0.463
-42.84111,148.5719,1972-08-01T00:00:00Z,Mecynocera clausi,0.926
-43.25361,148.4883,1972-10-01T00:00:00Z,Mecynocera clausi,23.148
-42.68028,148.2653,1972-11-01T00:00:00Z,Mecynocera clausi,98.052
-42.27944,148.4686,1971-08-01T00:00:00Z,Nyctiphanes australis,0.649
-42.26694,148.7644,1972-10-01T00:00:00Z,Paracalanus indicus,14236.111
-42.27667,148.785,1972-11-01T00:00:00Z,Salpa fusiformis,8.333
-35.105,117.3709,1993-01-13T00:00:00Z,Mesosagitta minima,0.16
-35.1709,117.38,1993-01-13T00:00:00Z,Aglaura hemistoma,3.68
-35.2409,117.38,1993-01-13T00:00:00Z,Aglaura hemistoma,0.16
-35.092,118.035,1993-01-13T00:00:00Z,Eudoxoides spiralis,0.04
-35.092,118.035,1993-01-13T00:00:00Z,Pterosagitta draco,0.02
-35.179,118.035,1993-01-13T00:00:00Z,Aglaura hemistoma,0.32
-34.2405,119.5541,1993-01-16T00:00:00Z,Mesosagitta minima,2.24
-34.264,121.3,1993-01-14T00:00:00Z,Chelophyes appendiculata,22.4
-34.264,121.3,1993-01-14T00:00:00Z,Mesosagitta minima,24.56
-34.26,122.25,1993-01-13T00:00:00Z,Candacia bipinnata,0.08
-35.0803,117.2704,1992-07-23T00:00:00Z,Aidanosagitta regularis,0.48
-35.1308,117.4709,1992-07-23T00:00:00Z,Ferosagitta robusta,0.32
-35.1308,117.4709,1992-07-23T00:00:00Z,Chelophyes appendiculata,3.2
-35.1301,117.57,1992-07-23T00:00:00Z,Aglaura hemistoma,2.72
-35.1301,117.57,1992-07-23T00:00:00Z,Flaccisagitta enflata,1.28
-35.1802,118.14,1992-07-21T00:00:00Z,Mesosagitta minima,0.24
-35.0704,118.3208,1992-07-21T00:00:00Z,Bassia bassensis,0.08
-35.0704,118.3208,1992-07-21T00:00:00Z,Lensia subtilis,0.16
-35.0704,118.3208,1992-07-21T00:00:00Z,Sagitta bipunctata,0.08
-34.5602,118.3107,1992-07-21T00:00:00Z,Chelophyes appendiculata,0.08
-34.5302,118.51,1992-07-22T00:00:00Z,Aglaura hemistoma,0.4
-34.4306,118.5109,1992-07-22T00:00:00Z,Aidanosagitta regularis,0.02
-34.1963,119.3436,1992-07-21T00:00:00Z,Mesosagitta minima,0.02
-33.5502,121.1303,1992-07-23T00:00:00Z,Aglaura hemistoma,0.28
-33.5808,121.3807,1992-07-23T00:00:00Z,Flaccisagitta enflata,0.96
-34.1,122.252,1992-07-21T00:00:00Z,Ferosagitta robusta,0.76
-34.1,122.252,1992-07-21T00:00:00Z,Flaccisagitta enflata,5.64
-30.8333,115.4333,1997-08-01T00:00:00Z,Aglaura hemistoma,0.209
-30.8333,115.3333,1997-08-01T00:00:00Z,Aglaura hemistoma,1.874
-30.8333,115.3833,1997-12-01T00:00:00Z,Aglaura hemistoma,0.828
-30.8333,115.4833,1998-05-01T00:00:00Z,Aglaura hemistoma,0.904
-30.8333,115.5333,1998-11-01T00:00:00Z,Aglaura hemistoma,0.903
-30.8333,115.5333,1997-06-01T00:00:00Z,Aidanosagitta regularis,0.279
-30.8333,115.6833,1998-03-01T00:00:00Z,Aidanosagitta regularis,0.942
-30.8333,115.5333,1998-04-01T00:00:00Z,Aidanosagitta regularis,3.006
-30.8333,115.6833,1998-06-01T00:00:00Z,Aidanosagitta regularis,0.904
-30.8333,115.5333,1998-06-01T00:00:00Z,Aidanosagitta regularis,0.581
-30.8333,115.4333,1998-06-01T00:00:00Z,Aidanosagitta regularis,1.24
-30.8333,115.5333,1998-07-01T00:00:00Z,Aidanosagitta regularis,2.422
-30.8333,115.4333,1998-02-01T00:00:00Z,Chelophyes appendiculata,0.44
-30.8333,115.3833,1998-02-01T00:00:00Z,Chelophyes appendiculata,0.228
-30.8333,115.5833,1998-03-01T00:00:00Z,Chelophyes appendiculata,0.514
-30.8333,115.4833,1998-03-01T00:00:00Z,Chelophyes appendiculata,1.077
-30.8333,115.4833,1998-05-01T00:00:00Z,Chelophyes appendiculata,0.301
-30.8333,115.4333,1997-01-01T00:00:00Z,Flaccisagitta enflata,0.124
