SAMPLE,STATION,SAMPLEDATELOCAL,NRS_CODE,TAXON_NAME,SPCODE,COUNTS,SAMPVOL_M3
733,North Stradbroke,2016-12-15 10:15:00,NSI20161215,"Grammatobothus spp.",37460909,1,303.01494059999999
733,North Stradbroke,2016-12-15 10:15:00,NSI20161215,"Cynoglossidae - undifferentiated",37463000,2,303.01494059999999
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,""Superclass" Pisces - undifferentiated",37000000,3,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Etrumeus teres",37085001,2,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Sardinops sagax",37085002,16,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Engraulis australis",37086001,23,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Syngnathidae - undifferentiated",37282000,1,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Triglidae & Peristediidae - undifferentiated",37288000,2,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Platycephalidae - undifferentiated",37296900,32,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Serranidae subfam. Anthiinae",37311907,3,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Pelates spp.",37321908,1,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Apogonidae - undifferentiated",37327926,2,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Sillago ciliata",37330010,2,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Pomatomus saltatrix",37334002,1,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Trachurus novaezelandiae",37337003,7,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Lutjanidae - undifferentiated",37346932,21,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Nemipteridae - undifferentiated",37347000,9,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Lethrinus spp.",37351902,22,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Mullidae - undifferentiated",37355000,3,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Pomacentridae - undifferentiated",37372000,2,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Sphyraena spp.",37382901,1,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Labridae - undifferentiated",37384000,6,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Pinguipedidae - undifferentiated",37390000,1,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Creedia spp.",37395901,1,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Omobranchus anolius",37408058,1,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Petroscirtes lupus",37408073,7,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Callionymidae - undifferentiated",37427917,2,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Gobiidae - undifferentiated",37428000,5,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Scombridae - undifferentiated",37441000,6,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Engyprosopon spp.",37460908,36,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Grammatobothus spp.",37460909,2,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Pseudorhombus spp.",37460919,1,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Cynoglossidae - undifferentiated",37463000,15,218.01643630000001
1167,North Stradbroke Ichthyo 30m,2016-12-15 10:15:00,NSF20161215,"Monacanthidae - undifferentiated",37465903,2,218.01643630000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Sardinops sagax",37085002,1,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Gonostomatidae - undifferentiated",37106912,1,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Holocentridae - undifferentiated",37261000,3,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Scorpaenidae - undifferentiated",37287900,3,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Platycephalidae - undifferentiated",37296900,16,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Pegasus spp.",37309902,2,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Serranidae subfam. Anthiinae",37311907,1,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Pelates spp.",37321908,1,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Priacanthidae - undifferentiated",37326000,1,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Sillago ciliata",37330010,3,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Carangidae - undifferentiated",37337000,6,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Trachurus novaezelandiae",37337003,3,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Lutjanidae - undifferentiated",37346932,26,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Nemipteridae - undifferentiated",37347000,2,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Gerres subfasciatus",37349005,1,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Lethrinus spp.",37351902,3,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Mullidae - undifferentiated",37355000,8,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Chaetodontidae - undifferentiated",37365900,11,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Pomacentridae - undifferentiated",37372000,1,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Sphyraena spp.",37382901,1,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Labridae - undifferentiated",37384000,5,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Callionymidae - undifferentiated",37427917,18,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Gobiidae - undifferentiated",37428000,7,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Siganus spp.",37438902,2,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Scombridae - undifferentiated",37441000,30,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Engyprosopon spp.",37460908,2,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Monacanthidae - undifferentiated",37465903,3,387.72371190000001
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,""Superclass" Pisces - undifferentiated",37000000,3,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Sardinops sagax",37085002,3,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Engraulis australis",37086001,2,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Gonostomatidae - undifferentiated",37106912,1,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Holocentridae - undifferentiated",37261000,1,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Platycephalus fuscus",37296004,4,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Platycephalidae - undifferentiated",37296900,11,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Serranidae subfam. Anthiinae",37311907,1,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Apogonidae - undifferentiated",37327926,1,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Sillago ciliata",37330010,4,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Carangidae - undifferentiated",37337000,2,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Trachurus novaezelandiae",37337003,12,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Lutjanidae - undifferentiated",37346932,13,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Lethrinus spp.",37351902,5,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Mullidae - undifferentiated",37355000,5,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Chaetodontidae - undifferentiated",37365900,4,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Pomacentridae - undifferentiated",37372000,3,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Sphyraena spp.",37382901,1,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Labridae - undifferentiated",37384000,2,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Callionymidae - undifferentiated",37427917,18,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Gobiidae - undifferentiated",37428000,2,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Microdesmidae - undifferentiated",37435000,2,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Siganus spp.",37438902,5,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Scombridae - undifferentiated",37441000,19,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Engyprosopon spp.",37460908,3,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Cynoglossidae - undifferentiated",37463000,1,315.27521999999999
734,North Stradbroke,2017-01-17 10:30:00,NSI20170117,"Monacanthidae - undifferentiated",37465903,1,315.27521999999999
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Sardinops sagax",37085002,3,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Holocentridae - undifferentiated",37261000,3,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Platycephalidae - undifferentiated",37296900,1,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Dactyloptena spp.",37308902,9,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Pelates spp.",37321908,5,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Carangidae - undifferentiated",37337000,1,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Trachurus novaezelandiae",37337003,1,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Lutjanidae - undifferentiated",37346932,5,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Gerres subfasciatus",37349005,4,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Lethrinus spp.",37351902,1,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Mullidae - undifferentiated",37355000,190,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Pomacentridae - undifferentiated",37372000,13,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Labridae - undifferentiated",37384000,1,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Callionymidae - undifferentiated",37427917,10,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Gobiidae - undifferentiated",37428000,2,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Siganus spp.",37438902,3,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Scombridae - undifferentiated",37441000,4,309.00783840000003
1154,North Stradbroke Ichthyo 30m,2017-01-17 10:30:00,NSF20170117,"Cynoglossidae - undifferentiated",37463000,1,309.00783840000003
735,Maria Island,2016-11-18 09:10:00,MAI20161117,""Superclass" Pisces - undifferentiated",37000000,1,493.3
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Myctophidae - undifferentiated",37122000,1,493.3
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Gaidropsarus spp.",37226902,2,493.3
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Platycephalidae - undifferentiated",37296900,11,493.3
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Scombridae - undifferentiated",37441000,1,493.3
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Pleuronectidae - undifferentiated",37461916,14,493.3
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Genypterus spp.",37228901,1,456.7
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Platycephalidae - undifferentiated",37296900,24,456.7
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Labridae - undifferentiated",37384000,1,456.7
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Parablennius spp.",37408918,1,456.7
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Pleuronectidae - undifferentiated",37461916,2,456.7
735,Maria Island,2016-11-18 09:10:00,MAI20161117,"Monacanthidae - undifferentiated",37465903,6,456.7
736,Maria Island,2017-01-05 09:45:00,MAI20170104,"Sardinops sagax",37085002,1,271.8
736,Maria Island,2017-01-05 09:45:00,MAI20170104,"Moridae - undifferentiated",37224903,1,271.8
736,Maria Island,2017-01-05 09:45:00,MAI20170104,"Lepidotrigla papilio",37288002,7,271.8
736,Maria Island,2017-01-05 09:45:00,MAI20170104,"Platycephalidae - undifferentiated",37296900,1,271.8
736,Maria Island,2017-01-05 09:45:00,MAI20170104,"Trachurus declivis",37337002,6,271.8
736,Maria Island,2017-01-05 09:45:00,MAI20170104,"Lophonectes gallus",37460001,2,271.8
736,Maria Island,2017-01-05 09:45:00,MAI20170104,""Superclass" Pisces - undifferentiated",37000000,4,451.31
736,Maria Island,2017-01-05 09:45:00,MAI20170104,"Monacanthidae - undifferentiated",37465903,1,451.31
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Myctophidae - undifferentiated",37122000,1,395.2
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Trachurus declivis",37337002,2,395.2
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Monacanthidae - undifferentiated",37465903,3,395.2
737,Maria Island,2017-02-24 08:50:00,MAI20170223,""Superclass" Pisces - undifferentiated",37000000,1,434.3
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Sardinops sagax",37085002,2,434.3
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Astronesthidae - undifferentiated",37108000,1,434.3
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Scorpaenidae - undifferentiated",37287900,1,434.3
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Lepidotrigla spp.",37288901,1,434.3
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Platycephalidae - undifferentiated",37296900,7,434.3
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Pegasus spp.",37309902,1,434.3
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Serranidae subfam. Anthiinae",37311907,3,434.3
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Labridae - undifferentiated",37384000,1,434.3
737,Maria Island,2017-02-24 08:50:00,MAI20170223,"Monacanthidae - undifferentiated",37465903,25,434.3
738,Rottnest Island,2016-11-14 09:45:00,ROT20161114,"Platycephalidae - undifferentiated",37296900,1,312.49988309999998
738,Rottnest Island,2016-11-14 09:45:00,ROT20161114,"Mullidae - undifferentiated",37355000,3,312.49988309999998
738,Rottnest Island,2016-11-14 09:45:00,ROT20161114,"Monacanthidae - undifferentiated",37465903,1,312.49988309999998
738,Rottnest Island,2016-11-14 09:45:00,ROT20161114,"Tripterygiidae - undifferentiated",37415000,1,260.14971000000003
738,Rottnest Island,2016-11-14 09:45:00,ROT20161114,"Callionymidae - undifferentiated",37427917,1,260.14971000000003
738,Rottnest Island,2016-11-14 09:45:00,ROT20161114,"Cynoglossidae - undifferentiated",37463000,1,260.14971000000003
739,Kangaroo Island,2016-11-18 12:45:00,KAI20161118,"Bothidae - undifferentiated",37460922,2,133.46015600000001
739,Kangaroo Island,2016-11-18 12:45:00,KAI20161118,"Myctophidae - undifferentiated",37122000,1,172.29962330000001
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,""Superclass" Pisces - undifferentiated",37000000,4,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Gonostomatidae - undifferentiated",37106912,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Myctophidae - undifferentiated",37122000,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Holocentridae - undifferentiated",37261000,2,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Platycephalidae - undifferentiated",37296900,16,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Dactyloptena spp.",37308902,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Pegasus spp.",37309902,4,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Serranidae subfam. Anthiinae",37311907,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Pelates spp.",37321908,3,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Priacanthidae - undifferentiated",37326000,2,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Carangidae - undifferentiated",37337000,7,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Lutjanidae - undifferentiated",37346932,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Mullidae - undifferentiated",37355000,16,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Pomacentridae - undifferentiated",37372000,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Sphyraena spp.",37382901,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Callionymidae - undifferentiated",37427917,2,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Gobiidae - undifferentiated",37428000,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Siganus spp.",37438902,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Scombridae - undifferentiated",37441000,19,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Balistidae - undifferentiated",37465900,2,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Tetraodontidae - undifferentiated",37467000,1,540.76371719999997
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,""Superclass" Pisces - undifferentiated",37000000,3,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Gonostomatidae - undifferentiated",37106912,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Chlorophthalmus spp.",37120903,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Scorpaenidae - undifferentiated",37287900,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Platycephalus fuscus",37296004,3,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Platycephalidae - undifferentiated",37296900,3,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Serranidae subfam. Anthiinae",37311907,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Pelates spp.",37321908,5,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Apogonidae - undifferentiated",37327926,10,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Sillaginidae - undifferentiated",37330000,5,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Carangidae - undifferentiated",37337000,5,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Coryphaena spp.",37338901,2,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Lutjanidae - undifferentiated",37346932,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Lethrinus spp.",37351902,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Pomacentridae - undifferentiated",37372000,4,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Callionymidae - undifferentiated",37427917,3,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Gobiidae - undifferentiated",37428000,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Siganus spp.",37438902,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Scombridae - undifferentiated",37441000,5,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Balistidae - undifferentiated",37465900,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Tetraodontidae - undifferentiated",37467000,1,536.34147710000002
741,North Stradbroke,2017-02-17 10:30:00,NSI20170217,"Order Lophiiformes - undifferentiated",37990052,1,536.34147710000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Sardinops sagax",37085002,2,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Engraulis australis",37086001,10,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Gonostomatidae - undifferentiated",37106912,1,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Platycephalidae - undifferentiated",37296900,31,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Dactyloptena spp.",37308902,2,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Pegasus spp.",37309902,5,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Serranidae subfam. Anthiinae",37311907,5,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Pelates spp.",37321908,31,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Apogonidae - undifferentiated",37327926,1,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Sillago ciliata",37330010,4,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Trachurus novaezelandiae",37337003,1,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Decapterus spp.",37337901,1,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Lutjanidae - undifferentiated",37346932,10,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Nemipteridae - undifferentiated",37347000,10,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Gerres subfasciatus",37349005,3,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Lethrinus spp.",37351902,2,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Mullidae - undifferentiated",37355000,3,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Pomacentridae - undifferentiated",37372000,1,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Sphyraena spp.",37382901,4,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Trichonotus spp.",37394901,3,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Creedia spp.",37395901,9,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Petroscirtes lupus",37408073,10,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Callionymidae - undifferentiated",37427917,3,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Gobiidae - undifferentiated",37428000,40,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Siganus spp.",37438902,1,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Scombridae - undifferentiated",37441000,3,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Engyprosopon spp.",37460908,70,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Cynoglossidae - undifferentiated",37463000,6,551.65157720000002
1160,North Stradbroke Ichthyo 30m,2017-02-17 10:30:00,NSF20170217,"Monacanthidae - undifferentiated",37465903,2,551.65157720000002
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,""Superclass" Pisces - undifferentiated",37000000,1,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Sardinops sagax",37085002,61,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Engraulis australis",37086001,11,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Myctophidae - undifferentiated",37122000,15,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Bregmaceros spp.",37225901,14,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Centroberyx affinis",37258003,1,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Macroramphosus spp.",37279902,18,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Scorpaenidae - undifferentiated",37287900,1,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Triglidae & Peristediidae - undifferentiated",37288000,3,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Platycephalidae - undifferentiated",37296900,2,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Serranidae subfam. Anthiinae",37311907,19,429
742,Port Hacking,2016-09-27 09:54:00,PHB20160926,"Howella spp.",37327912,2,429
