NRS_CODE,SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_COUNT
ROT20091026,138,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,19
YON20090909,48,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,45
YON20090909,48,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),15
YON20091215,20,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,6
YON20091215,20,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),17
YON20100119,16,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,3
YON20100119,16,Corycaeidae j,COPEPOD,Copepod,(null),(null),9
YON20100119,16,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,1
YON20100119,16,Harpacticoid j,COPEPOD,Copepod,(null),(null),6
PHB20100316,12,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1
PHB20100316,12,Calanoid j,COPEPOD,Copepod,(null),(null),14
PHB20100316,12,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,1
PHB20100316,12,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,2
PHB20100316,12,Fish egg,NON-COPEPOD,Fish,(null),(null),6
PHB20100316,12,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,2
NSI20091021,137,Onychocorycaeus agilis f,COPEPOD,Copepod,Onychocorycaeus,agilis,1
NSI20091021,137,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,1
NSI20091021,137,Trachymedusae,NON-COPEPOD,Cnidarian,(null),(null),1
YON20090909,48,Pontella spp. j,COPEPOD,Copepod,Pontella,spp.,1
PHB20091110,83,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,2
PHB20091110,83,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,2
ROT20091222,104,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,2
ROT20091222,104,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2
ROT20091222,104,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,8
PHB20091110,83,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),67
MAI20091111,37,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,1
MAI20091111,37,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,1
MAI20091111,37,Mecynocera clausi m,COPEPOD,Copepod,Mecynocera,clausi,1
MAI20091111,37,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1
MAI20091111,37,Euphausiid calyptope,NON-COPEPOD,Euphausiid,(null),(null),3
YON20091215,20,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),8
YON20091215,20,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3
PHB20090920,136,Medusa,NON-COPEPOD,Cnidarian,(null),(null),1
YON20091123,170,Acartia (Odontacartia) pacifica f,COPEPOD,Copepod,Acartia (Odontacartia),pacifica,10
NSI20091215,66,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,13
NSI20091215,66,Nauplii calanoid,COPEPOD,Copepod,(null),(null),297
NSI20091215,66,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,12
YON20091123,170,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,1
YON20091123,170,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,6
PHB20091110,83,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,4
YON20100119,16,Megalope,NON-COPEPOD,Decapod,(null),(null),1
YON20100119,16,Sipunculid worm larvae,NON-COPEPOD,Sipunculid,(null),(null),7
NSI20091115,38,Candacia ethiopica f,COPEPOD,Copepod,Candacia,ethiopica,1
NSI20091115,38,Calanoid j,COPEPOD,Copepod,(null),(null),80
NSI20091115,38,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,5
NSI20091115,38,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,1
NSI20091115,38,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,7
NSI20091115,38,Polychaete,NON-COPEPOD,Polychaete,(null),(null),7
NSI20091101,122,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,13
NSI20091101,122,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,20
NSI20091101,122,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),33
NSI20091101,122,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),6
PHB20091110,83,Sapphirina spp. j,COPEPOD,Copepod,Sapphirina,spp.,1
PHB20100316,12,Pleuromamma abdominalis f,COPEPOD,Copepod,Pleuromamma,abdominalis,1
NSI20091115,38,Candacia ethiopica m,COPEPOD,Copepod,Candacia,ethiopica,1
PHB20090924,151,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,5
NSI20091115,38,Copilia quadrata f,COPEPOD,Copepod,Copilia,quadrata,1
NSI20091115,38,Sapphirina stellata f,COPEPOD,Copepod,Sapphirina,stellata,1
MAI20091111,37,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,1
NSI20091115,38,Echinoderm larvae,NON-COPEPOD,Echinoderm,(null),(null),2
NSI20091115,38,Ostracod,NON-COPEPOD,Ostracod,(null),(null),2
YON20091123,170,Calanid CIV,COPEPOD,Copepod,(null),(null),2
ROT20181024,864,Calanoid j,COPEPOD,Copepod,(null),(null),56
YON20091123,170,Calycophoran,NON-COPEPOD,Cnidarian,(null),(null),3
YON20091123,170,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),1
YON20091123,170,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1
YON20091123,170,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),45
PHB20091011,103,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,16
PHB20091011,103,Acrocalanus gibber m,COPEPOD,Copepod,Acrocalanus,gibber,6
PHB20091011,103,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,2
PHB20091011,103,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,3
YON20100119,16,Acrocalanus gracilis m,COPEPOD,Copepod,Acrocalanus,gracilis,1
PHB20091011,103,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,1
PHB20091011,103,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,3
PHB20091011,103,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,9
PHB20091011,103,Subeucalanus crassus f,COPEPOD,Copepod,Subeucalanus,crassus,1
PHB20091011,103,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,9
NSI20100121,124,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,1
NSI20100121,124,Calanid CIV,COPEPOD,Copepod,(null),(null),2
NSI20100121,124,Calanoid j,COPEPOD,Copepod,(null),(null),174
NSI20100121,124,Oncaea clevei complex m,COPEPOD,Copepod,Oncaea,clevei complex,10
NSI20100121,124,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),3
NSI20100121,124,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),6
NSI20091015,82,Centropages spp. j,COPEPOD,Copepod,Centropages,spp.,1
NSI20091015,82,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,3
NSI20091015,82,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),25
NSI20091015,82,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,48
NSI20091015,82,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,2
PHB20091018,121,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,1
PHB20091018,121,Eucalanus spp. j,COPEPOD,Copepod,Eucalanus,spp.,3
PHB20091018,121,Oncaea media complex m,COPEPOD,Copepod,Oncaea,media complex,4
PHB20091018,121,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,6
PHB20091018,121,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1
PHB20091018,121,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,3
PHB20091018,121,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,2
PHB20091018,121,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,132
PHB20091018,121,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1
PHB20091018,121,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,2
NSI20091015,82,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,1
NSI20091015,82,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),2
YON20091215,20,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,1
PHB20091206,81,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,2
PHB20091206,81,Calanoid j,COPEPOD,Copepod,(null),(null),97
PHB20091206,81,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,1
PHB20091206,81,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,2
YON20091215,20,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,1
PHB20090924,151,Copepod damaged / unidentified,COPEPOD,Copepod,(null),(null),1
PHB20090924,151,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,1
PHB20090924,151,Noctiluca scintillans,NOCTILUCA,Noctilucaceae,Noctiluca,scintillans,797
PHB20090924,151,Bivalve,NON-COPEPOD,Mollusc,(null),(null),2
PHB20090924,151,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),37
PHB20090924,151,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,5
ROT20091026,138,Calanoid j,COPEPOD,Copepod,(null),(null),72
ROT20091026,138,Corycaeidae j,COPEPOD,Copepod,(null),(null),4
ROT20091026,138,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,2
ROT20091026,138,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),1
ROT20091026,138,Bivalve,NON-COPEPOD,Mollusc,(null),(null),3
PHB20091206,81,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),4
NSI20100214,3,Clausocalanus furcatus m,COPEPOD,Copepod,Clausocalanus,furcatus,3
NSI20100214,3,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,7
PHB20100413,303,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,1
PHB20100413,303,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,5
PHB20100413,303,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,5
PHB20100413,303,Onychocorycaeus pacificus m,COPEPOD,Copepod,Onychocorycaeus,pacificus,1
PHB20100413,303,Urocorycaeus lautus m,COPEPOD,Copepod,Urocorycaeus,lautus,1
PHB20100413,303,Mesocalanus tenuicornis m,COPEPOD,Copepod,Mesocalanus,tenuicornis,1
PHB20100413,303,Microsetella spp. f,COPEPOD,Copepod,Microsetella,spp.,1
PHB20100413,303,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,19
PHB20100413,303,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,6
PHB20100413,303,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1
PHB20100413,303,Subeucalanus subcrassus f,COPEPOD,Copepod,Subeucalanus,subcrassus,1
PHB20100413,303,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,6
PHB20100413,303,Undinula vulgaris m,COPEPOD,Copepod,Undinula,vulgaris,1
PHB20100413,303,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1
MAI20100615,86,Clausocalanus brevipes f,COPEPOD,Copepod,Clausocalanus,brevipes,1
MAI20100615,86,Mecynocera spp. j,COPEPOD,Copepod,Mecynocera,spp.,6
MAI20100615,86,Mesocalanus tenuicornis f,COPEPOD,Copepod,Mesocalanus,tenuicornis,1
MAI20100615,86,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,1
MAI20100615,86,Paracalanus aculeatus m,COPEPOD,Copepod,Paracalanus,aculeatus,1
MAI20100615,86,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,9
MAI20100615,86,Temora turbinata,COPEPOD,Copepod,Temora,turbinata,1
MAI20100615,86,Medusa,NON-COPEPOD,Cnidarian,(null),(null),1
MAI20100615,86,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),31
MAI20100615,86,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,4
MAI20100330,107,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,1
MAI20100330,107,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,3
MAI20100330,107,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,3
MAI20100330,107,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,24
MAI20100330,107,Temora spp. j,COPEPOD,Copepod,Temora,spp.,38
MAI20100330,107,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,2
KAI20091115,175,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,4
KAI20091115,175,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,3
ROT20100416,26,Acartia (Acanthacartia) tonsa m,COPEPOD,Copepod,Acartia (Acanthacartia),tonsa,9
KAI20100419,52,Oithona Grp3 (pointy head) f,COPEPOD,Copepod,Oithona,grp 3,2
KAI20100419,52,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,8
KAI20091115,175,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,4
ROT20100416,26,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,1
ROT20100416,26,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,8
KAI20091115,175,Urocorycaeus furcifer m,COPEPOD,Copepod,Urocorycaeus,furcifer,2
KAI20091115,175,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,66
KAI20091115,175,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,5
KAI20091115,175,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,7
KAI20091115,175,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),2
KAI20091215,174,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,6
KAI20091215,174,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),1
KAI20091215,174,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),6
KAI20091215,174,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,6
KAI20091215,174,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),1
KAI20091215,174,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1
YON20100521,53,Acrocalanus spp. m,COPEPOD,Copepod,Acrocalanus,spp.,3
MAI20100505,153,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,2
MAI20100505,153,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,9
MAI20100505,153,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,13
MAI20100505,153,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,8
MAI20100505,153,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3
MAI20100505,153,Euphausiid adult,NON-COPEPOD,Euphausiid,(null),(null),2
MAI20100505,153,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),1
YON20100521,53,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,13
YON20100521,53,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,53
YON20100521,53,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),51
YON20100521,53,Ostracod,NON-COPEPOD,Ostracod,(null),(null),3
YON20100521,53,Polychaete,NON-COPEPOD,Polychaete,(null),(null),7
PHB20100702,181,Calanoid j,COPEPOD,Copepod,(null),(null),86
PHB20100702,181,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,5
PHB20100702,181,Fish egg,NON-COPEPOD,Fish,(null),(null),5
PHB20100817,183,Clytemnestra scutellata m,COPEPOD,Copepod,Clytemnestra,scutellata,1
PHB20100817,183,Cosmocalanus darwinii f,COPEPOD,Copepod,Cosmocalanus,darwinii,2
PHB20100817,183,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,2
PHB20100817,183,Mecynocera spp. j,COPEPOD,Copepod,Mecynocera,spp.,1
PHB20100817,183,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,3
PHB20100817,183,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,8
PHB20100817,183,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),1
PHB20100817,183,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),11
PHB20100510,179,Labidocera acuta f,COPEPOD,Copepod,Labidocera,acuta,1
PHB20100510,179,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,4
MAI20100505,153,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,1
KAI20100112,123,Calanoides carinatus f,COPEPOD,Copepod,Calanoides,carinatus,1
KAI20100112,123,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,37
ESP20100322,106,Corycaeidae j,COPEPOD,Copepod,(null),(null),3
MAI20100505,153,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,1
MAI20100505,153,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,3
MAI20100505,153,Scolecithrix spp. j,COPEPOD,Copepod,Scolecithrix,spp.,1
MAI20100505,153,Subeucalanus spp. j,COPEPOD,Copepod,Subeucalanus,spp.,1
MAI20100505,153,Temora spp. j,COPEPOD,Copepod,Temora,spp.,1
MAI20100505,153,Ostracod,NON-COPEPOD,Ostracod,(null),(null),3
ESP20100322,106,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,7
ESP20100322,106,Microsetella spp. m,COPEPOD,Copepod,Microsetella,spp.,1
ESP20100322,106,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,49
ESP20100322,106,Polychaete,NON-COPEPOD,Polychaete,(null),(null),5
ROT20100315,84,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,4
KAI20100419,52,Corycaeus speciosus f,COPEPOD,Copepod,Corycaeus,speciosus,1
KAI20100419,52,Oithona Grp4 (round head) f,COPEPOD,Copepod,Oithona,grp 4,12
KAI20100419,52,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,2
YON20100413,166,Calanopia elliptica f,COPEPOD,Copepod,Calanopia,elliptica,1
YON20100413,166,Candacia bradyi m,COPEPOD,Copepod,Candacia,bradyi,1
KAI20091115,175,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,1
KAI20091115,175,Fish egg,NON-COPEPOD,Fish,(null),(null),1
YON20100413,166,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,3
KAI20091215,174,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,1
YON20100413,166,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,11
YON20100413,166,Temora spp. j,COPEPOD,Copepod,Temora,spp.,1
YON20100413,166,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),92
MAI20100120,105,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,9
MAI20100120,105,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,4
MAI20100120,105,Calanoid j,COPEPOD,Copepod,(null),(null),70
MAI20100120,105,Temora spp. j,COPEPOD,Copepod,Temora,spp.,5
MAI20100120,105,Brachyuran zoea,NON-COPEPOD,Decapod,(null),(null),4
MAI20100120,105,Decapod larvae,NON-COPEPOD,Decapod,(null),(null),1
MAI20100120,105,Euphausiid adult,NON-COPEPOD,Euphausiid,(null),(null),2
MAI20100120,105,Copepod damaged / unidentified,COPEPOD,Copepod,(null),(null),1
MAI20100120,105,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,2
MAI20100120,105,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),1
ROT20100416,26,Farranula concinna f,COPEPOD,Copepod,Farranula,concinna,2
KAI20100112,123,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2
MAI20100615,86,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,2
MAI20100615,86,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,1
KAI20100112,123,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1
YON20100224,139,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,1
ROT20100416,26,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,4
PHB20100609,145,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,2
ROT20100315,84,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,1
PHB20100609,145,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),21
PHB20100609,145,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,1
PHB20100609,145,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,1
PHB20100609,145,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,2
ROT20100315,84,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,2
ROT20100315,84,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,1
MAI20100330,107,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,1
MAI20100330,107,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,1
MAI20100330,107,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,1
MAI20100330,107,Nannocalanus minor f,COPEPOD,Copepod,Nannocalanus,minor,1
MAI20100330,107,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,1
MAI20100330,107,Medusa,NON-COPEPOD,Cnidarian,(null),(null),2
MAI20100527,40,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,3
MAI20100527,40,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,10
MAI20100527,40,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,6
MAI20100527,40,Oncaea media complex f,COPEPOD,Copepod,Oncaea,media complex,20
YON20100224,139,Fish egg,NON-COPEPOD,Fish,(null),(null),1
ESP20100629,88,Calocalanus spp. m,COPEPOD,Copepod,Calocalanus,spp.,1
ESP20100629,88,Corycaeidae j,COPEPOD,Copepod,(null),(null),17
ESP20100629,88,Harpacticoid j,COPEPOD,Copepod,(null),(null),3
ESP20100629,88,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,17
ESP20100629,88,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,5
ESP20100629,88,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,46
ESP20100629,88,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,9
ESP20100629,88,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,7
ESP20100629,88,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),4
ROT20100520,154,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,1
ROT20100520,154,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,8
ROT20100520,154,Onychocorycaeus latus f,COPEPOD,Copepod,Onychocorycaeus,latus,1
ROT20100520,154,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,8
ROT20100520,154,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,9
ROT20100520,154,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,7
PHB20100908,126,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,1
PHB20100908,126,Mesocalanus tenuicornis f,COPEPOD,Copepod,Mesocalanus,tenuicornis,2
PHB20100908,126,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,58
PHB20100908,126,Cladoceran,NON-COPEPOD,Cladoceran,(null),(null),1
PHB20100908,126,Polychaete,NON-COPEPOD,Polychaete,(null),(null),2
PHB20101213,109,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,3
NSI20100711,110,Oncaea mediterranea complex,COPEPOD,Copepod,Oncaea,mediterranea complex,1
NSI20100711,110,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),45
ROT20100520,154,Onychocorycaeus agilis f,COPEPOD,Copepod,Onychocorycaeus,agilis,1
ROT20100520,154,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),1
NSI20100916,184,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,1
PHB20100908,126,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,7
PHB20100908,126,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,1
NSI20100711,110,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,4
YON20190213,883,Calanidae j,COPEPOD,Copepod,(null),(null),111
YON20190213,883,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,1
YON20190213,883,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,2
NSI20100916,184,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,15
YON20190213,883,Bivalve,NON-COPEPOD,Mollusc,(null),(null),15
YON20190213,883,Brachiopoda larvae,NON-COPEPOD,Brachiopod,(null),(null),1
YON20190213,883,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),3
PHB20100908,126,Mesocalanus tenuicornis m,COPEPOD,Copepod,Mesocalanus,tenuicornis,1
NSI20100411,5,Bestiolina similis m,COPEPOD,Copepod,Bestiolina,similis,2
NSI20100411,5,Onychocorycaeus catus m,COPEPOD,Copepod,Onychocorycaeus,catus,1
NSI20100411,5,Corycaeidae j,COPEPOD,Copepod,(null),(null),13
NSI20100411,5,Eucalanidae j,COPEPOD,Copepod,(null),(null),4
NSI20100411,5,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,1
NSI20100411,5,Nauplii calanoid,COPEPOD,Copepod,(null),(null),98
NSI20100411,5,Oithona Grp1 (flat head) f,COPEPOD,Copepod,Oithona,grp 1,9
NSI20100411,5,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,22
NSI20100411,5,Sapphirina scarlata f,COPEPOD,Copepod,Sapphirina,scarlata,1
NSI20100411,5,Lucifer spp. f,NON-COPEPOD,Decapod,Lucifer,spp.,1
YON20100729,23,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,1
YON20100729,23,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,3
NSI20100618,87,Farranula gibbula f,COPEPOD,Copepod,Farranula,gibbula,1
NSI20100618,87,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,7
PHB20101110,1,Acrocalanus gracilis f,COPEPOD,Copepod,Acrocalanus,gracilis,1
PHB20101110,1,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,2
PHB20101110,1,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,2
PHB20101110,1,Rhincalanus nasutus f,COPEPOD,Copepod,Rhincalanus,nasutus,4
