SPCODE,TAXONNAME,BV_CELL,MONT2001PGN_CELL,PGC_CELL,TROPHY
213737,Trichodesmium thiebautii,572.55,8,0.2,NA
231787,Akashiwo spp.,87964.52,1860.37,8515.33,PP
231792,Takayama spp.,6283.18,197.94,980.67,NA
232246,Dinophysis opposita,7330.38,225.62,1112.63,NA
232361,Histioneis highleyi,,,,NA
232362,Histioneis hyalina,3926.99,132.81,667.34,NA
232408,Parahistioneis rotundata,,,,NA
232422,Ornithocercus francescae,32724.9,803.55,3788.78,NA
232442,Phalacroma acutum,30237.8,751.4,3551.27,NA
232450,Phalacroma circumcinctum,30237.8,751.4,3551.27,NA
232458,Phalacroma cuneolus,30237.8,751.4,3551.27,NA
232466,Phalacroma doryphorum,30237.8,751.4,3551.27,NA
232468,Prorocentrum cf. balticum,,,,NA
232489,Phalacroma minutum,30237.8,751.4,3551.27,NA
232576,Amphidinium emarginatum,3239.13,112.78,569.97,NA
232627,Amphidinium sulcatum,3239.13,112.78,569.97,NA
232633,Amphidinium turbo,3239.13,112.78,569.97,NA
232678,Cochlodinium rosaceum,23090.69,597.64,2847.53,NA
232735,Gymnodinium cinctum,737.23,32.1,169.58,NA
232742,Gymnodinium costatum,737.23,32.1,169.58,NA
232819,Gymnodinium multilineatum,737.23,32.1,169.58,NA
232821,Gymnodinium nanum,737.23,32.1,169.58,NA
232913,Gyrodinium capsulatum,30869.26,764.7,3611.9,NA
232923,Gyrodinium cornutum,30869.26,764.7,3611.9,NA
233018,Karenia brevisulcata,7530.88,230.85,1137.5,NA
233084,Takayama pulchella,6283.18,197.94,980.67,NA
233159,Warnowia violescens,1308995.83,18414.61,77729.53,NA
233180,Pronoctiluca acuta,1047.2,43.24,226.06,NA
233338,Ceratocorys indica,131946.78,2624.83,11869.17,NA
233493,Protoperidinium applanatum,25171.47,643.06,3056.03,NA
233528,Protoperidinium affine,20457.25,539.25,2578.68,NA
233555,Gonyaulax membranacea,312.22,15.48,83.9,NA
233556,Protoperidinium abei,77207.72,1665.35,7652.58,NA
233692,Heterodinium varicator,65449.79,1447.4,6684.09,NA
233727,Centrodinium biconicum,471238.5,7735.06,33666.49,NA
233785,Histioneis panaria,,,,NA
233871,Oxytoxum turbo,3534.29,121.45,612.17,NA
235764,Undella spp.,42411.47,932.06,4871.13,PZ
235802,Acanthoica quattrospina,412.33,,,NA
235823,Gephyrocapsa spp.,523.6,,,NA
235920,Alisphaera unicornis,523.6,,,NA
236065,Homozygosphaera tholifera,,,,NA
246608,Pseudo-nitzschia multistriata,193.5,4.35,20.6,NA
248060,Thalassiothrix mediterranea,9000,105.29,463.75,NA
248063,Haslea wawrikae,5890.48,74.06,328.84,PP
248082,Climacosphenia moniligera,225000,1522.91,6309.76,NA
5,Protozoa,4188.79,,,NA
11,Ciliate (hairy 30 µm),,,,NA
11,Ciliate 30-40 µm,,,,NA
11,Ciliate 30-40 µm fusiform,,,,NA
1410,Foraminifera,4188.79,,,PZ
101183,Rimostrombidium spp.,,,,NA
105505,Bicosta spp.,,,,NA
105599,Pleurasiga orculaeformis,5864.3,,,NA
106289,Rhodomonas spp.,113.1,,,NA
109392,Gymnodinioid dinoflagellate 40-50 µm,11780.96,337.53,1641.01,MP
109458,Pseliodinium spp.,,,,NA
109462,Dinophysis spp.,7330.38,225.62,1112.63,MP
109470,Alexandrium spp.,2412.74,87.83,447.81,PP
109476,Gyrodinium spp.,103672.47,2138.85,9741.86,MP
109477,Katodinium cf. spp.,,,,NA
109487,Pronoctiluca cf. spp.,1047.2,43.24,226.06,NA
109499,Kofoidinium spp.,4188.79,140.29,703.56,PZ
109535,Diplopelta spp.,,,,NA
109541,Kryptoperidinium spp.,321.55,15.87,85.95,NA
109544,Peridiniopsis spp.,4188.79,140.29,703.56,NA
109553,Protoperidinium cyst,65449.79,1447.4,6684.09,NA
109609,Dinophysis argus,7330.38,225.62,1112.63,NA
109622,Dinophysis expulsa,7330.38,225.62,1112.63,NA
109640,Dinophysis operculoides,42725.62,1007.71,4713.54,NA
109649,Dinophysis pulchella,7330.38,225.62,1112.63,NA
109664,Dinophysis uracantha,7330.38,225.62,1112.63,NA
109701,Parahistioneis paraformis,,,,NA
109784,Gymnodinium catenatum cyst,737.23,32.1,169.58,NA
109790,Gymnodinium diploconus,737.23,32.1,169.58,NA
109814,Gymnodinium minor,737.23,32.1,169.58,NA
109863,Gyrodinium cf. obtusum,30869.26,764.7,3611.9,NA
109866,Gyrodinium ovatum,30869.26,764.7,3611.9,NA
109889,Torodinium cf. robustum,4241.15,141.78,710.76,NA
110034,Gonyaulax polyedra,312.22,15.48,83.9,NA
110070,Centrodinium complanatum,1570795,21497.48,90247.56,NA
110086,Oxytoxum coronatum,3534.29,121.45,612.17,NA
110097,Oxytoxum laticeps,1327.32,52.88,274.49,PP
110178,Blepharocysta paulsenii,,,,NA
110201,Podolampas elegans,25132.72,642.22,3052.18,NA
110260,Protoperidinium cf. thorianum,77207.72,1665.35,7652.58,NA
110267,Pyrophacus steinii,353492.75,6059.78,26603.41,NA
110319,Protoceratium areolatum,33510.29,819.9,3863.09,NA
110328,Pyrocystis fusiformis,20943.93,550.12,2628.82,MP
115075,Meringosphaera spp.,523.6,,,NA
115085,Dicrateria spp.,113.1,,,NA
115088,Phaeocystis cf. spp. (colony <50 um),,,,NA
115088,Phaeocystis spp. (colony),113.1,,9,PP
115088,Phaeocystis spp. (solitary),113.1,,9,PP
115093,Algirosphaera quadricornu,1022.65,,,NA
115115,Chrysochromulina ephippium,188.5,,,NA
134526,Tetraselmis spp.,1526.81,,,NA
134527,Cymbomonas spp.,1186.28,,,NA
134534,Pseudoscourfieldia spp.,12.03,,,NA
136145,Bordnamonas tropicana,,,,NA
137313,Thaumatomastix tripus,113.1,,,NA
146203,Unid dinoflagellate > 50 µm,78539.75,1689.71,7760.54,NA
146222,Flagellates ~ 20 µm,4188.79,,,NA
841751,Tripos pulchellus,64926.19,1437.56,6640.27,NA
848437,Scenedesmus quadricaudus,785.4,,,NA
593878,Chaetoceros secundus,3534.29,48.47,217.3,NA
602136,Tectatodinium spp.,,,,NA
602203,Gossleriella spp.,132535.83,981.52,4107.76,NA
611411,Achnanthes reversa,32986.7,309.45,1329.74,NA
612315,Chrysochromulina novae-zelandiae,179.59,,,NA
612316,Chrysochromulina pyramidosa,18.85,,,NA
614611,Heterodinium scrippsii,130899.58,2607.13,11791.96,NA
615435,Helicosphaera carteri,5235.98,,,NA
619331,Protoperidinium cf. charcotii,223196.88,4101.27,18255.31,NA
619853,Actinoptychus adriaticus,567449.69,3281.88,13360.65,NA
623775,Trinovantidinium applanatum,,,,NA
623901,Pleurosigma diversestriatum,6000,75.2,333.79,NA
624495,Characium curvatum,,,,NA
624944,Mastogloia mediterranea,10602.87,120.63,529.68,NA
626527,Surirella elongata,47123.85,416.06,1775.79,NA
627961,Protoperidinium heteracanthum,77207.72,1665.35,7652.58,NA
628112,Pontosphaera haeckeli,4188.79,,,NA
630389,Omphalopsis australis,,,,NA
634635,Asterolampra dallasiana,37600.51,344.96,1478.68,NA
639434,Peridinium hirobis,9676.1,285.59,1396.7,NA
649648,Glaphyrocysta retiintexta,,,,NA
658407,Pseudoisochrysis paradoxa,,,,NA
699655,Gymnodinium dorsalisulcum,737.23,32.1,169.58,NA
702144,Tripos carriensis var.massiliensis,,,,NA
708036,Planktoniella florea,84822.93,677.69,2860.33,NA
708060,Mastogloia strigilis,10602.87,120.63,529.68,NA
732976,Tintinnina ,10226.53,217.51,1281.02,NA
752001,Amphorella laackmanni,23561.93,510.86,2804.97,NA
837220,Tripos falcatus,282743.1,5013.19,22156.63,NA
837232,Tripos pennatus,282743.1,5013.19,22156.63,NA
839993,Trieres chinensis,2291765.36,10454.52,41446.75,NA
841744,Tripos pavillardii,60000,1344.41,6224.71,NA
,Ascampbelliella cf. acuta,,,,NA
,Epiplocyloides spp.,,,,NA
149610,Nitzschia closterium - INVALID use Ceratoneis closterium,540,10.19,47.35,NA
231873,Alexandrium catanella,,,,NA
,Roperia spp.,,,,NA
,Microzooplankton unid,4188.79,,,NA
109712,Alexandrium ostenfeldii,41101.42,975.09,4566.28,MP
232209,Dinophysis miles,7330.38,225.62,1112.63,MP
233382,Gambierdiscus toxicus,439822.6,7294.99,31816.9,MP
156505,Phalacroma rotundatum,30237.8,751.4,3551.27,PZ
233015,Karenia brevis,7530.88,230.85,1137.5,MP
246593,Karenia papilionacea,5615.59,179.94,894.48,MP
345481,Lepidodinium chlorophorum,,,,PP
232423,Prorocentrum hoffmannianum,2047.27,76.4,391.44,MP
110314,Prorocentrum scutellum,2047.27,76.4,391.44,PP
162785,Protoperidinium granii,73002.7,1588.02,7309.51,PZ
110245,Protoperidinium pellucidum,28864.21,722.32,3418.6,PZ
110247,Protoperidinium pentagonum,57255.48,1292.02,5990.54,PZ
109889,Torodinium robustum,,,,MP
841259,Tripos longipes,60000,1344.41,6224.71,MP
841260,Tripos macroceros,69114.98,1515.93,6989.13,PP
115106,Phaeocystis pouchetii,143.79,,9,PP
134566,Pseudoscourfieldia marina,,,,PP
156609,Chaetoceros constrictus,6371.14,79.04,350.44,PP
149289,Chaetoceros costatus,1809.56,27.81,126.27,PP
149171,Chaetoceros crinitus,538.78,10.17,47.27,PP
149219,Chaetoceros debilis,502.65,9.6,44.68,PP
148948,Actinoptychus senarius,226979.88,1534.02,6354.75,PP
163682,Aneumastus tusculus,5491,69.87,310.63,PP
149306,Bellerochea malleus,,,,PP
341473,Chaetoceros castracanei,2655.43,38.23,172.33,PP
418510,Chaetoceros neogracile,1802.49,27.72,125.86,PP
149222,Chaetoceros pseudocrinitus,3534.29,48.47,217.3,PP
178229,Chaetoceros pseudocurvisetus,38955.72,355.25,1521.76,PP
148990,Cocconeis placentula,5655.09,71.6,318.14,PP
149195,Diploneis didyma,8312.65,98.57,434.81,PP
149360,Fragilaria crotonensis,659.7,12.03,55.7,PP
157053,Mastogloia smithii,10602.87,120.63,529.68,PP
149145,Meuniera membranacea,23561.93,234.04,1012.17,PP
172799,Navicula gregaria,343,6.99,32.77,PP
149456,Navicula peregrina,14962.5,160.55,700.36,PP
156689,Porosira glacialis,89797.36,710.51,2995.64,PP
149334,Tabellaria fenestrata,2304,33.98,153.59,PP
157083,Thalassiothrix longissima,67383.75,559.84,2373.29,PP
576706,Tetraedron caudatum,,,,PP
162668,Aphanocapsa incerta,,,,PP
146561,Microcystis wesenbergii,65.45,8,0.2,PP
624842,Nodularia spumigena,8659.01,8,0.2,PP
418303,Mastogloia horvathiana,10602.87,120.63,529.68,NA
418477,Biddulphia tuomeyi,2291765.36,10454.52,41446.75,NA
418487,Bacteriastrum mediterraneum,8821.58,103.55,456.28,NA
427461,Dictyocysta cf. duplex,1989.67,40.76,275.41,PZ
427512,Rhabdonella apophysata,294524.06,6767.67,30055.72,NA
437632,Aspergillus sydowii,,,,NA
447730,Bellerochea horologicalis,48778,428.14,1826.17,NA
450616,Neostreptotheca spp.,216000,1472.17,6104.28,PP
450627,Mastoneis spp.,,,,NA
465389,Chaetoceros criophilus,10995.57,124.33,545.53,PP
494057,Tripos cf. macroceros,69114.98,1515.93,6989.13,NA
494069,Oltmannsiella spp.,,,,NA
555904,Calyptrolithina wettsteinii,523.6,,,NA
555942,Syracosphaera nana,113.1,,,NA
572004,Closteriopsis spp.,1425.5,,,NA
573441,Coscinodiscus tabularis,5890.48,74.06,328.84,NA
573484,Manguinea rigida,43982.26,392.9,1679.15,NA
573871,Eutreptiella euparyngea,8069.96,,,NA
573980,Chrysolepidomonas marina,,,,NA
578354,Nephrocytium spp.,,,,NA
593694,Thaumatomastix setifera,113.1,,,NA
593844,Coscinodiscus debilis,2089157.35,9681.41,38449.36,NA
593847,Entomoneis punctulata,30799.36,292.32,1257.77,NA
593857,Chaetoceros frickei,5426.31,69.18,307.66,NA
146545,Merismopedia spp.,0.9,8,0.2,NA
146690,Phormidium spp.,54977.83,8,0.2,NA
148899,Pennate diatom 10 - 25 µm,210,4.65,22.01,PP
148912,Thalassiosira cf. oestrupii,,,,NA
148912,Thalassiosira spp.,7068.58,86.16,381.24,NA
148912,Thalassiosira spp. 40-60 µm,19634.94,201.18,873.05,PP
148912,Thalassiosira spp. <10 µm,251.33,5.4,25.47,NA
148917,Coscinodiscus spp. 100-150 µm,736310.16,4074.02,16503.6,PP
148944,Actinocyclus cf. curvatulus,,,,NA
148959,Aulacoseira spp.,4398.23,58.11,259.47,NA
148985,Chaetoceros solitary,3534.29,48.47,217.3,NA
148985,Chaetoceros spp. 20-30 µm,5890.48,74.06,328.84,PP
148985,Chaetoceros spp. < 10 µm cell width,376.99,7.56,35.38,NA
148989,Cocconeis spp.,2323.21,34.21,154.63,PP
149031,Navicula cf. 140-160 µm length,18750,193.62,841,PP
149031,Navicula cf. > 350 µm length,240625,1610.18,6662.85,NA
149033,Gyrosigma spp.,70312.5,579.96,2456.61,PP
149042,Melosira cf. spp.,7853.98,94.03,415.25,NA
149057,Plagiogrammopsis vanheurckii,1281.18,20.88,95.43,NA
149087,Surirella ovalis,47123.85,416.06,1775.79,NA
149099,Thalassiosira antarctica,5319.84,68.05,302.76,NA
149113,Guinardia cf. striata,84822.93,677.69,2860.33,NA
149130,Eucampia spp.,1767.14,27.26,123.86,NA
149132,Guinardia flaccida >150 µm length,565486.2,3272.45,13323.14,PP
149168,Proboscia alata ~ 50 µm cell width,981746.88,5172.76,20840.31,PP
149187,Synedra cf. ulna,240,5.2,24.53,NA
149241,Chaetoceros cf. affinis,6283.18,78.14,346.51,NA
149257,Thalassiosira condensata,,,,NA
249725,Ochromonas cf. spp.,46.08,,,NA
292924,Proplectella spp.,235574.48,5385.37,24369.75,NA
341379,Nitzschia sicula,1521,24.07,109.67,NA
341476,Chaetoceros flexuosus,1639.91,25.62,116.58,NA
341499,Dactyliosolen tenuijunctus,2322.03,34.2,154.56,NA
341528,Achnanthes vicentii,201.06,4.49,21.25,NA
341555,Fragilariopsis kerguelensis,2626.37,37.88,170.8,NA
341561,Fragilariopsis separanda,1401.93,22.5,102.66,NA
341567,Nitzschia decipiens,70,1.87,9.03,NA
345436,Brachiomonas spp.,,,,NA
345498,Parapedinella spp.,268.08,,,NA
345549,Thalassiosira oceanica,339.29,6.93,32.49,NA
345911,Parundella spp.,130899.58,2952.27,14035.49,PZ
370367,Chaetoceros (Phaeoceros),5890.48,74.06,328.84,PP
375788,Dictyocha crux,4090.61,85.19,244.65,PP
375975,Sarcinochrysis marina,,,,NA
394598,Asteromphalus sarcophagus,8182.76,97.29,429.29,NA
395044,Skeletonema tropicum,410.5,8.12,37.91,NA
411766,Pseudo-nitzschia prolongatoides,340.64,6.95,32.59,NA
411768,Pseudo-nitzschia turgiduloides,175.39,4.01,19.02,NA
415082,Ascampbelliella spp.,1989.67,40.76,275.41,PZ
417235,Salpingella subconica,20575.32,444.72,2469.76,NA
418136,Gonyaulax digitalis,312.22,15.48,83.9,NA
418166,Phalacroma elongatum,30237.8,751.4,3551.27,NA
418208,Nitzschia pacifica,630,11.58,53.66,NA
149289,Chaetoceros cf. costatus,1809.56,27.81,126.27,PP
149310,Dactyliosolen fragilissimus >150 µm length,427648.94,2595.17,10621.95,NA
149328,Cerataulus spp.,,,,NA
149342,Licmophora cf. spp.,12182.87,135.37,592.84,NA
149408,Diploneis weissflogii,29083.27,278.73,1200.62,NA
149650,Azpeitia spp.,28274.31,272.28,1173.47,NA
149651,Azpeitia nodulifera,51143.12,445.3,1897.66,NA
156634,Melosira crenulata,7853.98,94.03,415.25,NA
157072,Rhabdonema spp.,165000,1177.27,4906.5,PP
157078,Sellaphora spp.,,,,NA
157081,Thalassionemataceae,9000,105.29,463.75,NA
160513,Pyramimonas longicorda,,,,NA
160529,Nitzschia pungens,1316.25,21.35,97.54,NA
160594,Pachysphaera cf. spp.,418.88,,,NA
162518,Corymbellus spp.,523.6,,,NA
163344,Pseudosolenia calcar-avis,1930192.9,9065.91,36059.08,PP
163394,Stellarima microtrias,181615.81,1274.85,5303.54,NA
163706,Synedra crystallina,240,5.2,24.53,NA
163862,Protoperidinium claudicans cyst,158704.75,3070.31,13806.92,NA
163902,Craticula spp.,2516.32,36.56,164.97,NA
172400,Fragilaria hyalina,438.25,8.57,39.98,NA
172431,Favella spp.,65449.79,1452.79,7320.83,PZ
172442,Frustulia rhomboides,,,,NA
172460,Protoperidinium cf. diabolum,77207.72,1665.35,7652.58,NA
176385,Tryblionella spp.,2617.99,37.78,170.36,NA
177434,Rhabdoderma spp.,25.13,8,0.2,NA
177935,Caloneis liber,,,,NA
178185,Chaetoceros peruvianus < 40 µm cell width,18849.54,194.47,844.62,NA
178989,Acanthoceras spp.,6283.18,78.14,346.51,NA
179605,Coscinodiscus gigas (with cilliates),,,,NA
179785,Dactyliosolen antarcticus,319001.42,2034.75,8374.68,NA
180367,Hemidiscus cuneiformis,16436309.97,53638.95,204837.65,NA
183543,Eutintinnus spp.,35342.89,773.47,4104.67,PZ
183547,Climacocylis spp.,113097.24,2542.2,12235.29,PZ
204228,Chamaesiphon spp.,32724.9,8,0.2,PP
231789,Karlodinium spp.,1767.14,67.42,347,NA
231798,Gambierdiscus spp.,439822.6,7294.99,31816.9,NA
231873,Alexandrium pacificum,8931.15,266.81,1308,NA
232076,Tintinnopsis minuta,,,,NA
232119,Amphisolenia astragalus,39269.88,938.08,4398.94,NA
232125,Amphisolenia bispinosa,39269.88,938.08,4398.94,NA
232135,Amphisolenia lemmermannii,39269.88,938.08,4398.94,NA
232161,Dinophysis arctica,7330.38,225.62,1112.63,NA
232214,Dinophysis moresbyensis,7330.38,225.62,1112.63,NA
232245,Polarella spp.,523.6,24.01,128.14,NA
232249,Dinophysis pacifica,7330.38,225.62,1112.63,NA
232290,Dinophysis truncata,65889.61,1455.65,6720.86,MP
232321,Heteroschisma subantarcticum,33510.29,819.9,3863.09,NA
232372,Histioneis lanceolata,,,,NA
232446,Phalacroma biceps,30237.8,751.4,3551.27,NA
232497,Phalacroma operculatum,30237.8,751.4,3551.27,NA
232518,Phalacroma striatum,30237.8,751.4,3551.27,NA
232545,Spiraulax jolliffei,78539.75,1689.71,7760.54,NA
232590,Amphidinium lissae,3239.13,112.78,569.97,NA
232636,Podolampus antarcticus,5759.58,183.85,913.22,NA
232651,Cochlodinium cavatum,23090.69,597.64,2847.53,NA
232791,Gymnodinium instriatum,,,,NA
232828,Gymnodinium ochraceum,737.23,32.1,169.58,NA
232864,Gymnodinium scopulosum,737.23,32.1,169.58,NA
232873,Gymnodinium sulcatum,737.23,32.1,169.58,NA
232929,Protoperidinium sourniae,77207.72,1665.35,7652.58,NA
232973,Protoperidinium rosaceum,43515.67,1023.51,4784.81,NA
232998,Gyrodinium striatissimum,30869.26,764.7,3611.9,NA
233066,Protoperidinium nipponicum,77207.72,1665.35,7652.58,NA
233126,Protopsis simplex,,,,NA
233158,Warnowia subnigra,1308995.83,18414.61,77729.53,NA
233211,Protoperidinium latissimum,77207.72,1665.35,7652.58,NA
233337,Dinophysis jourdanii,7330.38,225.62,1112.63,NA
233388,Protoperidinium cf. defectum,77207.72,1665.35,7652.58,NA
233390,Protoperidinium decipiens,77207.72,1665.35,7652.58,NA
233424,Protoperidinium compressum,77207.72,1665.35,7652.58,NA
233502,Protoperidinium antarcticum,,,,NA
233532,Gonyaulax hyalina,312.22,15.48,83.9,NA
233592,Lingulodinium polyedrum,26724.52,676.59,3209.61,NA
233656,Heterodinium fenestratum,65449.79,1447.4,6684.09,NA
233778,Chattonella antiqua,,,,NA
233856,Schuettiella mitra,188495.4,3553.14,15895.89,NA
233873,Oxytoxum pachyderme,2356.19,86.08,439.19,NA
235741,Nassellaria,,,,NA
235761,Favella ehrenbergii,,,,NA
235873,Daktylethra pirus,4188.79,,,NA
235894,Calyptrolithophora papillifera,1767.14,,,NA
235923,Calcidiscus leptoporus,8181.22,,,NA
235954,Gephyrocapsa ericsonii,33.51,,,NA
235961,Michaelsarsia elegans,113.1,,,NA
235962,Oolithotus fragilis,4188.79,,,NA
235982,Umbellosphaera irregularis,523.6,,,NA
236058,Michaelsarsia adriaticus,113.1,,,NA
247939,Eutintinnus lusus-undae,116251.4,2614.75,12555.43,NA
248070,Asterolampra marylandica,147949.84,1075.37,4491.13,NA
248074,Toxarium cf. spp.,16964.59,178.19,775.45,NA
248081,Climacosphenia spp.,25602.5,250.75,1082.7,NA
248164,Schroederia spp.,,,,NA
8038,Petalomonas spp.,130.9,,,NA
17329,Prasinophytes,261.8,,,PP
17657,Eutreptiella spp.,8069.96,,,PP
19542,Dinophyceae,11648.66,334.31,1625.9,NA
22577,Chilomonas spp.,,,,NA
22733,Ploeotia spp.,1047.2,,,NA
101196,Tontonia spp.,,,,NA
105506,Calliacantha spp.,,,,NA
105668,Salpingoeca cf. inquillata,28274.31,,,NA
106305,Teleaulax acuta,234.16,,,NA
109475,Gymnodinium spp.,737.23,32.1,169.58,MP
109492,Woloszynskia spp.,,,,NA
109507,Ceratocorys spp.,131946.78,2624.83,11869.17,NA
109541,Kryptoperidinium cf. spp.,321.55,15.87,85.95,NA
109555,Pyrophacus spp.,353492.75,6059.78,26603.41,PP
109564,Mesoporos spp.,2544.69,91.89,467.77,NA
109592,Amphisolenia globifera,39269.88,938.08,4398.94,NA
109611,Dinophysis biceps,7330.38,225.62,1112.63,NA
109654,Dinophysis recurva,7330.38,225.62,1112.63,NA
109658,Dinophysis similis,7330.38,225.62,1112.63,NA
109677,Histioneis longicollis,3926.99,132.81,667.34,NA
109679,Histioneis oxypteris,,,,NA
109696,Ornithocercus steinii,32724.9,803.55,3788.78,NA
109712,Alexandrium ostenfeldii cyst,2412.74,87.83,447.81,NA
109755,Amphidinium steinii,2827.43,100.49,509.92,NA
109761,Cochlodinium archimedis,23090.69,597.64,2847.53,NA
109780,Gymnodinium agiliforme,737.23,32.1,169.58,NA
109828,Gymnodinium rubrum,737.23,32.1,169.58,NA
109873,Gyrodinium prunus,30869.26,764.7,3611.9,NA
109885,Katodinium glaucum,11.52,0.94,5.62,NA
109989,Cladopyxis brachiolata,47712.9,1106.74,5159.6,PP
109993,Micracanthodinium setiferum,3053.63,107.27,543.1,NA
110042,Gonyaulax tamarense,312.22,15.48,83.9,NA
110052,Heterodinium dispar,65449.79,1447.4,6684.09,NA
110061,Heterodinium milneri,65449.79,1447.4,6684.09,NA
110083,Oxytoxum challengeroides,3534.29,121.45,612.17,NA
110099,Oxytoxum longiceps,3534.29,121.45,612.17,NA
110103,Oxytoxum milneri,3534.29,121.45,612.17,NA
110109,Oxytoxum parvum,3534.29,121.45,612.17,PP
110114,Oxytoxum sceptrum,3534.29,121.45,612.17,NA
110172,Scrippsiella cf. trochoidea,,,,NA
110179,Blepharocysta splendor-maris,,,,NA
110298,Prorocentrum cf. dentatum,2047.27,76.4,391.44,NA
110635,Urceolus costatus,7068.58,,,NA
110655,Metanema strenuum,,,,NA
110663,Ploeotia vitrea,1047.2,,,NA
111929,Globigerinidae,4188.79,,,PZ
115057,Prymnesiophytes,523.6,,,MP
115099,Ophiaster hydroideus,65.45,,,NA
115109,Chrysochromulina alifera,188.5,,,NA
115110,Chrysochromulina apheles,33.51,,,NA
134528,Halosphaera spp.,1767144.38,,,NA
134529,Pyramimonas spp.,32.72,,,NA
134562,Mamiella gilva,,,,NA
146203,Dinoflagellate cyst,523.6,24.01,128.14,NA
146203,Unid dinoflagellate 10 - 20 µm,,,,NA
146222,Flagellate <10 µm round,65.45,,,NA
146232,Dictyochophyceae,4090.61,85.19,244.65,NA
146537,Cyanobacteria coccoid chain,523.6,8,0.2,PP
841767,Tripos symmetricus,90844.31,1911.95,8742.98,MP
842524,Tripos volans,143099.42,2812.02,12684.72,NA
888303,Tripos tenuis,39369.36,940.09,4408.07,MP
1380093,Tripos fusus var. schuettii,5654862,63780.56,257660.13,NA
601402,Biddulphiopsis spp.,,,,NA
601904,Palaeocystodinium spp.,,,,NA
609927,Pinnularia brevicostata,20000,204.28,886.19,NA
611683,Melosira jurgensii,7853.98,94.03,415.25,NA
612318,Chrysochromulina scutellum,65.45,,,NA
618818,Helkesimastix faecicola,33.51,,,NA
619589,Planktolyngbya minor,,,,NA
620729,Anaulus minutus,294.52,6.16,28.96,NA
624969,Prymnesium chiton,326.73,,,NA
624970,Prymnesium minus,326.73,,,NA
626124,Protoperidinium remotum,77207.72,1665.35,7652.58,NA
627257,Pinnularia braunii,20000,204.28,886.19,NA
632984,Asteromphalus cleveanus,223278.69,1513.23,6270.58,NA
642013,Phalacroma lenticulum,30237.8,751.4,3551.27,NA
645737,Peridinium okamurae,9676.1,285.59,1396.7,NA
648132,Cryptomonas profunda,1309,,,NA
651247,Coscinodiscus simbirskianus,678583.44,3807.09,15446.24,NA
653570,Triceratium tessellatum,20341.69,207.17,898.45,NA
654198,Actinoptychus trilingulatus,567449.69,3281.88,13360.65,NA
654543,Protoperidinium turbinatum,77207.72,1665.35,7652.58,NA
657323,Hemiaulus fragilis,88668.24,703.09,2965.05,NA
657779,Petasaria heterolepis,65.45,,,NA
666546,Protoperidinium adeliense,24097.57,619.69,2948.83,NA
688549,Prymnesium parvum f. patelliferum,502.65,,,NA
704552,Oligosphaeridium complex,,,,NA
708173,Synedra frauenfeldii,240,5.2,24.53,NA
837224,Tripos hircus,20943.93,550.12,2628.82,NA
837964,Resultomonas moestrupii,,,,NA
841198,Tripos concilians,64926.19,1437.56,6640.27,NA
841200,Tripos contortus,64926.19,1437.56,6640.27,NA
841210,Tripos euarcuatus,,,,NA
,Pennate diatom > 1000 µm,25000,245.84,1061.99,NA
,Egg,,,,NA
,Filamentous algae (non branching),,8,0.2,NA
,Pontosphaera spp.,,,,NA
,Spicule,,,,NA
,Filamentous algae (branching),,8,0.2,NA
,Pennate diatom < 10 µm,35,1.05,5.15,NA
,Unidentified diatom cyst,301.59,6.28,29.53,NA
109707,Alexandrium affine,22449.28,583.52,2782.58,MP
110014,Gonyaulax diegensis,312.22,15.48,83.9,MP
110039,Gonyaulax scrippsae,14137.16,394.04,1905.29,PP
109784,Gymnodinium catenatum,737.23,32.1,169.58,MP
110102,Oxytoxum mediterraneum,3534.29,121.45,612.17,PZ
109899,Polykrikos kofoidii,205250.55,3819.54,17044.11,PZ
109876,Gyrodinium spirale,30869.26,764.7,3611.9,PZ
110152,Heterocapsa rotundata,268.34,13.61,74.11,MP
840689,Levanderina fissa,,,,MP
232516,Mesoporos perforatus,2544.69,91.89,467.77,PP
110208,Protoperidinium bipes,1108.75,45.39,236.88,PZ
172460,Protoperidinium diabolum,77207.72,1665.35,7652.58,PZ
109923,Spatulodinium pseudonoctiluca,750447.31,11482.3,49283.42,PZ
110272,Thecadinium kofoidii,2356.19,86.08,439.19,PP
840627,Tripos furca,20943.93,550.12,2628.82,MP
837229,Tripos lunula,64926.19,1437.56,6640.27,MP
160513,Pyramimonas longicauda,1963.49,,,PP
233761,Fibrocapsa japonica,4008.8,,,MP
572005,Closteriopsis longissima,,,,PP
149622,Chaetoceros cinctus,1272.34,20.76,94.89,PP
149120,Chaetoceros danicus,3298.67,45.77,205.48,PP
148949,Actinoptychus splendens,158885.91,1140.94,4758.53,PP
149291,Chaetoceros brevis,3652.06,49.8,223.16,PP
163063,Chaetoceros holsaticus,593.84,11.03,51.15,PP
163112,Chaetoceros radicans,1071.28,18,82.54,PP
149272,Coscinodiscus perforatus,2290219.11,10448.66,41424.07,PP
163940,Cymatopleura elliptica,137693.63,1013.12,4236.93,PP
175400,Nitzschia frigida,275.45,5.83,27.43,PP
149150,Nitzschia longissima,4897.26,63.54,283.1,PP
149050,Odontella aurita,75398.16,614.57,2599.75,PP
149094,Odontella regia,53014.33,458.78,1953.78,PP
149095,Odontella sinensis,376990.8,2337.31,9589.52,PP
