SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,SPCODE,CELL_COUNT,SAMPVOL_L
167,Thalassiosira gravida,Centric diatom,Thalassiosira,gravida,149102,1,0.04
167,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,5,0.04
167,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,44,0.04
168,Actinocyclus spp.,Centric diatom,Actinocyclus,spp.,148944,3,0.04
168,Amphora spp.,Pennate diatom,Amphora,spp.,149200,4,0.04
168,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,149288,4,0.04
168,Chaetoceros decipiens < 15 µm cell width,Centric diatom,Chaetoceros (Hyalochaete),decipiens,149126,8,0.04
168,Chaetoceros messanense,Centric diatom,Chaetoceros (Hyalochaete),messanense,418509,3,0.04
168,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,4,0.04
168,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,10,0.04
168,Chrysophyceae,Flagellate,(null),(null),146230,5,0.04
168,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,838,0.04
168,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,38,0.04
168,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,8,0.04
168,Dinophysis caudata,Dinoflagellate,Dinophysis,caudata,109612,1,0.04
168,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,8,0.04
168,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,5292,0.04
168,Flagellate <10 µm round,Flagellate,(null),(null),146222,9879,0.04
168,Guinardia striata,Centric diatom,Guinardia,striata,149113,7,0.04
168,Gymnodinium spp.,Dinoflagellate,Gymnodinium,spp.,109475,4,0.04
168,Helicotheca spp.,Centric diatom,Helicotheca,spp.,157438,1,0.04
168,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,3,0.04
168,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,9,0.04
168,Licmophora spp. < 150 µm,Pennate diatom,Licmophora,spp.,149342,2,0.04
168,Navicula cf. 140-160 µm length,Pennate diatom,(null),(null),149031,2,0.04
168,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,3,0.04
168,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,549210,7,0.04
168,Odontella spp. <25 µm cell length,Centric diatom,Odontella,spp.,148963,2,0.04
168,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,3,0.04
168,Prasinophytes,Flagellate,(null),(null),17329,44,0.04
168,Proboscia alata,Centric diatom,Proboscia,alata,149168,2,0.04
168,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,2,0.04
168,Prymnesiophytes,Flagellate,(null),(null),115057,573,0.04
168,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,105,0.04
168,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,3,0.04
168,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,2,0.04
168,Pseudosolenia spp. ~60 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,1,0.04
168,Rhizosolenia formosa,Centric diatom,Rhizosolenia,formosa,418569,2,0.04
168,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,2,0.04
168,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,6,0.04
168,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,5,0.04
168,Thalassiosira gravida,Centric diatom,Thalassiosira,gravida,149102,3,0.04
168,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,157081,1,0.04
168,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,837459,1,0.04
168,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,495363,1,0.04
168,Tripos symmetricus,Dinoflagellate,Tripos (Tripoceratium),symmetricus,841767,2,0.04
168,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,265,0.04
169,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,84,0.04
169,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,56,0.04
169,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,22,0.04
169,Chrysophyceae,Flagellate,(null),(null),146230,2,0.04
169,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,222,0.04
169,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,18,0.04
169,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,38,0.04
169,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,4,0.04
169,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,1556,0.04
169,Flagellate <10 µm round,Flagellate,(null),(null),146222,4778,0.04
169,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,31,0.04
169,Guinardia striata,Centric diatom,Guinardia,striata,149113,29,0.04
169,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),109392,9,0.04
169,Helicotheca spp.,Centric diatom,Helicotheca,spp.,157438,7,0.04
169,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,9,0.04
169,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,4,0.04
169,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,382,0.04
169,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,4,0.04
169,Prasinophytes,Flagellate,(null),(null),17329,278,0.04
169,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,4,0.04
169,Prymnesiophytes,Flagellate,(null),(null),115057,1111,0.04
169,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,62,0.04
169,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,4,0.04
169,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,4,0.04
169,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,489,0.04
169,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,4,0.04
169,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,4,0.04
169,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,167,0.04
170,Amphora spp.,Pennate diatom,Amphora,spp.,149200,2,0.04
170,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,18,0.04
170,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,44,0.04
170,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,28,0.04
170,Chrysophyceae,Flagellate,(null),(null),146230,2,0.04
170,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,4,0.04
170,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,2,0.04
170,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,238,0.04
170,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,36,0.04
170,Euglena spp.,Flagellate,Euglena,spp.,8012,4,0.04
170,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,1108,0.04
170,Flagellate <10 µm round,Flagellate,(null),(null),146222,3642,0.04
170,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,10,0.04
170,Guinardia striata,Centric diatom,Guinardia,striata,149113,6,0.04
170,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),109392,10,0.04
170,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,14,0.04
170,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,12,0.04
170,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,16,0.04
170,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,149045,12,0.04
170,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,2,0.04
170,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,115088,16,0.04
170,Prasinophytes,Flagellate,(null),(null),17329,158,0.04
170,Proboscia alata,Centric diatom,Proboscia,alata,149168,4,0.04
170,Prymnesiophytes,Flagellate,(null),(null),115057,238,0.04
170,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,55,0.04
170,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,8,0.04
170,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,8,0.04
170,Rhizosolenia imbricata,Centric diatom,Rhizosolenia,imbricata,149116,8,0.04
170,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,40,0.04
170,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,6,0.04
170,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,24,0.04
170,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,40,0.04
170,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,2,0.04
170,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,158,0.04
171,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,1,0.04
171,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,3,0.04
171,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,3,0.04
171,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,44,0.04
171,Chrysophyceae,Flagellate,(null),(null),146230,1,0.04
171,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,8,0.04
171,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,375,0.04
171,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,23,0.04
171,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,39,0.04
171,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,149130,2,0.04
171,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,2,0.04
171,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,2083,0.04
171,Flagellate <10 µm round,Flagellate,(null),(null),146222,4500,0.04
171,Guinardia striata,Centric diatom,Guinardia,striata,149113,3,0.04
171,Gymnodinioid dinoflagellate,Dinoflagellate,(null),(null),109392,1,0.04
171,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,1,0.04
171,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,2,0.04
171,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,33,0.04
171,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,1,0.04
171,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,3,0.04
171,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,2,0.04
171,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,0,0.04
171,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,1,0.04
171,Prasinophytes,Flagellate,(null),(null),17329,42,0.04
171,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,1,0.04
171,Prymnesiophytes,Flagellate,(null),(null),115057,250,0.04
171,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,39,0.04
171,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,3,0.04
171,Raphidophytes,Flagellate,(null),(null),160581,3,0.04
171,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,6,0.04
171,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,1,0.04
171,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,4,0.04
171,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,4,0.04
171,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,1,0.04
171,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,125,0.04
172,Akashiwo spp.,Dinoflagellate,Akashiwo,spp.,231787,1,0.04
172,Alexandrium spp.,Dinoflagellate,Alexandrium,spp.,109470,1,0.04
172,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,149288,9,0.04
172,Chaetoceros danicus,Centric diatom,Chaetoceros (Phaeoceros),danicus,149120,3,0.04
172,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,7,0.04
172,Chrysophyceae,Flagellate,(null),(null),146230,3,0.04
172,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,1,0.04
172,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,97,0.04
172,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,12,0.04
172,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,56,0.04
172,Entomoneis spp.,Pennate diatom,Entomoneis,spp.,156598,2,0.04
172,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,2,0.04
172,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,4466,0.04
172,Flagellate <10 µm round,Flagellate,(null),(null),146222,10000,0.04
172,Gonyaulax spp.,Dinoflagellate,Gonyaulax,spp.,109519,1,0.04
172,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,1,0.04
172,Guinardia striata,Centric diatom,Guinardia,striata,149113,9,0.04
172,Gymnodinioid dinoflagellate 20-30 µm,Dinoflagellate,(null),(null),109392,1,0.04
172,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,10,0.04
172,Gyrodinium spp. 40-60 µm,Dinoflagellate,Gyrodinium,spp.,109476,2,0.04
172,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,8,0.04
172,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,11,0.04
172,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,44,0.04
172,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,549210,5,0.04
172,Prasinophytes,Flagellate,(null),(null),17329,243,0.04
172,Proboscia alata,Centric diatom,Proboscia,alata,149168,3,0.04
172,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,3,0.04
172,Prymnesiophytes,Flagellate,(null),(null),115057,1117,0.04
172,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,68,0.04
172,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,17,0.04
172,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,2,0.04
172,Pseudosolenia spp. ~60 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,10,0.04
172,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,3,0.04
172,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,1,0.04
172,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,2,0.04
172,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,2,0.04
172,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,5,0.04
172,Tripos muelleri type,Dinoflagellate,Tripos (Tripoceratium),muelleri type,494057,2,0.04
172,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,243,0.04
173,Amphidinium spp. <30 µm cell height,Dinoflagellate,Amphidinium,spp.,109473,15,0.04
173,Amphiprora spp.,Pennate diatom,Amphiprora,spp.,149140,2,0.04
173,Amphora spp.,Pennate diatom,Amphora,spp.,149200,40,0.04
173,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,3,0.04
173,Bellerochea spp.,Centric diatom,Bellerochea,spp.,149305,2,0.04
173,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,178185,9,0.04
173,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,13,0.04
173,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,2,0.04
173,Chrysophyceae,Flagellate,(null),(null),146230,3,0.04
173,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,17,0.04
173,Coscinodiscus spp.,Centric diatom,Coscinodiscus,spp.,148917,2,0.04
173,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,265,0.04
173,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,24,0.04
173,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,2042,0.04
173,Flagellate <10 µm round,Flagellate,(null),(null),146222,5823,0.04
173,Guinardia flaccida >150 µm length,Centric diatom,Guinardia,flaccida,149132,6,0.04
173,Guinardia striata,Centric diatom,Guinardia,striata,149113,2,0.04
173,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,4,0.04
173,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,121,0.04
173,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,2,0.04
173,Neostreptotheca subindica,Centric diatom,Neostreptotheca,subindica,573498,12,0.04
173,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,4,0.04
173,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,115088,57,0.04
173,Phalacroma mitra,Dinoflagellate,Phalacroma,mitra,232491,2,0.04
173,Pleurosigma spp. > 450 µm,Pennate diatom,Pleurosigma,spp.,149181,2,0.04
173,Prasinophytes,Flagellate,(null),(null),17329,151,0.04
173,Proboscia alata ~ 50 µm cell width,Centric diatom,Proboscia,alata,149168,6,0.04
173,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,31,0.04
173,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,5,0.04
173,Prymnesiophytes,Flagellate,(null),(null),115057,189,0.04
173,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,10,0.04
173,Pseudosolenia spp. ~60 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,4,0.04
173,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.04
173,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,10,0.04
173,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,175,0.04
173,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,7,0.04
173,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,837459,7,0.04
173,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,841746,1,0.04
173,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,265,0.04
174,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,8,0.04
174,Chrysophyceae,Flagellate,(null),(null),146230,1,0.04
174,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,1331,0.04
174,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,1,0.04
174,Dinophysis fortii,Dinoflagellate,Dinophysis,fortii,109624,1,0.04
174,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,109662,1,0.04
174,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,17657,2,0.04
174,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,1775,0.04
174,Flagellate <10 µm round,Flagellate,(null),(null),146222,10651,0.04
174,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,1,0.04
174,Guinardia striata,Centric diatom,Guinardia,striata,149113,4,0.04
174,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,1,0.04
174,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,7,0.04
174,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,1,0.04
174,Paralia sulcata,Centric diatom,Paralia,sulcata,149055,1,0.04
174,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,115088,47,0.04
174,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,156505,3,0.04
174,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.04
174,Prasinophytes,Flagellate,(null),(null),17329,259,0.04
174,Proboscia alata,Centric diatom,Proboscia,alata,149168,8,0.04
174,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,1,0.04
174,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,110245,1,0.04
174,Prymnesiophytes,Flagellate,(null),(null),115057,777,0.04
174,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,5,0.04
174,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,1,0.04
174,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,163342,1,0.04
174,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,6,0.04
174,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.04
174,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,8,0.04
174,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,555,0.04
175,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,53,0.04
175,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,35,0.04
175,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,35,0.04
175,Chrysophyceae,Flagellate,(null),(null),146230,2,0.04
175,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,1326,0.04
175,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,71,0.04
175,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,301,0.04
175,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,8488,0.04
175,Flagellate <10 µm round,Flagellate,(null),(null),146222,18744,0.04
175,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,18,0.04
175,Guinardia striata,Centric diatom,Guinardia,striata,149113,212,0.04
175,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,3077,0.04
175,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,149039,354,0.04
175,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,0,0.04
175,Prasinophytes,Flagellate,(null),(null),17329,354,0.04
175,Proboscia alata,Centric diatom,Proboscia,alata,149168,18,0.04
175,Prymnesiophytes,Flagellate,(null),(null),115057,1680,0.04
175,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,354,0.04
175,Rhizosolenia fallax,Centric diatom,Rhizosolenia,fallax,573572,18,0.04
175,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,71,0.04
175,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,4,0.04
175,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,0,0.04
175,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,354,0.04
176,Chrysophyceae,Flagellate,(null),(null),146230,1,0.04
176,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,140,0.04
176,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,42,0.04
176,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,6,0.04
176,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,2524,0.04
176,Flagellate <10 µm round,Flagellate,(null),(null),146222,3155,0.04
176,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,3,0.04
176,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),109392,28,0.04
176,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,109476,2,0.04
176,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,163248,2,0.04
176,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,1,0.04
176,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,2,0.04
176,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,2,0.04
176,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,2,0.04
176,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,1,0.04
176,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,2,0.04
176,Prasinophytes,Flagellate,(null),(null),17329,70,0.04
176,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,109566,7,0.04
176,Prymnesiophytes,Flagellate,(null),(null),115057,351,0.04
176,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,11,0.04
176,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,10,0.04
176,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,2,0.04
176,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,4,0.04
176,Tripos spp.,Dinoflagellate,Tripos,spp.,494057,1,0.04
176,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,210,0.04
177,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,3,0.04
177,Chrysophyceae,Flagellate,(null),(null),146230,2,0.04
177,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,1693,0.04
177,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,19,0.04
177,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,3387,0.04
177,Flagellate <10 µm round,Flagellate,(null),(null),146222,6773,0.04
177,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),149031,7,0.04
177,Prasinophytes,Flagellate,(null),(null),17329,339,0.04
177,Prymnesiophytes,Flagellate,(null),(null),115057,1411,0.04
177,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,500,0.04
177,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,3,0.04
177,Thalassionema spp.,Pennate diatom,Thalassionema,spp.,149092,8,0.04
177,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),146203,56,0.04
178,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,1,0.04
178,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,1,0.04
178,Chrysophyceae,Flagellate,(null),(null),146230,2,0.04
178,Cryptophyta < 10 µm length,Flagellate,(null),(null),17638,722,0.04
178,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,4,0.04
178,Dactyliosolen fragilissimus,Centric diatom,Dactyliosolen,fragilissimus,149310,2,0.04
178,Flagellate <10 µm fusiform,Flagellate,(null),(null),146222,7104,0.04
178,Flagellate <10 µm round,Flagellate,(null),(null),146222,13431,0.04
178,Guinardia striata,Centric diatom,Guinardia,striata,149113,2,0.04
178,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,149230,2,0.04
178,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.04
178,Prasinophytes,Flagellate,(null),(null),17329,278,0.04
