TRIP_CODE,SAMPLEDEPTH_M,SAMPLE_DATE_LOCAL,CPHL_C3,MG_DVP,CPHL_C2,CPHL_C1,CPHL_C1C2,CPHLIDE_A,PHIDE_A,PERID,PYROPHIDE_A,BUT_FUCO,FUCO,NEO,KETO_HEX_FUCO,PRAS,VIOLA,HEX_FUCO,ASTA,DIADCHR,DIADINO,DINO,ANTH,ALLO,MYXO,DIATO,ZEA,LUT,CANTHA,GYRO,DV_CPHL_B,CPHL_B,DV_CPHL_B_AND_CPHL_B,DV_CPHL_A,CPHL_A,DV_CPHL_A_AND_CPHL_A,ECHIN,PHYTIN_B,PHYTIN_A,LYCO,BETA_EPI_CAR,BETA_BETA_CAR,ALPHA_BETA_CAR,PYROPHYTIN_A,PIGMENTS_FLAG,PIGMENTS_COMMENTS
DAR20150804_0130,19,2015-08-04 11:05:00,0.022,0,0.104,0,,0.115,0,0,0,0,0.572,0,0,0.015,0.005,0.023,0.03,0,0.033,0,0,0,0,0,0.065,0,0,0,0,0.025,0.025,0,1.318,1.318,0,0,0,0,,,0.062,0,0,
DAR20150804_0130,WC,2015-08-04 11:05:00,0,0,0.067,0,,0.052,0,0,0,0,0.326,0,0,0.013,0.004,0.021,0.01,0,0.039,0,0,0,0,0,0.056,0,0,0,0,0.04,0.04,0,0.809,0.809,0,0,0,0,,,0.03,0,0,
DAR20150804_0430,16,2015-08-04 14:02:00,0.017,0,0.082,0,,0.042,0,0,0,0,0.36,0,0,0.014,0.003,0.024,0.024,0,0.042,0,0,0.006,0,0,0.083,0,0,0,0,0.03,0.03,0,0.953,0.953,0,0,0,0,,,0.045,0,0,
KAI20151116,WC,2015-11-17 11:40:00,0.138,0,0.192,0,,0.098,0.058,0.039,0,0.052,0.296,0.013,0,0.045,0.007,0.209,0,0,0.075,0,0.007,0.013,0,0.021,0.019,0,0,0,0,0.132,0.132,0,1.082,1.082,0,0,0,0,,,0.039,0,0,
MAI20150526,WC,2015-05-26 11:55:00,0.022,0,0.037,0,,0,0,0,0,0.027,0.022,0.006,0,0.013,0.005,0.054,0,0,0.009,0,0,0.015,0,0,0.003,0,0,0,0,0.062,0.062,0,0.255,0.255,0,0,0,0,,,0.01,0,0,Lost sample - had to refilter
MAI20150526,0,2015-05-26 11:20:00,0.023,0,0.035,0,,0,0,0,0,0.025,0.02,0.005,0,0.009,0.004,0.045,0,0,0.015,0,0,0.018,0,0,0.003,0,0,0,0,0.047,0.047,0,0.236,0.236,0,0,0,0,,,0.011,0,0,Lost sample - had to refilter
YON20150224,WC,2015-02-24 11:35:00,0.013,0,0.024,0,,0.013,0,0,0,0.011,0.035,0.002,0,0.007,0.005,0.035,0.009,0,0.011,0,0.002,0,0,0,0.146,0,0,0,0,0.026,0.026,0.037,0.649,0.686,0,0,0,0,,,0.069,0,0,
NSI20150731,57,2015-07-31 10:50:00,0.013,0,0.024,0,,0.011,0,0,0,0.023,0.041,0,0,0,0,0.035,0,0,0.007,0,0,0,0,0,0.006,0,0,0,0,0.015,0.015,0,0.165,0.165,0,0,0,0,,,0.004,0,0,
MAI20151118,WC,2015-11-19 10:45:00,0.105,0,0.257,0,,0.236,0.051,0.023,0,0.019,0.723,0.004,0,0.007,0.004,0.046,0,0,0.101,0,0,0,0,0.013,0.003,0,0,0,0,0.018,0.018,0,1.498,1.498,0,0,0,0,,,0.033,0,0,
NSI20151027,0,2015-10-27 11:50:00,0.012,0,0.018,0,,0.014,0,0.002,0,0.009,0.017,0,0,0,0,0.024,0,0,0.007,0,0,0,0,0.001,0.039,0,0,0,0,0.009,0.009,0.021,0.117,0.138,0,0,0,0,,,0.007,0,0,
YON20150324,1,2015-03-24 16:30:00,0.006,0,0.009,0,,0.019,0,0,0,0.005,0.012,0,0,0,0.001,0.011,0,0,0.007,0,0,0,0,0,0.117,0,0,0,0,0.006,0.006,0.048,0.281,0.329,0,0,0,0,,,0.031,0,0,
NSI20150817,20,2015-08-17 11:10:00,0.016,0,0.036,0,,0.026,0,0.003,0,0.017,0.047,0.004,0,0.004,0.001,0.03,0,0,0.01,0,0.001,0,0,0.002,0.029,0.003,0,0,0,0.023,0.023,0.015,0.207,0.222,0,0,0,0,,,0.006,0,0,
YON20150618,0,2015-06-18 13:35:00,0.005,0,0.006,0,,0.003,0,0,0,0.005,0.008,0,0,0,0.001,0.01,0,0,0.003,0,0,0,0,0,0.088,0,0,0,0,0.004,0.004,0.017,0.478,0.495,0,0,0,0,,,0.04,0,0,Lots of trichodesmium on filter
NSI20150624,57,2015-06-24 11:20:00,0.019,0,0.016,0,,0.008,0,0.002,0,0.021,0.024,0.003,0,0.001,0,0.021,0,0,0.005,0,0,0,0,0,0.005,0.002,0,0,0,0.011,0.011,0.008,0.091,0.099,0,0,0,0,,,0.002,0,0,
YON20150804,WC,2015-08-04 13:07:00,0.005,0,0.012,0,,0.007,0,0,0,0.005,0.007,0,0,0,0.002,0.011,0,0,0.004,0,0,0,0,0,0.05,0,0,0,0,0,0,0.033,0.059,0.092,0,0,0,0,,,0.007,0,0,
YON20150825,0,2015-08-25 01:25:00,0,0,0.008,0,,0.006,0,0,0,0.005,0.007,0,0,0,0.001,0.01,0,0,0.006,0,0,0,0,0,0.063,0,0,0,0,0.008,0.008,0.046,0.069,0.115,0,0,0,0,,,0.01,0,0,
KAI20160915,100,2016-09-15 14:00:00,0.032,0,0.031,0,,0,0,0,0,0.034,0.036,0.005,0,0.016,0.002,0.05,0,0,0.006,0,0,0.003,0,0,0.005,0,0,0,0,0.043,0.043,0,0.219,0.219,0,0,0,0,,,0.008,0,0,
PHB20160615,WC,2016-06-15 11:06:00,0.069,0,0.057,0,,0.092,0,0.014,0,0.026,0.132,0.006,0,0.01,0.005,0.044,0.006,0,0.016,0,0,0.011,0,0,0.015,0.003,0,0,0,0.044,0.044,0.012,0.342,0.354,0,0,0,0,,,0.015,0,0,
ROT20160722,WC,2016-07-22 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,rosette failed
ROT20161004,20,2016-10-04 12:25:00,0.039,0,0.04,0,,0.057,0,0.005,0,0.032,0.042,0.01,0,0.022,0.012,0.083,0,0,0.025,0,0,0.012,0,0.002,0.031,0,0,0,0,0.068,0.068,0.016,0.324,0.34,0,0,0,0,,,0.015,0,0,
NSI20160318,0,2016-03-18 11:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Dewar left out - samples bad - not analysed
NSI20160412,20,2016-04-12 11:20:00,0,0,0.008,0,,0.009,0,0,0,0.004,0.015,0,0,0,0,0.01,0,0,0.003,0,0,0,0,0,0.009,0,0,0,0,0.003,0.003,0.009,0.089,0.098,0,0,0,0,,,0.003,0,0,
NSI20160412,WC,2016-04-12 11:40:00,0,0,0.022,0,,0.021,0,0,0,0.009,0.107,0,0,0,0,0.018,0,0,0.009,0,0,0,0,0,0.009,0,0,0,0,0.008,0.008,0.015,0.314,0.329,0,0,0,0,,,0.008,0,0,
MAI20160321,WC,2016-03-22 11:12:00,0.042,0,0.055,0,,0.052,0,0.024,0,0.03,0.05,0.008,0,0.017,0.007,0.076,0,0,0.018,0,0,0.018,0,0,0.029,0,0,0,0,0.062,0.062,0.019,0.333,0.352,0,0,0,0,,,0.015,0,0,
PHB20151115,0,2015-11-16 08:44:00,0.048,0,0.119,0,,0.075,0.041,0.026,0,0.017,0.234,0.004,0,0.007,0.003,0.039,0,0,0.029,0,0,0.003,0,0,0.013,0,0,0,0,0.053,0.053,0,0.786,0.786,0,0,0,0,,,0.019,0,0,
MAI20160530,85,2016-05-31 10:54:00,0.013,0,0.024,0,,0.018,0,0,0,0.013,0.043,0.006,0,0.017,0.004,0.025,0,0,0.005,0,0,0.008,0,0,0.002,0,0,0,0,0.044,0.044,0,0.203,0.203,0,0,0,0,,,0.008,0,0,
KAI20160223,20,2016-02-24 09:45:00,0.049,0,0.059,0,,0,0,0.015,0,0.076,0.026,0.009,0,0.02,0.004,0.063,0,0,0.01,0,0,0.01,0,0.002,0.013,0,0,0,0,0.095,0.095,0.015,0.39,0.405,0,0,0,0,,,0.015,0,0,
KAI20160223,WC,2016-02-24 09:25:00,0.02,0,0.034,0,,0.011,0,0.014,0,0.043,0.022,0.005,0,0.011,0.002,0.047,0,0,0.006,0,0,0.005,0,0,0.026,0,0,0,0,0.041,0.041,0.023,0.239,0.262,0,0,0,0,,,0.012,0,0,
ROT20160324,40,2016-03-24 11:30:00,0.007,0,0.019,0,,0,0,0.004,0,0.035,0.03,0.003,0,0.007,0.002,0.045,0,0,0.01,0,0,0.002,0,0,0.016,0,0,0,0.009,0.032,0.041,0.025,0.206,0.231,0,0,0,0,,,0.014,0,0,UTC start time 0616; 40 m; Dewar
PHB20160829,100,2016-08-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,sample not collected
DAR20160202_0030,0,2016-02-02 10:01:00,0.034,0,0.088,0.041,,0,0,0.044,0,0,0.278,0.011,0,0.03,0.007,0.027,0,0,0.03,0,0,0.036,0,0,0.092,0,0,0,0,0.073,0.073,0,1.085,1.085,0,0,0,0,,,0.048,0,0,
DAR20160202_0330,0,2016-02-02 13:01:00,0.037,0,0.093,0.035,,0,0,0.03,0,0,0.3,0.006,0,0.021,0.005,0.019,0,0,0.032,0,0,0.038,0,0,0.085,0,0,0,0,0.108,0.108,0,1.119,1.119,0,0,0,0,,,0.047,0,0,
PHB20160201,WC,2016-02-02 11:15:00,0.025,0,0.041,0,,0.015,0,0.016,0,0.018,0.048,0.011,0,0.013,0.005,0.04,0.005,0,0.011,0,0,0.014,0,0,0.071,0.013,0,0,0,0.077,0.077,0.03,0.425,0.455,0,0,0,0,,,0.029,0,0,
PHB20160407,0,2016-04-08 09:23:00,0.043,0,0.069,0,,0.113,0,0,0,0.051,0.155,0.01,0,0.015,0.008,0.088,0.005,0,0.021,0,0,0.005,0,0,0.017,0.008,0,0,0,0.064,0.064,0.014,0.5,0.514,0,0,0,0,,,0.021,0,0,
PHB20160229,15,2016-03-01 09:27:00,0.027,0,0.048,0,,0.053,0,0.012,0,0.01,0.133,0.014,0,0.005,0.012,0.025,0.013,0,0.022,0,0.003,0.003,0,0,0.015,0.025,0,0,0,0.057,0.057,0,0.429,0.429,0,0,0,0,,,0.018,0,0,
PHB20160502,0,2016-05-03 08:53:00,0.041,0,0.089,0,,0,0,0.025,0,0.058,0.079,0.028,0,0.039,0.021,0.106,0.005,0,0.018,0,0.003,0.032,0,0.002,0.067,0.027,0,0,0,0.19,0.19,0.03,0.87,0.9,0,0,0,0,,,0.047,0,0,
DAR20160202_0030,18,2016-02-02 10:01:00,0,0,0.069,0.042,,0,0,0.063,0,0.025,0.351,0.008,0,0.017,0.004,0.012,0.029,0,0.027,0,0,0.026,0,0,0.118,0,0,0,0,0.313,0.313,0,0.918,0.918,0,0,0,0,,,0.061,0,0,Long time to filter - 47 minutes
MAI20160630,0,2016-07-01 11:10:00,0.038,0,0.053,0,,0,0,0.012,0,0.023,0.051,0.011,0,0.028,0.01,0.042,0,0,0.015,0,0,0.02,0,0,0.009,0,0,0,0,0.102,0.102,0.006,0.429,0.435,0,0,0,0,,,0.016,0,0,
DAR20160723,6,2016-07-24 08:14:00,0.031,0,0.054,0.051,,0,0,0,0,0,0.259,0,0,0,0,0.018,0.023,0,0.029,0,0,0.011,0,0,0.065,0,0,0,0,0.044,0.044,0,0.704,0.704,0,0,0,0,,,0.037,0,0,
DAR20160724_0430,6,2016-07-24 14:00:00,0.029,0,0.067,0.04,,0,0,0,0,0,0.311,0,0,0.018,0.003,0.023,0.017,0,0.03,0,0,0.013,0,0,0.078,0,0,0,0,0.037,0.037,0,0.842,0.842,0,0,0,0,,,0.04,0,0,
NSI20160920,20,2016-09-20 10:55:00,0.017,0,0.016,0,,0.014,0,0,0,0.019,0.013,0.006,0,0.001,0.002,0.017,0,0,0.004,0,0.004,0.003,0,0.002,0.034,0.015,0,0,0,0.027,0.027,0.003,0.178,0.181,0,0,0,0,,,0.005,0,0,
NSI20160920,57,2016-09-20 10:55:00,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,,,0,0,0,
NSI20160623,0,2016-06-23 11:25:00,0,0,0.017,0,,0.016,0,0,0,0.007,0.038,0,0,0,0,0.015,0,0,0.005,0,0,0,0,0,0.02,0,0,0,0,0.006,0.006,0.044,0.173,0.217,0,0,0,0,,,0.007,0,0,
NSI20161215,0,2016-12-15 11:10:00,0.017,0,0.016,0,,0.018,0,0.004,0,0.006,0.026,0.003,0,0,0.002,0.028,0.002,0,0.011,0,0.003,0,0,0.002,0.08,0.008,0,0,0,0.013,0.013,0.02,0.209,0.229,0,0,0,0,,,0.013,0,0,
ROT20150827,0,2015-08-27 12:04:00,0.019,0,0.031,0,,0.055,0,0,0,0.02,0.052,0.005,0,0.01,0.003,0.032,0,0,0.014,0,0.002,0.006,0,0.003,0.034,0,0,0,0,0.03,0.03,0.01,0.181,0.191,0,0,0,0,,,0.009,0,0,
MAI20160321,20,2016-03-22 10:46:00,0.043,0,0.051,0,,0.031,0,0.023,0,0.032,0.031,0.007,0,0.008,0.006,0.082,0.006,0,0.023,0,0,0.013,0,0.003,0.056,0.004,0,0,0,0.05,0.05,0.046,0.336,0.382,0,0,0,0,,,0.02,0,0,
ROT20150924,20,2015-09-24 11:46:00,0.01,0,0.018,0,,0.008,0,0.004,0,0.012,0.019,0.002,0,0.004,0.002,0.023,0,0,0.012,0,0,0.002,0,0.001,0.051,0,0,0,0,0.013,0.013,0.035,0.103,0.138,0,0,0,0,,,0.009,0,0,
NSI20160120,20,2016-01-20 11:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,Dewar left out - samples bad - not analysed
MAI20160209,0,2016-02-10 11:35:00,0.021,0,0.058,0,,0.049,0,0.008,0,0.01,0.109,0.007,0,0.018,0.012,0.033,0,0,0.027,0,0,0.017,0,0.003,0.033,0,0,0,0,0.062,0.062,0.009,0.423,0.432,0,0,0,0,,,0.02,0,0,These samples did not have any ice in the esky and were quite warm
MAI20170104,20,2017-01-05 11:50:00,0.044,0,0.047,0,,0.055,0,0.008,0,0.022,0.094,0.01,0,0.023,0.015,0.08,0,0,0.048,0,0,0.011,0,0.006,0.023,0.003,0,0,0,0.071,0.071,0,0.449,0.449,0,0,0,0,,,0.02,0,0,
YON20161108,26,2016-11-08 11:10:00,0.009,0,0.012,0,,0.013,0,0,0,0.008,0.018,0.001,0,0,0.002,0.025,0,0,0.008,0,0,0,0,0,0.074,0,0,0,0,0.017,0.017,0.042,0.2,0.242,0,0,0,0,,,0.021,0,0,
ROT20170914,20,2017-09-14 11:50:00,0.074,0,0.086,0,,0.015,0,0.017,0,0.048,0.055,0.014,0,0.037,0.01,0.142,0.004,,0.03,0,0.005,0.009,0,0.003,0.01,0,0,0,0,0.13,0.13,0,0.601,0.601,0,0,0,,,,0.015,0,0,20m
YON20161207,26,2016-12-07 11:09:00,0.012,0,0.012,0,,0.016,0,0,0,0.008,0.019,0.002,0,0,0.003,0.023,0,0,0.007,0,0,0,0,0,0.15,0,0,0,0.011,0.02,0.031,0.112,0.29,0.402,0,0,0,0,,,0.044,0,0,
DAR20170203_0630,WC,2017-02-03 16:02:00,0.038,0,0.094,0.048,,0.074,0,0.016,0,0,0.383,0.014,0,0.041,0.012,0.028,0,,0.047,0,0,0.026,0,0,0.151,0,0,0,0,0.079,0.079,0,1.186,1.186,0,0,0,,,,0.075,0,0,
PHB20170419,0,2017-04-19 10:19:00,0.01,0,0.018,0,,0,0,0,0,0.015,0.012,0,0,0,0,0.022,0,,0.005,0,0,0,0,0,0.047,0,0,0,0,0.013,0.013,0.049,0.124,0.173,0,0,0,,,,0.013,0,0,
ROT20170428,WC,2017-04-28 11:15:00,0.028,0,0.032,0,,0.005,0,0,0,0.034,0.026,0.004,0,0.012,0.003,0.067,0,,0.019,0,0,0.007,0,0,0.026,0,0,0,0,0.041,0.041,0.013,0.276,0.289,0,0,0,,,,0.012,0,0,
DAR20170203_0030,6,2017-02-03 10:00:00,0.03,0,0.066,0.028,,0,0,0.025,0,0,0.221,0.007,0,0.022,0.011,0.021,0,,0.052,0,0,0.037,0,0,0.108,0.007,0,0,0,0.084,0.084,0,0.938,0.938,0,0,0,,,,0.054,0,0,
MAI20170626,20,2017-06-27 10:35:00,0.019,0,0.033,0,,0,0,0,0,0.022,0.02,0.007,0,0.019,0.005,0.036,0,,0.007,0,0,0.013,0,0,0.009,0,0,0,0,0.077,0.077,0.006,0.289,0.295,0,0,0,,,,0.012,0,0,
ROT20161214,WC,2016-12-14 11:02:00,0.028,0,0.029,0,,0,0,0,0,0.03,0.024,0.004,0,0.01,0.003,0.048,0,,0.017,0,0,0.003,0,0.003,0.022,0,0,0,0,0.036,0.036,0.019,0.192,0.211,0,0,0,,,,0.009,0,0,composite
NSI20171116,0,2017-11-16 11:00:00,0,0,0.007,0,,0,0,0,0,0.003,0.005,0,0,0,0,0.007,0,,0.003,0,0,0,0,0,0.053,0,0,0,0,0,0,0.026,0.054,0.08,0,0,0,,,,0.006,0,0,
ROT20170120,20,2017-01-20 11:53:00,0.03,0,0.031,0,,0,0,0.005,0,0.03,0.027,0.002,0,0.006,0.003,0.067,0.004,,0.015,0,0,0,0,0,0.023,0,0,0,0,0.029,0.029,0.012,0.217,0.229,0,0,0,,,,0.011,0,0,20m
ROT20170120,WC,2017-01-20 11:55:00,0.029,0,0.034,0,,0,0,0.005,0,0.042,0.023,0.002,0,0.005,0.001,0.073,0,,0.024,0,0,0.002,0,0.003,0.02,0,0,0,0,0.027,0.027,0.02,0.222,0.242,0,0,0,,,,0.009,0,0,composite
ROT20170303,40,2017-03-03 12:20:00,0.053,0,0.065,0,,0,0,0,0,0.048,0.067,0.014,0,0.036,0.007,0.116,0.002,,0.017,0,0.003,0.004,0,0.005,0.023,0,0,0,0,0.125,0.125,0.019,0.508,0.527,0,0,0,,,,0.015,0,0,
DAR20170203_0330,6,2017-02-03 13:02:00,0.029,0,0.079,0.033,,0,0,0.026,0,0,0.309,0.011,0,0.026,0.01,0.027,0,,0.035,0,0,0.036,0,0,0.093,0,0,0,0,0.098,0.098,0,1.116,1.116,0,0,0,,,,0.06,0,0,
KAI20170908,0,2017-09-08 16:00:00,0.04,0,0.051,0,,0.005,0,0.008,0,0.03,0.041,0.01,0,0.027,0.012,0.093,0.006,,0.036,0,0,0.008,0,0.005,0.023,0,0,0,0,0.079,0.079,0.013,0.389,0.402,0,0,0,,,,0.016,0,0,
ROT20180328,0,2018-03-28 10:35:00,0.027,0,0.029,0,,0.009,0,0.005,0,0.017,0.026,0.012,0,0.013,0.006,0.044,0,,0.021,0,0.008,0.008,0,0.003,0.053,0.016,0,0,0,0.054,0.054,0.022,0.293,0.315,0,0,0,,,,0.017,0,0,1m depth
DAR20170715_0630,20,2017-07-15 00:00:00,0.013,0,0.063,0.021,,0,0,0,0,0,0.234,0,0,0.016,0,0.024,0,,0.024,0,0,0.017,0,0,0.088,0,0,0,0,0.051,0.051,0,0.809,0.809,0,0,0,,,,0.046,0,0,
PHB20170205,0,2017-02-06 11:35:00,0.025,0,0.046,0,,0.014,0,0.006,0,0.017,0.027,0.02,0,0.032,0.018,0.038,0,,0.007,0,0.003,0.015,0,0,0.046,0.013,0,0,0,0.151,0.151,0.006,0.474,0.48,0,0,0,,,,0.024,0,0,
NSI20180417,20,2018-04-17 11:00:00,0.008,0,0.014,0,,0,0,0,0,0.009,0.009,0,0,0,0,0.022,0,,0.003,0,0,0,0,0,0.042,0,0,0,0,0.005,0.005,0.035,0.105,0.14,0,0,0,,,,0.01,0,0,
MAI20170223,20,2017-02-24 10:20:00,0.081,0,0.103,0,,0.182,0,0.021,0,0.019,0.229,0.016,0,0.04,0.014,0.078,0,0,0.022,0,0,0.037,0,0,0.02,0.002,0,0,0,0.139,0.139,0,0.813,0.813,0,0,0,0,,,0.027,0,0,
ROT20161114,20,2016-11-14 11:10:00,0.025,0,0.035,0,,0,0,0.008,0,0.021,0.033,0.005,0,0.009,0.006,0.051,0.002,0,0.018,0,0,0.004,0,0.003,0.016,0,0,0,0,0.038,0.038,0.009,0.216,0.225,0,0,0,0,,,0.01,0,0,
KAI20161118,WC,2016-11-18 14:35:00,0.058,0,0.044,0,,0,0,0.006,0,0.044,0.039,0.01,0,0.021,0.007,0.097,0.006,0,0.02,0,0,0.007,0,0.005,0.042,0,0,0,0,0.07,0.07,0.023,0.371,0.394,0,0,0,0,,,0.02,0,0,
KAI20170315,WC,2017-03-15 15:15:00,0.038,0,0.049,0,,0,0,0.011,0,0.036,0.04,0.008,0,0.02,0.009,0.065,0,0,0.013,0,0.002,0.002,0,0.002,0.014,0.002,0,0,0,0.074,0.074,0.007,0.337,0.344,0,0,0,0,,,0.015,0,0,
MAI20170323,0,2017-03-24 11:00:00,0.016,0,0.06,0,,0.007,0,0.008,0,0.013,0.044,0.005,0,0.01,0.005,0.029,0,,0.017,0,0,0.025,0,0,0.008,0,0,0,0,0.036,0.036,0,0.329,0.329,0,0,0,,,,0.011,0,0,
DAR20170516,WC,2017-05-17 09:10:00,0.017,0,0.09,0.047,,0,0,0,0,0,0.299,0.007,0,0.024,0.005,0.022,0,,0.037,0,0,0.017,0,0,0.13,0,0,0,0,0.08,0.08,0,1.008,1.008,0,0,0,,,,0.045,0,0,
KAI20170518,WC,2017-05-18 13:20:00,0.102,0,0.113,0,,0.01,0,0.012,0,0.085,0.044,0.011,0,0.022,0.005,0.196,0,,0.028,0,0,0.022,0,0.006,0.074,0.003,0,0,0,0.119,0.119,0.123,0.663,0.786,0,0,0,,,,0.039,0,0,
NSI20170717,20,2017-07-17 12:00:00,0.027,0,0.034,0,,0.035,0,0,0,0.019,0.038,0.001,0,0.002,0.001,0.034,0,,0.011,0,0,0,0,0.001,0.05,0,0,0,0,0.012,0.012,0.033,0.158,0.191,0,0,0,,,,0.012,0,0,
PHB20170614,0,2017-06-15 11:10:00,0.04,0,0.097,0.015,,0,0,0.009,0,0.043,0.071,0.014,0,0.027,0.008,0.093,0,,0.019,0,0.003,0.046,0,0,0.017,0.002,0,0,0,0.104,0.104,0.011,0.703,0.714,0,0,0,,,,0.025,0,0,
PHB20180221,0,2018-02-22 08:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,ran out of surface water; sample misplaced by PHB
DAR20190214_0630,0,2019-02-14 16:00:00,0,0,0.103,0.059,,0,0,0,0,0,0.3,0,0,0,0,0,0,,0.05,0,0,0.065,0,0,0.079,0,0,0,0,0.109,0.109,0,1.155,1.155,0,0,0,,,,0.061,0,0,
NSI20180718,20,2018-07-18 10:50:00,0.193,0,0.23,0,,0.507,0.119,0.005,0,0.031,0.52,0.004,0,0.007,0.002,0.087,0,,0.089,0,0,0.004,0,0.011,0.016,0,0,0,0,0.027,0.027,0,0.804,0.804,0,0,0,,,,0.025,0,0,
YON20180602,26,2018-06-03 09:26:00,0.012,0,0.016,0,,0.009,0,0,0,0.008,0.03,0,0,0,0.001,0.021,0,,0.006,0,0,0,0,0,0.055,0,0,0,0,0.007,0.007,0.011,0.2,0.211,0,0,0,,,,0.015,0,0,
MAI20181204,0,2018-12-05 10:10:00,0.038,0,0.072,0,,0.031,0,0.034,0,0.014,0.14,0.007,0,0.012,0.011,0.033,0,,0.052,0,0.002,0.005,0,0.004,0.005,0,0,0,0,0.043,0.043,0,0.468,0.468,0,0,0,,,,0.012,0,0,
ROT20180719,20,2018-07-19 11:30:00,0.093,0,0.103,0,,0.032,0,0.006,0,0.064,0.102,0.01,0,0.022,0.003,0.156,0.004,,0.025,0,0,0.022,0,0,0.023,0,0,0,0,0.09,0.09,0,0.73,0.73,0,0,0,,,,0.022,0,0,
ROT20180719,0,2018-07-19 11:30:00,0.059,0,0.072,0,,0.019,0,0.006,0,0.047,0.071,0.007,0,0.015,0.004,0.097,0.003,,0.023,0,0,0.015,0,0,0.02,0,0,0,0,0.077,0.077,0,0.543,0.543,0,0,0,,,,0.018,0,0,
YON20200212,26,2020-02-13 10:16:00,0.024,0,0.046,0,,0.043,0,0.005,0,0.004,0.088,0,0,0,0.001,0.031,0,,0.009,0,0,0,0,0,0.068,0,0,0,0,0.021,0.021,0.018,0.307,0.325,0,0,0,,,,0.024,0,0,
YON20200306,0,2020-03-06 10:38:00,0.012,0,0.017,0,,0.007,0,0.007,0,0.01,0.015,0.002,0,0.002,0.002,0.033,0.004,,0.006,0,0,0,0,0,0.051,0,0,0,0,0.019,0.019,0.021,0.215,0.236,0,0,0,,,,0.018,0,0,
MAI20200928,0,2020-09-29 00:00:00,0.094,0,0.337,0,,0.834,0,0.021,0,0.004,0.691,0.003,0,0.007,0.002,0.02,0,,0.056,0,0,0.016,0,0.004,0,0,0,0,0,0.025,0.025,0,1.538,1.538,0,0,0,,,,0.027,0,0,low volume
KAI20201123,0,2020-11-24 09:35:00,0.013,0,0.019,0,,0,0,0.005,0,0.009,0.024,0,0,0,0.002,0.029,0.003,,0.015,0,0,0,0,0.003,0.036,0,0,0,0,0.006,0.006,0,0.14,0.14,0,0,0,,,,0.007,0,0,
DAR20191105,15.5,2019-11-06 08:06:00,0.014,0,0.04,0.02,,0,0,0,0,0,0.187,0,0,0.014,0.002,0.014,0,,0.013,0,0,0.012,0,0,0.078,0,0,0,0,0.058,0.058,0,0.598,0.598,0,0,0,,,,0.038,0,0,
DAR20200203_2130,0,2020-02-04 07:10:00,0.022,0,0.102,0.046,,0.053,0,0,0,0,0.407,0.005,0,0.017,0.004,0.014,0,,0.036,0,0,0.031,0,0,0.062,0,0,0,0,0.058,0.058,0,1.122,1.122,0,0,0,,,,0.056,0,0,
PHB20191118,20,2019-11-19 09:39:00,0.048,0,0.066,0,,0,0,0.002,0,0.024,0.107,0.004,0,0.007,0.003,0.067,0,,0.026,0,0,0.018,0,0,0.022,0,0,0,0,0.039,0.039,0,0.552,0.552,0,0,0,,,,0.021,0,0,
MAI20210106,20,2021-01-07 10:20:00,0.051,0,0.123,0,,0.016,0,0.006,0,0.039,0.075,0.034,0,0.089,0.025,0.082,0,,0.017,0,0.006,0.034,0,0,0.016,0,0,0,0,0.286,0.286,0,0.862,0.862,0,0,0,,,,0.03,0,0,
ROT20180727,20,2018-07-27 11:35:00,0.04,0,0.059,0,,0.037,0,0.005,0,0.024,0.114,0.009,0,0.02,0.004,0.048,0.004,,0.018,0,0,0.012,0,0,0.015,0,0,0,0,0.073,0.073,0,0.452,0.452,0,0,0,,,,0.016,0,0,
ROT20180921,0,2018-09-21 11:23:00,0.035,0,0.069,0,,0.037,0,0.021,0,0.021,0.083,0.014,0,0.025,0.014,0.071,0.007,,0.045,0,0.004,0.027,0,0,0.014,0.004,0,0,0,0.11,0.11,0,0.541,0.541,0,0,0,,,,0.021,0,0,
DAR20201123,0,2020-11-24 07:50:00,0.009,0,0.05,0.015,,0,0,0.013,0,0,0.132,0.005,0,0.019,0.003,0.013,0,,0.017,0,0,0.017,0,0,0.115,0,0,0,0,0.059,0.059,0,0.58,0.58,0,0,0,,,,0.044,0,0,
MAI20201020,0,2020-10-21 10:45:00,0.158,0,0.234,0,,0.034,0,0.033,0,0.046,0.262,0.036,0,0.116,0.049,0.217,0,,0.105,0,0.009,0.094,0,0.016,0.017,0,0,0,0,0.325,0.325,0,1.572,1.572,0,0,0,,,,0.051,0,0,
YON20190124,0,2019-01-24 11:40:00,0.009,0,0.015,0,,0.011,0,0,0,0.009,0.013,0,0,0,0,0.032,0,,0.008,0,0,0,0,0,0.038,0,0,0,0,0,0,0.02,0.133,0.153,0,0,0,,,,0.008,0,0,
